time,AccelerometerX,AccelerometerY,AccelerometerZ,GyroX,GyroY,GyroZ
0.0,0.3562,-0.2238,0.9826,0.09055023640394211,-0.17151281237602234,0.3462215065956116
31.0,0.3606,-0.2380,1.0232,0.09055023640394211,-0.17151281237602234,0.3462215065956116
73.0,0.3997,-0.2380,1.0036,0.09055023640394211,-0.17151281237602234,0.3462215065956116
73.0,0.4163,-0.2438,1.0329,0.09055023640394211,-0.17151281237602234,0.3462215065956116
87.0,0.3889,-0.2536,0.9982,0.09055023640394211,-0.17151281237602234,0.3462215065956116
111.0,0.3484,-0.2267,0.9948,0.09055023640394211,-0.17151281237602234,0.3462215065956116
112.0,0.3484,-0.2267,0.9948,0.46127358078956604,0.15446805953979492,0.7084224820137024
126.0,0.3435,-0.2360,0.9806,0.46127358078956604,0.15446805953979492,0.7084224820137024
139.0,0.4114,-0.2384,0.9621,0.46127358078956604,0.15446805953979492,0.7084224820137024
159.0,0.3870,-0.2140,0.9328,0.46127358078956604,0.15446805953979492,0.7084224820137024
169.0,0.3870,-0.2140,0.9328,0.46127358078956604,0.15446805953979492,0.7084224820137024
179.0,0.3454,-0.2008,0.9259,0.46127358078956604,0.15446805953979492,0.7084224820137024
188.0,0.3454,-0.2008,0.9259,0.46127358078956604,0.15446805953979492,0.7084224820137024
198.0,0.3454,-0.2008,0.9259,0.46127358078956604,0.15446805953979492,0.7084224820137024
202.0,0.3611,-0.1832,0.9005,0.46127358078956604,0.15446805953979492,0.7084224820137024
219.0,0.3738,-0.1539,0.9142,0.46127358078956604,0.15446805953979492,0.7084224820137024
237.0,0.3797,-0.1564,0.8771,0.46127358078956604,0.15446805953979492,0.7084224820137024
257.0,0.3591,-0.1378,0.8795,0.46127358078956604,0.15446805953979492,0.7084224820137024
276.0,0.3538,-0.1138,0.9557,0.46127358078956604,0.15446805953979492,0.7084224820137024
297.0,0.3533,-0.1251,0.9626,0.46127358078956604,0.15446805953979492,0.7084224820137024
297.0,0.3533,-0.1251,0.9626,0.4420982301235199,-0.5518237948417664,1.205916166305542
316.0,0.3728,-0.1437,0.9425,0.4420982301235199,-0.5518237948417664,1.205916166305542
339.0,0.3933,-0.1173,0.9694,0.4420982301235199,-0.5518237948417664,1.205916166305542
354.0,0.4266,-0.0870,0.9616,0.4420982301235199,-0.5518237948417664,1.205916166305542
367.0,0.4266,-0.0870,0.9616,0.4420982301235199,-0.5518237948417664,1.205916166305542
384.0,0.3953,-0.0205,0.9655,0.4420982301235199,-0.5518237948417664,1.205916166305542
385.0,0.3953,-0.0205,0.9655,0.4420982301235199,-0.5518237948417664,1.205916166305542
394.0,0.3953,-0.0205,0.9655,0.4420982301235199,-0.5518237948417664,1.205916166305542
395.0,0.4070,0.0454,0.9445,0.4420982301235199,-0.5518237948417664,1.205916166305542
414.0,0.4564,0.0425,0.9254,0.4420982301235199,-0.5518237948417664,1.205916166305542
434.0,0.4842,0.0425,0.9743,0.4420982301235199,-0.5518237948417664,1.205916166305542
453.0,0.5443,0.0645,0.8624,0.4420982301235199,-0.5518237948417664,1.205916166305542
472.0,0.7823,0.1143,0.7598,0.4420982301235199,-0.5518237948417664,1.205916166305542
494.0,0.9479,-0.0015,0.6816,0.4420982301235199,-0.5518237948417664,1.205916166305542
495.0,0.9479,-0.0015,0.6816,-0.13103152811527252,-3.069120407104492,0.9747467041015625
511.0,0.8512,-0.1920,0.6518,-0.13103152811527252,-3.069120407104492,0.9747467041015625
531.0,0.6274,-0.2150,0.6249,-0.13103152811527252,-3.069120407104492,0.9747467041015625
553.0,0.3337,-0.6479,0.6977,-0.13103152811527252,-3.069120407104492,0.9747467041015625
560.0,0.3337,-0.6479,0.6977,-0.13103152811527252,-3.069120407104492,0.9747467041015625
569.0,0.4339,-0.3186,0.6753,-0.13103152811527252,-3.069120407104492,0.9747467041015625
579.0,0.4339,-0.3186,0.6753,-0.13103152811527252,-3.069120407104492,0.9747467041015625
593.0,0.4339,-0.3186,0.6753,-0.13103152811527252,-3.069120407104492,0.9747467041015625
594.0,0.6372,-0.2624,0.6157,-0.13103152811527252,-3.069120407104492,0.9747467041015625
608.0,0.7598,-0.2262,0.5653,-0.13103152811527252,-3.069120407104492,0.9747467041015625
628.0,0.6938,-0.3117,0.6010,-0.13103152811527252,-3.069120407104492,0.9747467041015625
649.0,0.5135,-0.5126,0.6616,-0.13103152811527252,-3.069120407104492,0.9747467041015625
668.0,0.6929,-0.4788,0.6645,-0.13103152811527252,-3.069120407104492,0.9747467041015625
688.0,0.6435,-0.5595,0.5121,-0.13103152811527252,-3.069120407104492,0.9747467041015625
689.0,0.6435,-0.5595,0.5121,-1.7257810831069946,-0.25034478306770325,1.7257810831069946
706.0,0.6586,-0.4441,0.3367,-1.7257810831069946,-0.25034478306770325,1.7257810831069946
726.0,0.7217,-0.4901,0.2639,-1.7257810831069946,-0.25034478306770325,1.7257810831069946
746.0,0.8047,-0.6762,0.3240,-1.7257810831069946,-0.25034478306770325,1.7257810831069946
756.0,0.8047,-0.6762,0.3240,-1.7257810831069946,-0.25034478306770325,1.7257810831069946
767.0,0.7779,-0.7730,0.3210,-1.7257810831069946,-0.25034478306770325,1.7257810831069946
774.0,0.7779,-0.7730,0.3210,-1.7257810831069946,-0.25034478306770325,1.7257810831069946
785.0,0.7779,-0.7730,0.3210,-1.7257810831069946,-0.25034478306770325,1.7257810831069946
787.0,0.5702,-0.4178,0.1407,-1.7257810831069946,-0.25034478306770325,1.7257810831069946
804.0,0.5712,-0.4354,0.0161,-1.7257810831069946,-0.25034478306770325,1.7257810831069946
826.0,0.5643,-0.6230,0.0230,-1.7257810831069946,-0.25034478306770325,1.7257810831069946
845.0,0.6176,-0.6025,0.1085,-1.7257810831069946,-0.25034478306770325,1.7257810831069946
866.0,0.1808,-0.5907,-0.0376,-1.7257810831069946,-0.25034478306770325,1.7257810831069946
884.0,0.2052,-0.5609,-0.0616,-1.7257810831069946,-0.25034478306770325,1.7257810831069946
885.0,0.2052,-0.5609,-0.0616,-0.3717886209487915,2.7974698543548584,1.9814523458480835
904.0,0.4427,-0.4710,-0.0186,-0.3717886209487915,2.7974698543548584,1.9814523458480835
922.0,0.5917,-0.3753,0.0493,-0.3717886209487915,2.7974698543548584,1.9814523458480835
941.0,0.3474,-0.2570,0.0870,-0.3717886209487915,2.7974698543548584,1.9814523458480835
951.0,0.3474,-0.2570,0.0870,-0.3717886209487915,2.7974698543548584,1.9814523458480835
960.0,0.0909,-0.6303,0.1730,-0.3717886209487915,2.7974698543548584,1.9814523458480835
970.0,0.0909,-0.6303,0.1730,-0.3717886209487915,2.7974698543548584,1.9814523458480835
981.0,0.0909,-0.6303,0.1730,-0.3717886209487915,2.7974698543548584,1.9814523458480835
985.0,0.1266,-1.6427,0.3860,-0.3717886209487915,2.7974698543548584,1.9814523458480835
1000.9999999999999,-0.1236,-3.0113,1.0222,-0.3717886209487915,2.7974698543548584,1.9814523458480835
1018.9999999999999,-0.1397,-2.9791,0.9670,-0.3717886209487915,2.7974698543548584,1.9814523458480835
1039.0,0.0997,-1.5548,0.3865,-0.3717886209487915,2.7974698543548584,1.9814523458480835
1063.0,0.1007,-0.8477,0.1036,-0.3717886209487915,2.7974698543548584,1.9814523458480835
1081.0,0.0792,-0.5033,0.0757,-0.3717886209487915,2.7974698543548584,1.9814523458480835
1083.0,0.0792,-0.5033,0.0757,0.07883197069168091,-1.7524135112762451,0.4303799569606781
1098.0,0.0904,-0.3611,-0.3704,0.07883197069168091,-1.7524135112762451,0.4303799569606781
1118.0,0.0850,-0.5311,-0.1378,0.07883197069168091,-1.7524135112762451,0.4303799569606781
1138.0,0.1353,-0.8854,0.1686,0.07883197069168091,-1.7524135112762451,0.4303799569606781
1151.0,0.1353,-0.8854,0.1686,0.07883197069168091,-1.7524135112762451,0.4303799569606781
1159.0,0.2316,-1.1947,0.3562,0.07883197069168091,-1.7524135112762451,0.4303799569606781
1167.0,0.2316,-1.1947,0.3562,0.07883197069168091,-1.7524135112762451,0.4303799569606781
1178.0,0.2316,-1.1947,0.3562,0.07883197069168091,-1.7524135112762451,0.4303799569606781
1180.0,0.3445,-1.1922,0.4197,0.07883197069168091,-1.7524135112762451,0.4303799569606781
1196.0,0.3733,-0.9753,0.2868,0.07883197069168091,-1.7524135112762451,0.4303799569606781
1215.0,0.3518,-0.8829,0.1437,0.07883197069168091,-1.7524135112762451,0.4303799569606781
1238.0,0.3836,-0.9049,0.0147,0.07883197069168091,-1.7524135112762451,0.4303799569606781
1256.0,0.3699,-0.9562,0.1446,0.07883197069168091,-1.7524135112762451,0.4303799569606781
1275.0,0.3601,-0.9660,0.1705,0.07883197069168091,-1.7524135112762451,0.4303799569606781
1278.0,0.3601,-0.9660,0.1705,-0.3888333737850189,-0.4250534772872925,-0.05006895586848259
1295.0,0.3313,-0.9499,0.1568,-0.3888333737850189,-0.4250534772872925,-0.05006895586848259
1313.0,0.3186,-0.9699,0.1407,-0.3888333737850189,-0.4250534772872925,-0.05006895586848259
1334.0,0.3103,-1.0041,0.1402,-0.3888333737850189,-0.4250534772872925,-0.05006895586848259
1345.0,0.3103,-1.0041,0.1402,-0.3888333737850189,-0.4250534772872925,-0.05006895586848259
1353.0,0.3205,-1.0681,0.1559,-0.3888333737850189,-0.4250534772872925,-0.05006895586848259
1364.0,0.3205,-1.0681,0.1559,-0.3888333737850189,-0.4250534772872925,-0.05006895586848259
1373.0,0.3484,-1.0520,0.1417,-0.3888333737850189,-0.4250534772872925,-0.05006895586848259
1392.0,0.3821,-0.9733,0.1568,-0.3888333737850189,-0.4250534772872925,-0.05006895586848259
1411.0,0.3777,-0.9171,0.1231,-0.3888333737850189,-0.4250534772872925,-0.05006895586848259
1429.0,0.3870,-0.8878,0.0772,-0.3888333737850189,-0.4250534772872925,-0.05006895586848259
