time,x-accel,y-accel,z-accel,x-gyro,y-gyro,z-gyro 
59,-1.1109096,-9.74859,-0.94211835,0.07513642,-0.33567044,0.0125227375 
60,-0.5021838,-9.569624,-0.94930094,-0.027794369,-0.33750305,6.1086525E-4 
61,-0.62129533,-9.634268,-1.0283096,0.035430185,-0.09682214,0.020463986 
62,-1.0151415,-9.952098,-0.7781156,0.011301007,-0.23609942,-0.022602014 
63,-0.25797522,-9.791088,-0.9355343,0.06780604,0.0143553335,0.009773844 
64,-0.7398083,-9.7641535,-0.5303157,0.1414153,-0.074830994,-0.014966198 
65,-1.0265139,-9.812635,-0.56084174,0.19394971,-0.3631594,-0.020158553 
66,-0.5243302,-9.825205,-0.1921347,0.076052725,-0.14019357,0.02076942 
67,-1.091756,-9.662399,-0.12030864,0.12675454,0.17715092,-0.028099801 
68,-0.89603,-9.512163,0.2693477,0.10354166,0.22540927,-0.103847094 
69,-1.2467805,-9.673772,0.1412579,0.034513887,0.31612277,-0.24190263 
70,-0.89184016,-9.99639,0.31364042,0.1328632,0.51893,-0.3136793 
71,-1.1647792,-9.985018,-0.75477207,0.040011674,0.4474588,-0.22449298 
72,0.26635495,-10.0508585,0.4213795,0.19547687,0.06505715,-0.28802297 
73,1.0821792,-9.830592,0.54767364,0.22143865,0.21563543,-0.20219639 
74,0.55365914,-9.85633,0.41599256,0.39706242,0.3436117,-0.16432275 
75,0.7493851,-9.516952,1.3688848,0.39858958,0.5323691,-0.06536258 
76,0.35553896,-9.415796,1.6274586,0.23457226,0.24404067,-0.13622294 
77,0.5793968,-9.276933,1.6573862,-0.003970624,0.2593123,-0.11178834 
78,0.5177461,-9.335591,2.0829554,0.01985312,0.1957823,-0.061391957 
79,0.5482722,-9.522937,2.0961237,0.0983493,-0.02321288,-0.13316862 
80,-0.2753332,-8.842385,2.1021092,0.086437434,-0.07696902,0.093462385 
81,1.0660183,-9.481039,1.323395,-0.30970868,0.0983493,-0.031154128 
82,1.2270284,-9.482236,0.94092125,-0.005497787,0.056505036,-0.07819075 
83,0.31184477,-9.753379,1.9309237,0.079107046,0.027183503,-0.07788532 
84,0.56203884,-9.437345,1.5358804,0.2003638,0.15485434,-0.08827003 
85,0.40282443,-9.539098,2.086547,0.16737708,0.034513887,-0.005497787 
86,1.3922282,-8.935161,0.9331401,0.021991149,-0.018325957,0.27977628 
87,0.2669535,-9.400833,2.2583308,0.28985557,-0.040011674,-0.007330383 
88,0.19931729,-9.397242,2.381632,-0.095294975,0.043676864,0.03145956 
89,0.46387658,-9.474455,1.8992004,0.03970624,0.0729984,0.10476339 
90,0.46208093,-8.260594,2.112883,-0.15210545,-0.3191771,0.19547687 
91,1.4185646,-9.454104,2.6761189,-0.29749137,0.006414085,-0.035430185 
92,-1.8567034,-10.846333,0.48243165,-0.49571714,0.07819075,-0.3585779 
93,0.4177882,-10.262147,0.6991069,-0.6264423,0.34788775,0.20677789 
94,-0.4938041,-10.077793,-0.3788824,-0.0852157,-0.13133603,0.09621128 
95,0.13706805,-9.8754835,-0.41838676,-0.55833083,-0.15821409,0.26847526 
96,-0.4237737,-9.812037,-0.5021838,-0.3387248,-0.30970868,0.1160644 
97,-1.1486182,-9.801263,-0.8391677,-0.20189096,-0.17959438,0.15393804 
98,-0.94930094,-9.654618,-1.0648212,-0.08399397,-0.03145956,0.12461651 
99,-1.6065093,-9.578004,-1.5304934,-0.10629055,-0.08032878,0.054367006 
100,-0.8283938,-9.712079,-1.6927006,0.14996742,-0.102319926,-0.14813483 
101,-0.6362591,-9.635465,-1.3096284,-0.015577064,-0.29657507,-0.016493361 
102,-1.0247183,-9.88506,-0.20590134,0.056505036,-0.7492262,-0.1853976 
103,0.2705448,-9.707291,-0.45130703,0.25381452,-0.2434298,0.01282817 
104,-1.2659341,-9.925163,-0.030526072,0.3268129,-0.6081163,-0.08155051 
105,-0.0724246,-8.851364,-0.09756372,0.16615535,-0.54153204,0.08735373 
106,-0.23104046,-9.586384,0.3788824,-0.30207285,-0.36835176,-0.044898596 
107,-0.78410107,-9.8515415,0.5770026,0.08857546,-0.07422013,-0.06169739 
108,-0.75836337,-9.610924,0.44711718,0.00580322,-0.20433442,-0.10445796 
109,-0.76195467,-9.574412,0.30526072,0.046120327,-0.052534413,-0.16737708 
110,0.022744916,-9.928755,0.034715924,-0.08674286,0.2761111,-0.12705997 
111,-0.31364042,-9.934141,-0.3728969,0.06047566,-0.036651913,-0.12186762 
112,0.17836803,-9.76954,0.030526072,0.10415252,-0.3643811,-0.09040806 
113,0.24720132,-9.854534,0.22146365,0.26328292,-0.3820962,-0.12736541 
114,0.40282443,-9.829395,0.65900403,0.31703907,-0.4373795,-0.06719518 
115,0.7164649,-9.337985,1.1025299,0.5308419,-0.6649268,-0.0027488936 
116,0.8499416,-9.7863,1.7232267,0.6044512,-0.5448918,-0.036957346 
117,0.27712885,-9.7719345,1.7429788,0.09315695,-0.10842858,0.10751228 
118,0.79248077,-9.394848,2.1134815,0.28221974,-0.0842994,-0.030543262 
119,0.85054016,-9.504981,2.492364,0.20189096,-0.17440203,0.16676621 
120,1.1318588,-8.190564,2.4229321,0.052839845,-0.21044308,0.10842858 
121,0.050278235,-9.307459,2.7473464,-0.28252518,-0.1731803,0.034208454 
122,0.41060558,-10.048465,2.4797945,-0.78954333,0.39706242,0.6640105 
123,1.0516531,-9.393052,2.1051018,0.10048734,-0.21135938,-0.01160644 
124,0.39205053,-8.879496,1.3790601,0.24923302,-0.35827246,-0.47861293 
125,1.0187328,-8.380903,1.8579005,-0.2171626,-0.06780604,-0.1695151 
126,0.19991584,-10.773908,2.710835,-0.30298916,0.35277468,-0.16279559 
127,0.5674258,-9.46847,0.7086837,-0.7623598,0.5626069,0.26419923 
128,0.58657944,-9.881469,0.492607,-0.38331795,0.16920967,-0.043676864 
129,0.23044191,-9.799467,0.01436521,-0.36377025,0.41233405,0.15424347 
130,-0.33638534,-9.843162,-0.6326678,-0.25534168,0.49663344,0.1432479 
131,0.05805939,-9.795278,-0.54767364,-0.16157386,0.34238997,0.1685988 
132,-0.6063316,-9.76116,-0.36990416,-0.12217305,0.23090707,0.22571471 
133,-1.3192052,-9.762956,-0.94451255,-0.079107046,0.73639804,0.112399206 
134,-1.8207904,-9.672575,-1.2491747,-0.121256754,0.63071835,0.12767084 
135,-0.8936358,-9.690532,-1.1043255,-0.073303826,0.32528573,0.01282817 
136,-0.7422025,-9.730635,-1.7872716,0.06963864,0.43982297,-0.030543262 
137,-2.2888567,-9.915586,-1.1629834,0.011301007,0.30726522,0.101098195 
138,-1.127669,-9.539697,-1.5526398,0.09254608,0.10293079,-0.055588737 
139,-1.1569979,-9.742605,-1.3700819,0.027794369,-0.048563786,-0.18661933 
140,-1.8435353,-9.801263,-0.85772276,0.024129177,0.01160644,-0.15210545 
141,-1.5562311,-9.470264,-1.1019313,0.039095376,0.004581489,-0.2452624 
142,-2.0410569,-10.077195,-1.62686,0.09315695,-0.2406809,-0.40500367 
143,0.89782566,-9.46847,-0.48003745,0.5543602,-0.11362094,-0.3820962 
144,0.65421563,-10.277709,-0.34835634,0.6264423,0.062002823,-0.31703907 
145,1.1905168,-10.042479,0.25019407,0.49357912,0.6133087,-0.34300083 
146,1.5065514,-9.600749,1.6065093,0.27152961,0.23151793,-0.28221974 
147,1.638831,-9.324817,1.5466543,0.27214047,0.7079928,-0.21013765 
148,0.7158663,-9.326612,1.5807717,0.06780604,0.66339964,-0.115453534 
149,-0.37828386,-10.378265,0.46806642,-0.48563787,0.6010914,0.55741453 
150,1.5221137,-10.092757,2.7449522,-0.2950479,0.5705481,-0.29260445 
151,-0.90021986,-10.006566,1.6118963,0.5876524,-0.12889257,-0.42546764 
152,1.5215151,-8.642469,1.1402385,-0.028099801,0.25045475,0.08399397 
153,1.4826094,-9.405023,1.1079168,0.27580565,-0.46211955,-0.59681535 
154,0.82599956,-9.09617,1.4155718,-0.15088372,0.18600847,-0.1685988 
155,1.5352819,-9.539697,1.4957775,-0.19150625,-0.058643065,-0.0143553335 
156,1.6478093,-9.690532,0.9660604,-0.27885997,0.21685717,0.17806722 
157,1.3221979,-9.630676,0.5883751,-0.36468655,0.10598512,0.21746802 
158,1.2150574,-10.242993,-0.3298013,-0.4089743,0.36682457,0.2510656 
159,0.64823014,-10.116699,0.05327099,-0.43860126,0.33108896,0.3387248 
160,0.6775591,-9.584588,-0.81043726,-0.2507602,0.5119051,0.28863382 
161,-0.98461545,-10.310031,-1.174356,-0.1469131,0.7110472,0.32711834 
162,-1.5987282,-9.5385,-1.8154035,0.06383542,1.2296717,0.20830505 
163,-1.702876,-9.4062195,-0.9935937,0.004581489,0.8509353,0.10781772 
164,-1.6124948,-9.73662,-1.0761937,-0.027794369,0.6881397,0.14110987 
165,-0.85173726,-8.913613,-1.115698,0.2144137,0.87109387,-0.028405234 
166,-1.1827357,-9.482236,-1.2982559,0.19272798,0.54061574,-0.017104227 
167,-1.8626889,-9.668385,-1.3156139,0.09468412,0.22510384,0.004886922 
168,-1.6861166,-10.128072,-0.97384155,0.08399397,0.016187929,0.006414085 
169,-2.7934349,-9.278131,-1.1043255,0.06414085,0.18661933,-0.050396383 
170,-1.2605472,-9.545084,-0.55126494,-0.048258353,-0.16187929,-0.08460484 
171,-0.86610246,-9.81922,-1.0019734,0.052839845,-0.6337727,-0.12095132 
172,-1.8728642,-9.846753,-0.7541735,0.033292156,-1.2070698,-0.08307768 
173,-1.7292122,-9.646238,-0.6973112,-0.10476339,-1.5332718,-0.044898596 
174,-1.4568717,-9.586982,-0.8355764,-0.13316862,-1.1044444,-0.13530666 
175,-1.3437457,-9.858126,-0.66858083,-0.15149458,-0.9978484,-0.355829 
176,0.52073884,-10.234613,-1.6454151,0.16768251,-0.85154617,-0.16310102 
177,0.52253455,-9.36911,-1.1348516,0.21166481,-0.63499445,-0.29993483 
178,0.5758055,-10.060435,-0.012569559,0.07574729,-0.8872818,-0.04337143 
179,1.30484,-9.842564,0.030526072,0.42913285,-0.5992588,-0.13103059 
180,0.84455466,-10.019135,0.85293436,0.5852089,-0.45570546,-0.16707164 
181,0.90381116,-9.613318,1.6783354,0.6041457,-0.3231477,-0.016493361 
182,1.2497733,-9.604341,2.0147207,0.42180246,-0.30482176,0.073303826 
183,0.54408234,-9.386468,2.2038627,0.49571714,-0.17134771,0.19730948 
184,0.9888053,-8.453327,2.3319526,0.27458394,-0.23701571,0.14721853 
185,0.22744916,-8.5778265,2.3942018,-0.16676621,0.13958271,0.22113322 
186,0.3441665,-8.5778265,2.3038206,-0.6267477,0.376293,0.038789943 
187,-0.33877954,-10.339958,1.8764555,-0.37201694,0.28099802,-0.18906279 
188,0.38367084,-9.860519,1.5460558,0.08857546,-0.03604105,-0.08979719 
189,-0.12629414,-9.539697,1.9351135,0.2666427,-0.30879238,0.03023783 
190,0.02633622,-9.349358,1.982399,0.20738874,-0.4089743,0.13225232 
191,0.6404489,-8.627506,1.4754268,-0.0711658,-0.20219639,0.015882496 
192,1.3682863,-9.352949,1.4443022,-0.5879578,-0.07391469,-0.15607607 
193,0.1448492,-10.063428,1.6238673,-0.54611355,0.10873401,-0.15302174 
194,0.52732295,-9.847352,0.6206968,-0.49113566,0.18081611,0.103847094 
195,0.45370123,-9.856929,-0.090979666,-0.3555236,0.18173242,0.13836098 
196,0.074220255,-10.044274,-0.7116765,-0.36560285,0.070249505,0.20097467 
197,-0.35254622,-9.9473095,-1.0546459,-0.27947086,-0.021991149,0.124311075 
198,-0.3477578,-9.900622,-1.0564415,-0.28313604,-0.108123146,0.122783914 
199,-0.6099229,-9.936536,-0.7308301,-0.14202617,0.026572637,0.087964594 
200,-1.4951789,-9.904214,-1.5155296,-0.03573562,0.4822781,0.16707164 
201,-0.87567925,-9.677961,-1.6639702,-0.032070424,0.5177083,0.082161374 
202,-0.26276365,-9.871892,-1.7962499,-0.02565634,0.46731192,0.07147124 
203,-1.2348095,-9.752182,-1.7238252,0.13500121,0.74281216,0.1133155 
204,-1.5652094,-9.528923,-1.9327193,0.080634214,0.52381694,0.09682214 
205,-1.216853,-9.504981,-1.7980455,0.09010262,0.48991394,0.007941248 
206,-1.7980455,-9.622296,-1.4676456,0.07727446,0.30695978,-0.06811147 
207,-2.1535845,-9.53012,-1.4694413,0.17195857,-0.06719518,-0.15424347 
208,-2.1589713,-9.871892,-1.2455834,0.129198,-0.70066243,-0.17989981 
209,-1.0965444,-9.758167,-0.94690675,-0.028099801,-1.4905112,-0.09193522 
210,-1.0642227,-9.694122,-0.82599956,-0.049785517,-1.3707817,-0.087659165 
211,-0.7787141,-9.954493,-1.3611037,-0.016187929,-1.1979067,-0.04184427 
212,0.073621705,-9.941324,-1.3132197,0.07269296,-1.2412782,-0.18020524 
213,0.06404489,-9.871892,-0.66259533,0.17348573,-1.2379184,-0.17959438 
214,-0.047285482,-10.163984,-0.3609259,0.21838433,-0.7641924,-0.17898351 
215,0.6721721,-9.7719345,0.39923313,0.33567044,-0.32284227,-0.21960606 
216,0.19512744,-9.945514,0.95109665,0.50732356,-0.25167647,-0.17501289 
217,0.96426475,-9.613917,1.6214731,0.8072584,-0.08368854,-0.1337795 
218,0.59735334,-9.4774475,2.1667526,0.66950834,-0.19486602,-0.12797627 
219,0.84934306,-9.039907,2.1140802,0.19486602,-0.03176499,0.03176499 
220,0.8798691,-9.049484,2.2894554,0.022296581,0.048258353,0.056505036 
221,0.62129533,-9.187749,2.4145525,0.03023783,-0.0067195175,0.06811147 
222,0.84694886,-9.1829605,2.4983494,0.025350908,-0.038789943,0.029321533 
223,1.0354922,-9.15842,2.3397336,0.048258353,-0.079107046,-0.0729984 
224,0.8535329,-9.015367,2.3355439,0.0,0.003970624,-0.063224554 
225,-0.35254622,-9.336788,2.235586,-0.16157386,0.03848451,0.14966199 
226,0.4441244,-9.423578,2.6192567,-0.36560285,0.10445796,0.3210097 
227,0.5105635,-9.599552,1.9357121,-0.007330383,0.007941248,-0.02321288 
228,0.37229836,-9.509769,2.4073699,0.06963864,-0.087964594,-0.10781772 
229,0.8403648,-8.791509,2.098518,0.04520403,-0.061086524,-0.38148534 
230,1.0366893,-9.269152,1.8285716,0.037873644,-0.10995574,-0.61391956 
231,0.65421563,-9.221867,2.3427265,0.016798794,0.21380283,-0.410196 
232,0.89902276,-9.150639,1.6609775,-0.32589662,0.113926366,0.018020526 
233,1.8549078,-9.329605,2.088941,-0.41783184,0.047036625,0.119729586 
234,1.0815806,-9.902418,2.0266917,-0.24648413,0.4859433,0.15363261 
235,0.90979666,-8.692748,-0.83258367,-0.52839845,0.6230826,0.45051312 
236,1.1354501,-9.269751,0.14664486,-0.28619036,0.6942484,0.108123146 
237,-0.5614403,-9.618107,-0.14425065,-0.4288274,0.60994893,0.226631 
238,-0.38067806,-9.794679,-0.3238158,-0.28955013,0.21594086,0.19883664 
239,-1.2078748,-9.904813,-0.6362591,-0.084910266,0.37110063,0.24862215 
240,-1.234211,-9.578603,-1.0193313,0.07819075,0.4822781,0.1777618 
241,-1.5682021,-9.555259,-0.56084174,-0.02565634,0.711658,0.070554934 
242,-1.3467385,-9.751583,-1.0360907,-0.03023783,0.5696318,0.116675265 
243,-0.5446809,-9.6923275,-1.1851299,0.036651913,0.43279803,0.09987647 
244,-1.9536686,-9.782109,-0.8595184,0.029626964,0.5363397,0.054061573 
245,-2.0410569,-9.520543,-1.1300632,0.048563786,0.47525316,0.08246681 
246,-1.7040731,-9.630077,-1.0995371,0.038789943,0.37995818,-0.0012217305 
247,-1.407192,-9.583391,-1.6705543,0.03481932,0.21166481,0.03145956 
248,-1.822586,-9.523536,-1.0642227,0.006414085,0.16035213,-0.03359759 
249,-2.2319946,-9.534309,-1.2372037,0.06505715,0.23182335,-0.0143553335 
250,-1.3664906,-9.672575,-1.1504139,0.058948494,0.11178834,-0.0693332 
251,-1.2479776,-9.723452,-1.3221979,0.08155051,0.030848695,-0.03604105 
252,-1.8052281,-9.589975,-1.151611,0.044593163,0.13836098,-0.08827003 
253,-1.7304093,-9.496601,-1.1887212,0.017715093,0.025350908,-0.15424347 
254,-1.6023195,-9.706094,-1.0636241,-0.06505715,0.006414085,-0.18875736 
255,-1.673547,-9.714474,-1.0426749,-0.03573562,0.105068825,-0.22327125 
256,-1.3563153,-9.825804,-1.54845,0.15210545,0.069027774,-0.24251351 
257,-0.18255788,-9.654618,-1.3144168,0.20097467,0.08032878,-0.32467487 
258,-0.32920274,-9.89344,-1.0145429,0.077579886,0.3640757,-0.36132678 
259,0.7715315,-10.527904,-0.5734113,0.34605515,0.3210097,-0.29016098 
260,0.6793547,-9.689933,-0.12749124,0.4908302,0.6093381,-0.27458394 
261,0.38367084,-10.155605,0.7739257,0.4202753,0.6068946,-0.106901415 
262,0.85891986,-9.437345,1.0151415,0.48899764,0.50243664,-0.13164146 
263,0.8439561,-9.371504,1.2880806,0.4654793,0.39370266,-0.15607607 
264,0.24540567,-9.263166,1.8004397,0.36468655,0.4202753,-0.17195857 
265,0.12389994,-9.46847,2.0242975,0.074830994,0.2996294,-0.015882496 
266,1.1127052,-9.3182335,1.9818004,-0.13805555,0.22388211,0.011301007 
267,1.1558008,-9.38168,1.7878702,-0.018936822,-0.08368854,-0.3203988 
268,0.79726917,-9.804854,2.328361,-0.002443461,-0.20372356,-0.33475417 
269,1.3060371,-9.358934,2.023699,0.20738874,0.0076358155,-0.18997909 
270,1.2515689,-9.024344,1.5729905,0.23243423,-0.060170226,-0.20586158 
271,1.8459295,-8.71669,1.7585411,-0.037873644,-0.13041973,-0.0580322 
272,1.769315,-9.094376,1.2725182,-0.38545597,0.08857546,-0.10476339 
273,1.5616181,-9.864111,1.6998832,-0.5555819,0.15790866,0.07696902 
274,2.4911668,-9.427169,1.2192472,-0.39492437,0.30207285,0.14844026 
275,1.5107412,-9.816826,1.1988965,-0.13041973,0.18051068,-0.0067195175 
276,0.95349085,-9.701904,0.142455,-0.3830125,0.41599923,0.22632557 
277,1.2623428,-9.68694,-0.18555063,-0.42241332,0.29901853,0.23151793 
278,0.53091425,-9.877877,-0.4381389,-0.5006041,0.5488624,0.30970868 
279,-0.11432313,-10.025121,-1.2066777,-0.17379116,0.6429357,0.3100141 
280,-0.5129577,-9.840768,-1.6041151,-0.047036625,0.754724,0.2837469 
281,-1.2593501,-9.709086,-1.3413515,-0.0067195175,0.6612616,0.18936823 
282,-0.9391256,-9.929952,-1.5807717,0.07452556,0.6713409,0.1432479 
283,-1.5574282,-9.494206,-1.6819267,0.1020145,0.66981375,0.077579886 
284,-0.8439561,-9.713276,-1.270124,0.059864793,0.3943135,0.105068825 
285,-1.5406688,-9.573814,-1.4167689,0.01160644,0.23273966,0.09437868 
286,-1.6172832,-9.682152,-1.2940661,-0.05681047,-0.082161374,-0.022907447 
287,-1.4682442,-9.913791,-1.0510546,0.008552114,-0.2302962,-0.08307768 
288,-1.3850456,-9.873089,-1.2372037,-0.044898596,-0.35705075,-0.071776666 
289,-1.1216835,-9.673173,-1.1378443,-0.0015271631,-0.5296202,-0.12522738 
290,-1.0911574,-9.753978,-1.0630256,0.06566802,-0.5766568,-0.1685988 
291,-1.0779893,-10.086772,-1.9207484,0.025350908,-0.6826419,-0.13652839 
292,-0.19572599,-9.910199,-0.97862995,0.04734206,-0.8170323,-0.2669481 
293,-0.45908818,-10.003573,-0.3172317,0.2275473,-0.675617,-0.21135938 
294,-0.41718966,-9.931149,-0.16160862,0.26419923,-0.6478226,-0.20097467 
295,0.14185645,-9.617508,0.25318682,0.28191432,-0.5513059,-0.14660765 
296,0.8158242,-9.726444,0.6871359,0.5305365,-0.43554693,-0.05222898 
297,0.032920275,-9.953894,1.5412674,1.0094548,-0.37751472,-0.124311075 
298,-0.17417817,-9.731832,1.95307,0.73914695,-0.18936823,0.24220806 
299,0.6997054,-8.575432,1.638831,0.19181168,-0.44104472,0.39492437 
300,0.32142156,-9.2625675,2.0787656,-0.12461651,-0.4990769,0.23640485 
301,0.05805939,-9.330803,2.1254525,-0.28802297,-0.26206118,0.43860126 
302,-0.5919664,-9.524733,1.9853917,-0.13316862,-0.4202753,0.29718593 
303,-0.7493851,-9.425972,1.9788077,-0.21533,-0.5030475,0.47067168 
304,-0.61171854,-9.529521,2.0470424,-0.11575896,-0.68752885,0.301462 
305,-0.20231004,-9.097966,1.6861166,0.021380283,-0.5323691,-0.017715093 
306,-0.09696517,-9.312846,1.8106151,-0.048563786,-0.30298916,-0.2312125 
307,0.260968,-9.24102,1.8417397,0.024129177,-0.29016098,-0.46303585 
308,0.7140707,-9.1829605,2.007538,-6.1086525E-4,-0.06994407,-0.6026186 
309,0.95588505,-9.452907,1.9147629,-0.105068825,0.2171626,-0.35521814 
310,1.5891514,-9.9712515,1.2605472,-0.23151793,0.112399206,0.04153884 
311,1.5897499,-9.467272,0.16819267,-0.20830505,0.6600399,0.24587326 
312,0.973243,-9.88506,0.2813187,-0.26083946,0.27275133,0.11148291 
313,1.0767922,-9.667787,0.17597382,-0.5815437,0.5494733,0.22785273 
314,0.36152446,-9.766547,0.22625206,-0.4175264,0.57940567,0.2519819 
315,-0.52492875,-10.02153,-1.2844892,-0.1459968,0.8567385,0.28496864 
316,-0.9528923,-9.527127,-1.8381484,-0.041233405,0.8197812,0.21838433 
317,-1.2814964,-9.713276,-1.18094,-0.14813483,0.44593164,0.17470746 
318,-1.1617863,-11.143213,2.079364,-0.29871312,-0.021685716,-0.13652839 
319,0.3633201,-11.414356,2.1092918,0.033292156,-1.2125676,0.84971356 
320,-0.2136825,-8.981249,1.7872716,-0.27580565,-0.0290161,0.57879484 
321,-0.051475335,-10.900801,2.0644004,-0.4541783,-1.258077,1.3591752 
322,-2.136825,-10.539874,0.61890113,0.29871312,-0.46486846,0.68600166 
323,-0.6218939,4.1814733,8.406042,-1.3322971,-0.16126843,-0.23396139 
324,1.34195,4.0258503,8.509591,-0.33628133,-0.79229224,-0.38912117 
325,0.24600422,4.096479,7.559692,-0.24678956,-0.5644395,-0.47800204 
326,0.91338795,3.7547069,7.216124,0.15882497,-0.2959642,-0.31612277 
327,0.30166942,4.291008,7.597999,0.09682214,-0.04550946,-0.18967366 
328,0.5398925,4.159327,7.3627687,0.14630222,0.0729984,0.014966198 
329,0.15083471,4.322731,7.8182654,0.10781772,0.21594086,-0.103847094 
330,0.15143326,4.349666,7.4208283,0.0061086523,0.12644911,-0.058643065 
331,-0.2124854,4.401141,7.480085,-0.07788532,0.11789699,0.019242255 
332,0.040102877,4.1036615,7.721899,-0.027794369,0.27030787,0.018936822 
333,-0.1388637,4.0880995,7.717709,-0.06780604,-0.15485434,0.011911872 
334,-0.0700304,4.1120415,8.430583,-0.12522738,-0.44990227,-0.10170906 
335,0.19093758,3.9294837,7.9649105,0.009773844,-0.06719518,-0.046731193 
