316,-2.0296845,-16.028582,9.838373,0.6957755,-0.75625116,-0.20463985 
317,1.6214731,-10.207081,0.61411273,-1.3420709,0.61636305,-0.4343252 
318,5.6156,-9.961076,1.4808137,1.9074267,0.6059783,0.745561 
319,5.6269727,-17.51538,1.2306197,2.4526238,0.41630468,0.8979719 
320,1.6657659,-5.282806,-2.4492683,1.5815301,0.1957823,2.121535 
321,3.5362358,-2.3762453,-1.8986019,0.5009095,-2.8243356,0.70280045 
322,1.894412,-9.540296,11.35091,-0.071776666,-0.5363397,0.23060162 
323,2.6366146,-7.3442135,4.5579615,0.44440445,-0.627664,-0.054061573 
324,7.0844426,-7.03596,0.3369839,-1.0650436,0.9560041,-0.81581056 
325,3.1142578,-9.088389,1.2695254,0.14721853,-0.11209377,-0.03940081 
326,3.2112231,-9.118318,1.4041992,-0.090713486,0.036957346,-0.021380283 
327,3.3482912,-9.229049,0.8487445,-0.3286455,0.06780604,-0.05497787 
328,3.2680852,-9.288904,1.0881647,-0.051923547,-0.008246681,-0.014966198 
329,3.2112231,-9.260174,0.92176765,-0.2275473,0.21838433,-0.20708331 
330,2.9580362,-9.213487,1.0079589,0.0061086523,0.07086037,-0.009468411 
331,3.1118636,-9.272743,0.9068039,0.004886922,-0.0106901415,0.002443461 
332,3.2357635,-9.220071,0.92535895,0.005497787,-0.0021380284,-0.003970624 
333,3.110068,-9.309255,0.97982705,-6.1086525E-4,0.028405234,-0.010079277 
334,3.107674,-9.325416,0.95109665,0.0036651916,0.042760566,-0.0021380284 
335,3.1627405,-9.132683,1.0408791,-0.09101892,-0.013439035,-0.013133603 
336,3.0304608,-9.212888,0.96785605,-0.026267206,-0.0015271631,-0.0067195175 
337,3.1759086,-9.200917,0.91937345,0.014966198,-0.005192355,-0.0070249503 
338,3.1238346,-9.232041,0.92057055,0.0015271631,0.016493361,-6.1086525E-4 
339,3.0723593,-9.306262,0.973243,0.010995574,0.0012217305,-0.006414085 
340,3.1675289,-9.21229,0.93254155,0.0125227375,0.011911872,-0.013744468 
341,2.996942,-9.217078,1.2096704,0.07147124,0.004276057,-0.018325957 
342,3.1483753,-9.178771,0.96067345,-0.004276057,-0.026267206,-0.014049901 
343,3.1411927,-9.2494,0.9816227,0.004276057,-0.0012217305,-0.014966198 
344,2.9999347,-9.334992,0.98581254,-0.0061086523,0.0125227375,-0.015577064 
345,2.8951883,-9.226655,1.1348516,0.28496864,0.058337633,-0.025350908 
346,3.1112652,-9.311649,1.0995371,0.03970624,-0.012217305,-0.015882496 
347,3.0262709,-9.264363,0.9684546,0.01985312,0.0143553335,-0.004886922 
348,3.1112652,-9.332599,1.0600328,0.028710667,-0.043676864,-0.027183503 
349,3.0669725,-9.254189,0.9768343,0.0061086523,0.010079277,-0.009773844 
350,3.0178912,-9.228451,0.90620536,0.009162978,0.025961773,-0.0015271631 
351,3.016694,-9.263166,0.9343372,-0.04917465,-0.004276057,0.0 
352,3.0107086,-9.293693,0.9588778,0.009162978,-0.0018325958,-0.01038471 
353,3.0603883,-9.402629,0.94331545,-0.17898351,0.0125227375,0.0076358155 
354,2.9891608,-9.247604,0.94451255,0.023518313,0.0012217305,-0.0030543262 
355,3.0418332,-9.300277,0.98102415,-0.0021380284,-0.0067195175,-0.008857546 
356,3.0226796,-9.243414,0.682946,-0.1695151,-0.021685716,-0.009468411 
357,2.9903579,-9.278131,0.9600749,0.013744468,-0.010995574,-0.020158553 
358,2.9604304,-9.266758,0.89662856,0.004276057,6.1086525E-4,-0.014966198 
359,3.0663738,-9.284116,0.9103952,0.0076358155,0.007941248,-0.01038471 
360,3.0220811,-9.303269,0.90141696,0.0070249503,0.048563786,-0.010995574 
361,3.0220811,-9.303269,0.90141696,0.0070249503,0.048563786,-0.010995574 
362,2.8886044,-9.347562,0.961272,0.0018325958,0.014049901,-0.017715093 
363,2.930503,-9.3026705,0.878672,0.0021380284,0.0015271631,-0.01985312 
364,2.9909565,-9.280524,0.9343372,0.003970624,-0.014966198,-0.024129177 
365,2.914342,-9.283517,0.91578215,0.011911872,0.007330383,-0.014660766 
366,2.9586349,-9.233239,0.76554596,-0.061391957,-0.032070424,-0.0076358155 




