accelerometerTime(ms),AccelerationX,AccelerationY,AccelerationZ,gyroTime(ms),gyroX,gyroY,gyroZ
4790.4355,0.076904297,1.009902954,0.095993042,4757.272625,-0.311443107,2.505795967,0.070357254
4849.5785,0.197052002,0.971969604,-0.085968018,4827.218625,-0.003439739,1.917994236,-0.023350064
4908.7525,-0.242950439,1.083740234,0.094772339,4897.195625,0.052224589,1.580198084,-0.48753265
4967.8955,-0.079360962,0.973388672,0.125244141,4932.168625,0.081065558,1.183468042,0.145229631
5027.0385,-0.185150146,0.933700562,0.001968384,5002.114625,-0.087410007,1.632343311,-0.27236761
5086.1815,0.007705688,0.999160767,-0.02293396,5072.091625,-0.035519645,0.917058722,0.110478042
5145.3245,-0.276779175,0.976623535,-0.023513794,5142.037625,-0.027095534,0.75013072,-0.050322027
5204.4675,-0.20375061,0.977218628,0.020050049,5177.010625,-0.079456476,0.698318122,0.021365476
5263.6105,-0.072143555,0.972915649,-0.042053223,5246.987625,0.028729649,0.652513083,-0.003065831
5322.7235,-0.060455322,0.977310181,-0.031814575,5316.933625,-0.034249317,0.35094764,-0.052230448
5381.8665,-0.151519775,0.995269775,0.02230835,5351.937625,-0.074219636,0.192067444,-0.0961774
5441.0095,-0.183624268,0.96484375,0.035049438,5421.883625,-0.026803651,0.04554618,-0.036440566
5500.1525,-0.086883545,0.993453979,-0.007003784,5456.857625,0.104559433,0.071306405,-0.019674902
5559.2955,-0.1484375,0.977706909,0.046585083,5526.833625,-0.151925883,0.033935064,0.002457565
5618.4385,-0.115280151,0.966964722,0.006347656,5596.780625,-0.08454631,0.038142858,-0.018004034
5677.5515,-0.152786255,0.987976074,0.069198608,5666.756625,-0.220238628,0.04522447,-0.062435681
5736.6945,-0.142105103,0.980834961,0.032684326,5701.730625,-0.124134466,0.03396862,0.003885286
5795.8375,-0.115905762,0.991744995,0.038604736,5771.676625,-0.11571648,0.041692053,0.052074387
5854.9805,-0.127319336,0.973297119,0.075546265,5841.653625,-0.17914046,0.136419362,0.061292919
5914.1235,-0.17326355,0.928329468,0.110443115,5876.626625,-0.189160071,0.229199899,0.094682834
5973.2975,-0.366699219,0.884994507,0.205001831,5946.572625,-0.708164361,0.791960459,-0.071763669
6032.4405,-0.009292603,1.115066528,-0.044647217,6016.549625,-0.149529837,1.07589684,0.172716383
6091.5835,-0.08807373,1.030548096,0.081512451,6086.495625,-0.443206464,0.841143185,-0.076650037
6150.6955,-0.11114502,0.914276123,-0.035140991,6121.499625,-0.185811679,0.620896301,-0.103145561
6209.8385,-0.176345825,0.865722656,-0.037979126,6191.445625,0.117811056,0.295576793,-0.081475419
6268.9815,-0.174743652,0.812820435,0.002838135,6261.422625,0.142752891,0.150150354,-0.012415657
6328.0945,-0.180679321,0.682067871,0.022079468,6296.395625,0.045486525,0.19751494,-0.093534745
6387.2375,-0.212936401,0.754959106,-0.023406982,6366.341625,0.249444717,0.142321193,0.094629304
6446.3805,-0.1822052,0.783630371,-0.023162842,6436.318625,0.047733967,0.089603653,0.02664972
6505.5235,-0.206253052,0.790115356,-0.038406372,6471.291625,0.174437051,0.158512413,0.148182544
6564.6665,-0.217376709,0.875411987,-0.04296875,6541.238625,0.060056946,0.122511269,0.202056162
6623.8095,-0.343139648,1.188354492,0.192047119,6611.214625,-0.094624244,0.386964497,0.120113359
6682.9525,0.069839478,1.333557129,0.479904175,6646.188625,-0.464004421,0.932018497,-0.000701743
6742.1265,-0.12562561,1.863265991,0.10597229,6716.164625,0.588088287,0.376446875,-0.165768995
6801.2385,0.069259644,1.186096191,-0.052993774,6786.111625,0.141584829,-0.071232369,0.379463171
6860.3825,0.141647339,0.705215454,0.048431396,6821.084625,-0.359067885,-0.218038325,0.285830955
6919.5255,-0.039489746,0.899551392,0.102340698,6891.061625,-0.524522892,-0.395534549,-0.025674471
6978.6685,0.017105103,0.753601074,-0.044433594,6961.007625,0.19158701,-0.03838201,-0.043603138
7037.8115,-0.070327759,0.860794067,0.090240479,7030.984625,-0.207072226,0.05918476,-0.236231177
7096.9545,-0.028549194,0.812911987,-0.029144287,7065.957625,0.330490035,0.019962257,-0.103463542
7156.0975,0.005493164,0.646179199,0.03678894,7135.903625,-0.263108598,0.073945863,-0.058589544
7215.2405,0.11555481,0.672241211,0.048675537,7205.880625,0.582638127,-0.305009975,-0.009857158
7274.3835,-0.136566162,0.981582642,0.18762207,7240.853625,0.102373777,-0.505808061,-0.053290652
7333.5265,-0.255554199,1.306060791,0.08605957,7310.799625,0.325931236,-0.447374844,0.276575937
7392.6695,-0.724639893,2.227249146,0.068572998,7380.776625,-0.077179207,-0.121931499,-0.675251152
7451.8125,0.287414551,1.036727905,-0.061660767,7450.722625,0.190648512,0.066833093,-0.267346486
7510.9555,-0.353591919,0.882858276,0.033859253,7485.726625,-0.278277164,0.110860206,-0.505969981
7570.055666,-0.014465332,0.378540039,-0.227706909,7555.627375,0.643823721,-0.123543777,0.072903236
7629.198666,-0.254699707,0.673828125,0.1118927,7590.601375,-0.274349268,-0.188004526,0.119441177
7688.341666,-0.130859375,0.633117676,-0.16305542,7660.577375,0.512025476,-0.061701448,0.114184363
7747.485666,-0.178085327,0.755065918,-0.095809937,7730.524375,0.044108606,-0.091400754,0.01830577
7806.597666,-0.386672974,1.176773071,0.104019165,7765.497375,0.40032025,-0.061020211,-0.130686907
7865.740666,-0.033782959,1.34664917,0.483093262,7835.474375,-0.562197833,0.832341171,0.085121819
7924.883666,0.140945435,1.923522949,-0.034759521,7905.420375,0.763223353,0.339068344,-0.023806796
7984.026666,-0.001266479,1.555541992,-0.164932251,7975.397375,0.119660355,-0.412863206,0.199325091
8043.169666,0.15826416,0.648605347,-0.11315918,8010.370375,-0.114380905,-0.440702294,0.208979582
8102.312666,-0.131973267,0.841796875,0.132766724,8080.347375,-0.985234048,-0.632956426,-0.151231597
8161.425666,0.026123047,0.691314697,0.004364014,8150.293375,0.058385546,0.108704377,0.014062556
8220.568666,0.118087769,0.622009277,-0.031402588,8185.266375,0.318569726,0.064669807,-0.101279217
8279.711666,-0.05267334,0.703598022,0.041946411,8255.243375,-0.193825929,-0.296926749,-0.345513726
8338.854666,0.050949097,0.684234619,-0.029312134,8325.189375,0.563684144,-0.91145623,-0.148454719
8397.997666,-0.186981201,0.713882446,0.220153809,8395.166375,0.40166994,-0.866890094,0.047168045
8457.140666,-0.461929321,1.623184204,0.185531616,8430.139375,-0.09201621,-0.573951961,-0.024088026
8516.283666,-0.455718994,2.359725952,0.112060547,8500.085375,-0.228111465,-0.563774691,0.107654026
8575.396666,0.162963867,1.042510986,-0.342712402,8570.062375,0.488622948,-0.382785198,-0.394720421
8634.539666,-0.182144165,0.73387146,-0.017608643,8605.035375,-0.188305995,-0.872467286,-0.481518434
8693.682666,-0.186798096,0.378250122,-0.058013916,8674.982375,0.286993424,-1.322148161,-0.068492775
8752.795666,-0.363540649,0.752792358,0.202636719,8709.985375,-0.502579777,-1.010000914,-0.27481612
8811.938666,-0.138473511,0.662124634,-0.213119507,8779.932375,0.911908435,-0.726320728,0.166520006
8871.081666,-0.150085449,0.710067749,-0.161254883,8849.908375,0.444737516,-0.806941539,0.295696901
8930.193666,-0.181732178,1.559173584,0.16835022,8919.855375,0.596979516,-0.492376408,0.56494808
8989.336666,-0.539718628,0.275054932,0.72479248,8954.828375,-1.005455431,0.09444528,-0.85284405
9048.479666,0.604415894,2.599624634,0.204818726,9024.805375,2.384018398,-0.110445285,0.614384073
9107.622666,-0.589324951,0.412490845,-0.738098145,9094.751375,2.608686663,-1.45347476,0.242839811
9166.766666,-0.065795898,0.799346924,0.393539429,9129.724375,-0.527604436,-0.563645262,0.181715737
9225.878666,-0.126464844,0.762786865,-0.429275513,9199.701375,0.930418736,0.24425102,-0.066914852
9285.021666,0.292358398,1.035720825,-0.171890259,9269.647375,0.205948372,-0.175140392,0.442816311
9344.164666,-0.04119873,0.993041992,-0.128585815,9339.624375,0.177792634,-0.685528557,-0.034981154
9403.307666,-0.009155273,0.978210449,-0.18119812,9374.597375,0.181811611,-0.766158156,0.207064237
9462.450666,-0.247558594,0.981414795,-0.125686646,9444.574375,-0.003918309,-0.397138838,-0.017872208
9521.593666,0.055145264,0.965118408,-0.178146362,9514.520375,-0.087704819,-0.042185537,0.086220906
9580.706666,-0.007339478,1.000946045,-0.166534424,9549.493375,-0.117098128,-0.170173863,0.044686778
9639.849666,-0.107528687,0.970443726,-0.100692749,9619.470375,-0.301220031,-0.047312655,-0.03614602
9698.992666,-0.012710571,0.979278564,-0.15725708,9654.443375,-0.246868109,0.020691696,-0.067162792
9758.135666,0.124832153,0.959213257,-0.140609741,9724.390375,-0.176332689,0.107345099,-0.193975066
9817.278666,-0.525985718,1.274887085,0.079666138,9794.366375,0.034406443,-0.231525105,-0.686048939
9876.421666,0.080078125,0.808868408,0.118087769,9864.313375,-0.563697193,-0.455647155,0.858639621
9935.564666,-0.184417725,0.885620117,-0.408035278,9899.316375,0.690565926,0.054016097,-0.553471187
9994.677666,-0.194900513,1.051101685,-0.037719727,9969.263375,-0.238081808,0.10294822,0.178888259
10053.82067,-0.212219238,0.878097534,-0.20690918,10039.20938,0.317449867,0.126003472,-0.17468366
10112.96367,-0.01260376,1.012283325,-0.177505493,10074.21338,0.311574934,0.233884133,-0.105938418
10172.10667,-0.203186035,0.942367554,-0.161453247,10144.15938,-0.016064454,0.015886555,-0.011880095
10231.24967,-0.166275024,0.960388184,-0.135314941,10214.13638,0.415399867,-0.107718741,-0.108283065
10290.39267,-0.11668396,0.964248657,-0.276107788,10284.08238,-0.194709034,-0.008264321,0.078583492
