Elapsed Time, accel x, accel y, accel z, gyro x, gyro y, gyro z
1.48E+09,-0.818197,-0.556642,-0.121779,0.042995,-0.020431,0.126962
1.48E+09,-0.872096,-0.610882,-0.180512,0.026862,-0.0261,0.095799
1.48E+09,-0.821822,-0.588,-0.218192,-0.001314,-0.019735,0.031397
1.48E+09,-0.66115,-0.473387,-0.20309,-0.009135,-0.009883,-0.049757
1.48E+09,-0.452621,-0.338942,-0.159423,-0.004664,0.01718,-0.065859
1.48E+09,-0.277112,-0.328188,-0.136221,-0.002896,0.048546,-0.027211
1.48E+09,-0.1504,-0.374263,-0.154464,-0.005044,0.06062,-0.009482
1.48E+09,0.014688,-0.475634,-0.187163,-0.003998,0.046526,0.017071
1.48E+09,0.291853,-0.66498,-0.119869,-0.008257,0.043724,0.03462
1.48E+09,0.534779,-0.973641,-0.006903,-0.043918,0.078382,0.04441
1.48E+09,0.498395,-1.140829,-0.004606,-0.082972,0.101928,0.0856
1.48E+09,0.15355,-1.444434,-0.176163,-0.102678,0.072038,0.057589
1.48E+09,-0.240518,-1.343292,-0.42517,-0.05263,-0.021828,0.025885
1.48E+09,-0.447635,-0.670417,-0.58792,-0.045887,-0.025002,0.025821
1.48E+09,-0.511153,-0.337709,-0.492658,-0.03479,-0.04746,0.059279
1.48E+09,-0.498507,-0.306298,-0.250168,0.018795,0.009165,-0.019553
1.48E+09,-0.39426,-0.060789,0.039089,0.067225,0.091808,-0.072051
1.48E+09,-0.323406,0.243984,0.315825,0.080116,0.101786,-0.036212
1.48E+09,-0.384756,0.344876,0.480029,0.090214,0.092603,0.040348
1.48E+09,-0.494329,0.293259,0.364032,0.105915,0.069173,0.063461
1.48E+09,-0.787899,-0.122024,-0.018302,0.067603,0.012235,0.094225
1.48E+09,-0.837455,-0.989215,-0.456941,0.068253,-0.059324,0.19699
1.48E+09,-0.675653,-0.894685,-0.697812,0.05665,-0.210729,-0.101137
1.48E+09,-0.442931,-0.523746,-0.817227,-0.022367,-0.176007,-0.180744
1.48E+09,-0.19605,-0.309334,-0.843038,-0.107537,0.052746,-0.285694
1.48E+09,0.029729,-0.123079,-0.771788,-0.03859,0.022758,-0.311468
1.48E+09,0.092564,-0.067061,-0.624652,0.025643,-0.002229,-0.249461
1.48E+09,0.016135,-0.246241,-0.403196,0.09261,0.045929,-0.144492
1.48E+09,-0.115014,-0.519796,-0.174804,0.156222,0.06475,-0.062943
1.48E+09,-0.222798,-0.735538,-0.039035,0.205368,0.027163,-0.006762
1.48E+09,-0.247145,-0.834735,-0.024225,0.19807,-0.027042,0.0065
1.48E+09,-0.170172,-0.834935,-0.091792,0.140979,-0.057922,-0.032804
1.48E+09,-0.040995,-0.739674,-0.150405,0.071268,-0.057614,-0.086526
1.48E+09,0.095165,-0.577645,-0.202685,0.016596,-0.05477,-0.109567
1.48E+09,0.186445,-0.481423,-0.255729,-0.016515,-0.05218,-0.102125
1.48E+09,0.234589,-0.501874,-0.28903,-0.02992,-0.035267,-0.090437
1.48E+09,0.216298,-0.574924,-0.29174,-0.015964,-0.017511,-0.065792
1.48E+09,0.183996,-0.629848,-0.254486,0.005379,-0.010158,-0.031404
1.48E+09,0.126084,-0.64075,-0.176645,0.026322,-0.006865,-0.004257
1.48E+09,0.004979,-0.645976,-0.083868,0.044854,0.013972,0.058338
1.48E+09,-0.179317,-0.644361,0.03241,0.052576,0.010683,0.09398
1.48E+09,-0.287814,-0.641209,0.166927,0.071955,-0.00235,0.121249
1.48E+09,-0.285135,-0.634042,0.34468,0.096892,-0.001441,0.116046
1.48E+09,-0.202409,-0.671356,0.574625,0.106109,0.022334,0.093092
1.48E+09,0.01111,-0.783397,0.813851,0.11082,0.043318,0.072978
1.48E+09,0.328764,-0.962474,1.01156,0.133656,0.081812,0.048862
1.48E+09,0.515951,-1.120163,1.073341,0.124673,0.128975,0.058866
1.48E+09,0.368721,-1.19334,0.993958,0.076721,0.12836,0.097868
1.48E+09,-0.007151,-1.126847,0.906463,0.011596,0.090126,0.111879
1.48E+09,-0.423939,-0.723147,0.837214,-0.046957,0.047259,0.095118
1.48E+09,-0.803189,-0.143396,0.742233,-0.112495,0.005979,0.125037
1.48E+09,-1.094,0.290015,0.612979,-0.184179,-0.032122,0.1581
1.48E+09,-1.146327,0.345593,0.584303,-0.219723,-0.044407,0.156548
1.48E+09,-0.947226,0.123888,0.620355,-0.164063,-0.034342,0.116005
1.48E+09,-0.670101,-0.068691,0.631286,-0.040317,-0.065229,0.027996
1.48E+09,-0.542034,-0.121182,0.641379,0.008954,-0.046477,-0.052863
1.48E+09,-0.646489,-0.161531,0.660141,0.018944,-0.012987,-0.027655
1.48E+09,-0.784289,-0.154591,0.618787,0.015969,-0.097296,-0.064148
1.48E+09,-0.807096,0.129903,0.595259,0.029367,-0.162096,-0.114532
1.48E+09,-0.760593,0.437984,0.610353,0.034478,-0.138842,-0.151345
1.48E+09,-0.658221,0.581459,0.680543,0.058775,-0.073347,-0.213825
1.48E+09,-0.536045,0.624024,0.706117,0.084732,-0.05862,-0.274359
1.48E+09,-0.390404,0.710954,0.620901,0.100067,-0.066469,-0.291669
1.48E+09,-0.333244,0.801248,0.5135,0.073458,-0.077192,-0.258977
1.48E+09,-0.423061,0.808575,0.460569,0.042142,-0.087521,-0.193483
1.48E+09,-0.539895,0.737386,0.460084,0.030575,-0.094781,-0.126273
1.48E+09,-0.598464,0.646865,0.447275,0.027318,-0.099658,-0.088168
1.48E+09,-0.57392,0.442017,0.413067,0.024511,-0.105004,-0.060889
1.48E+09,-0.481573,0.140036,0.360628,0.024638,-0.107525,-0.057532
1.48E+09,-0.367508,-0.194826,0.263678,0.021287,-0.113181,-0.077974
1.48E+09,-0.235706,-0.389022,0.216122,0.036066,-0.112241,-0.094738
1.48E+09,-0.07381,-0.41274,0.211501,0.039677,-0.110037,-0.182714
1.48E+09,0.171682,-0.319817,0.219608,0.059812,-0.057707,-0.185803
1.48E+09,0.305631,-0.037547,0.2781,0.059091,-0.017326,-0.189747
1.48E+09,0.228969,0.211041,0.367233,0.029233,-0.009655,-0.11029
1.48E+09,0.102372,0.392639,0.445739,0.063331,-0.013345,-0.012131
1.48E+09,-0.19839,0.543164,0.419231,0.070985,-0.035687,0.071944
1.48E+09,-0.599374,0.030866,0.317842,0.060796,-0.041877,0.231015
1.48E+09,-0.710068,-0.322151,0.160311,0.060588,-0.117378,0.149796
1.48E+09,-0.599329,-0.308307,-0.081162,-0.014193,-0.138253,0.083116
1.48E+09,-0.412761,-0.429382,-0.254261,-0.074668,-0.100705,0.01215
1.48E+09,-0.170547,-0.538925,-0.289388,-0.072659,-0.021726,-0.108017
1.48E+09,-0.005209,-0.516133,-0.234648,-0.016739,-0.040663,-0.148789
1.48E+09,0.011576,-0.538193,-0.10035,0.020495,-0.038852,-0.10754
1.48E+09,-0.040441,-0.627868,0.084378,0.043427,-0.001851,-0.039232
1.48E+09,-0.025069,-0.772426,0.22563,0.06696,0.024503,0.035432
1.48E+09,0.082789,-0.95665,0.297751,0.081993,0.022685,0.074366
1.48E+09,0.255379,-1.182097,0.318766,0.077877,0.034765,0.076804
1.48E+09,0.406323,-1.387924,0.344043,0.091134,0.037176,0.071627
1.48E+09,0.459353,-1.515588,0.415645,0.111108,0.063072,0.097903
1.48E+09,0.424484,-1.556287,0.523756,0.126343,0.065311,0.091405
1.48E+09,0.313029,-1.504946,0.661096,0.131732,0.08307,0.119422
1.48E+09,0.145509,-1.399547,0.800394,0.129276,0.088177,0.140747
1.48E+09,-0.056829,-1.215216,0.940309,0.115516,0.091279,0.142085
1.48E+09,-0.310956,-0.891428,1.077122,0.091001,0.089345,0.129355
1.48E+09,-0.657782,-0.52309,1.144391,0.053431,0.082309,0.132686
1.48E+09,-1.009331,-0.204658,1.114317,0.00843,0.061956,0.133074
1.48E+09,-1.174825,0.065888,1.030094,-0.036107,0.015198,0.104549
1.48E+09,-1.137312,0.23512,0.933342,-0.060748,-0.023316,0.035477
1.48E+09,-0.901966,0.181506,0.860378,-0.071766,-0.041274,-0.046204
1.48E+09,-0.517297,-0.034873,0.837696,-0.060711,-0.032263,-0.142172
1.48E+09,-0.077994,-0.00958,0.7921,-0.033512,-0.038238,-0.241337
1.48E+09,0.204171,0.072813,0.755536,-0.020925,-0.053037,-0.254325
1.48E+09,0.322078,0.162706,0.73855,-0.031004,-0.022999,-0.211588
1.48E+09,0.312632,0.373859,0.76919,-0.010017,-0.040685,-0.138343
1.48E+09,0.126322,0.591107,0.830288,0.007969,-0.032087,-0.022921
1.48E+09,-0.204956,0.915084,0.889944,-0.040477,-0.02695,0.069217
1.48E+09,-0.575084,1.33702,0.890969,-0.107258,-0.03991,0.148635
1.48E+09,-0.904937,1.620377,0.783308,-0.167704,-0.054574,0.180545
1.48E+09,-1.117674,1.508419,0.563818,-0.178578,-0.05843,0.180944
1.48E+09,-1.138542,0.988471,0.322097,-0.122846,-0.076581,0.141122
1.48E+09,-0.967063,0.292697,0.097159,-0.06223,-0.118406,0.049194
1.48E+09,-0.706245,-0.354905,-0.057394,-0.014888,-0.146887,-0.028624
1.48E+09,-0.456438,-0.596111,-0.019055,0.028452,-0.130022,-0.137515
1.48E+09,-0.409589,-0.442841,0.169134,0.044286,-0.065839,-0.194277
1.48E+09,-0.482599,-0.029129,0.330347,0.021219,-0.014631,-0.148828
1.48E+09,-0.553254,0.39735,0.446,0.002471,0.006748,-0.083647
1.48E+09,-0.63104,0.349215,0.525409,-0.014121,0.006399,-0.016081
1.48E+09,-0.648908,0.088251,0.516065,0.062777,-0.073055,0.039367
1.48E+09,-0.622036,-0.241078,0.433707,0.015838,-0.086476,0.045045
1.48E+09,-0.546192,-0.536806,0.361301,-0.029287,-0.036541,0.008206
1.48E+09,-0.52768,-0.779626,0.279816,-0.029674,-0.046456,-0.017238
1.48E+09,-0.562927,-0.944801,0.191337,-0.006997,-0.102833,-0.00379
1.48E+09,-0.60157,-1.00658,0.157481,-0.002198,-0.101641,0.012215
1.48E+09,-0.61258,-1.043896,0.175122,0.016664,-0.06255,0.033172
1.48E+09,-0.587107,-1.062579,0.20892,0.041586,-0.043337,0.037946
1.48E+09,-0.543966,-0.938963,0.245476,0.048568,-0.048821,0.016801
1.48E+09,-0.445927,-0.73493,0.317034,0.047979,-0.037766,0.014201
1.48E+09,-0.315628,-0.599169,0.441722,0.042381,-0.024357,0.020648
1.48E+09,-0.246319,-0.706022,0.550001,0.03974,-0.015345,0.033148
1.48E+09,-0.236179,-0.978721,0.632017,0.047036,-0.004475,0.063887
1.48E+09,-0.254858,-1.289195,0.627177,0.061549,-0.004168,0.098612
1.48E+09,-0.207106,-1.548191,0.578274,0.071225,-0.022789,0.11654
1.48E+09,-0.128127,-1.62073,0.584318,0.072643,-0.039579,0.08131
1.48E+09,-0.143863,-1.543723,0.679681,0.043633,0.027681,0.064479
1.48E+09,-0.205506,-1.412941,0.817625,0.054048,0.021926,0.05632
1.48E+09,-0.216224,-1.185447,0.962031,0.063145,0.035345,0.086562
1.48E+09,-0.123644,-0.929915,1.081699,0.068546,0.028344,0.080733
1.48E+09,-0.013463,-0.803024,1.217284,0.035817,0.020903,0.083958
1.48E+09,0.082358,-1.182158,1.369789,0.021159,0.039204,0.114283
1.48E+09,0.339335,-1.796867,1.41699,0.068792,0.027203,0.085911
1.48E+09,0.492058,-2.473035,1.491931,0.089194,0.075585,0.065534
1.48E+09,0.471687,-3.148781,1.539838,0.068242,0.100045,0.018705
1.48E+09,0.423857,-3.579938,1.60039,0.115345,0.08588,-0.04547
1.48E+09,0.446401,-3.94777,1.82646,0.139172,0.037363,-0.0326
1.48E+09,0.670354,-4.341405,2.322013,0.18254,0.02278,-0.040738
1.48E+09,1.21995,-4.590599,2.640767,0.206369,0.029206,-0.127704
1.48E+09,1.89038,-5.077403,2.919897,0.281877,0.019168,-0.214943
1.48E+09,2.39987,-5.388241,3.041654,0.281426,0.094217,-0.306501
1.48E+09,2.759355,-5.855691,3.296346,0.312175,0.067547,-0.343656
1.48E+09,2.988043,-6.48251,3.87685,0.321927,0.116891,-0.159563
1.48E+09,3.148681,-7.134053,4.407731,0.401914,0.146826,-0.112771
1.48E+09,3.295077,-7.496872,4.715195,0.407001,0.216903,-0.067762
1.48E+09,3.440664,-7.654192,4.849956,0.282256,0.272871,-0.062205
1.48E+09,3.659142,-7.794693,4.802744,0.149974,0.256738,-0.113382
1.48E+09,3.972196,-7.924292,4.703976,0.034944,0.213378,-0.176479
1.48E+09,4.431218,-7.857266,4.563523,-0.06648,0.199781,-0.239422
1.48E+09,4.803903,-7.356953,4.16186,-0.183736,0.174889,-0.285701
1.48E+09,4.842035,-6.625662,3.555236,-0.341311,0.17099,-0.23514
1.48E+09,4.338163,-5.727947,3.063076,-0.478764,0.135938,-0.108185
1.48E+09,0.34016,-6.111416,2.27596,-0.521377,0.072188,0.047975
1.48E+09,-1.183814,-7.472049,3.125633,-0.543287,-0.029782,0.243884
1.48E+09,-0.662863,-4.757648,2.920535,-1.283499,-0.339124,2.009309
1.48E+09,-0.471209,-2.487832,1.82533,-0.497656,-0.602878,0.707353
1.48E+09,-0.178313,0.374133,1.118962,-0.358379,0.296575,0.895699
1.48E+09,-0.299011,0.747122,1.236021,-0.367016,0.287323,0.8997
1.48E+09,0.02462,0.28844,1.160131,-0.049096,0.062149,-0.092173
1.48E+09,0.377928,-0.197412,1.392969,-0.058595,-0.019981,0.038692
1.48E+09,0.701093,-1.549884,1.571318,-0.070442,-0.031494,0.034251
1.48E+09,1.031892,-2.224835,1.629187,-0.19693,-0.068551,-0.068731
1.48E+09,1.10521,-2.215454,1.741694,-0.117775,0.04037,0.016195
1.48E+09,1.081717,-1.834543,1.868608,-0.065597,0.029546,0.088312
1.48E+09,1.389372,-1.372622,1.719304,-0.092975,0.092159,0.114046
1.48E+09,1.287932,-0.768584,1.728493,-0.17496,0.170283,-0.024331
1.48E+09,1.089188,-0.429232,1.819238,-0.317207,0.262107,-0.19022
1.48E+09,1.15365,0.407095,1.824448,-0.263425,0.014248,0.017457
1.48E+09,0.896855,1.442215,1.929592,-0.376982,0.205491,-0.071196
1.48E+09,0.806174,2.510287,1.766758,-0.337222,0.114296,-0.061743
1.48E+09,0.87682,3.185634,1.50986,-0.255875,0.06574,0.046204
1.48E+09,-0.081765,0.8999,1.311391,-0.278758,-0.212452,-0.274416
1.48E+09,0.311713,2.659011,1.376908,-0.265717,-0.205005,-0.281421
1.48E+09,0.206881,-0.710973,1.312089,0.265466,-0.434493,0.462327
1.48E+09,0.391588,-1.829824,1.550725,0.475191,-0.418153,0.446546
1.48E+09,0.195608,-2.167506,2.003705,0.599356,-0.258468,0.285119
1.48E+09,-0.272031,-1.789997,2.508144,0.727562,-0.245998,0.138714
1.48E+09,-0.815219,-0.783216,2.689351,0.763093,-0.239377,0.133108
1.48E+09,-1.026458,0.090927,2.705886,0.541487,-0.273651,0.065624
1.48E+09,-1.11671,0.57856,2.741731,0.253088,-0.366467,-0.13954
1.48E+09,-1.313292,1.303476,2.28268,0.189077,-0.334266,-0.262788
1.48E+09,-1.789469,2.227588,1.90576,0.166599,-0.314429,-0.083316
1.48E+09,-2.114231,2.807701,1.952602,-0.348632,-0.230331,0.056167
1.48E+09,-2.317816,3.114212,1.97515,-0.468554,-0.297547,0.268699
1.48E+09,-1.419279,2.444672,1.506389,-0.181686,0.015013,0.168959
1.48E+09,-1.181035,-0.02447,1.474243,-0.113486,0.031656,0.050415
1.48E+09,-0.964457,-0.783961,1.503681,-0.35886,0.720139,-0.824579
1.48E+09,-0.689315,-0.644632,1.310295,0.027503,0.40754,0.191507
1.48E+09,-0.412585,-0.657632,1.289981,-0.069967,0.062231,0.128497
1.48E+09,0.004253,-0.641223,1.401196,-0.063942,0.366165,0.158358
1.48E+09,0.44221,-0.446533,1.503575,-0.115889,0.001801,0.128244
1.48E+09,0.450822,-0.308726,1.300235,-0.142623,-0.237374,0.100112
1.48E+09,0.33835,-0.24262,0.716156,-0.086069,0.247865,0.148369
1.48E+09,-0.069987,-0.304491,-0.007397,-0.286123,0.209476,0.112706
1.48E+09,-0.411417,0.324926,-0.828731,0.025937,0.076379,0.016271
1.48E+09,-0.590255,0.501009,-1.158069,-0.296063,-0.159616,0.023336
1.48E+09,-0.592317,0.303508,-1.202596,0.201406,0.221631,0.111881
1.48E+09,-0.641454,0.293095,-1.176148,0.289025,0.574033,0.001625
1.48E+09,-0.458685,0.483004,-1.128883,0.254425,0.46571,0.115495
1.48E+09,-0.559901,0.060643,-0.247527,0.121409,0.015117,-0.090938
1.48E+09,-0.629899,-0.903081,0.475394,0.081076,-0.265661,-0.169078
1.48E+09,-0.395931,-1.193563,0.625944,-0.118543,-0.060845,-0.236365
1.48E+09,-0.267415,-1.138311,0.764229,-0.033722,-0.114622,0.087937
1.48E+09,-0.233005,-1.142421,0.981878,0.05362,-0.020842,0.092508
1.48E+09,-0.250698,-1.003875,0.964566,-0.082323,-0.180629,-0.006942
1.48E+09,-0.077318,-0.675359,0.555567,-0.050132,0.01984,0.165656
1.48E+09,0.032049,-0.49428,0.425312,0.001581,0.105615,0.160543
1.48E+09,-0.003317,-0.602833,0.65966,-0.021764,0.005979,0.07484
1.48E+09,-0.050619,-0.660028,0.808343,-0.05934,-0.060396,0.006595
1.48E+09,0.082625,-0.869348,0.795403,-0.083791,-0.006575,0.044703
1.48E+09,0.37972,-0.522172,0.461463,-0.06255,0.016259,0.085578
1.48E+09,0.310062,-0.275621,0.066283,0.02635,-0.097566,0.009053
1.48E+09,0.023031,-0.156562,-0.323751,0.079767,0.123169,0.007145
1.48E+09,-0.168156,-0.003345,-0.590332,0.111287,0.061907,-0.013889
1.48E+09,-0.199017,-0.115289,-0.828046,0.127221,-0.081599,-0.050626
1.48E+09,-0.2241,-0.299435,-1.005589,0.125809,-0.202438,-0.066927
1.48E+09,-0.330453,-0.421896,-1.077417,0.103983,-0.240994,-0.050413
1.48E+09,-0.48094,-0.555594,-1.168091,0.086821,-0.291539,-0.056675
1.48E+09,-0.372295,-0.708778,-1.255921,0.092419,-0.386384,-0.066151
1.48E+09,0.181808,-0.812301,-1.341837,0.102759,-0.563051,-0.009351
1.48E+09,0.552167,-0.660406,-1.053291,0.138899,-0.783416,0.11113
1.48E+09,0.895181,-0.256492,-0.607502,0.146514,-0.738968,0.199211
1.48E+09,1.209224,0.441442,-1.021932,0.193521,-0.925659,-0.001044
1.48E+09,2.058223,1.158167,-1.814064,-0.04423,-1.3118,0.212566
1.48E+09,3.3217,1.988063,-2.678162,-0.14391,-1.472379,0.015781
1.48E+09,4.648984,3.158881,-3.596152,-0.164725,-1.234721,-0.051917
1.48E+09,3.936354,3.925973,-4.291485,-0.239987,-0.612599,-0.279708
1.48E+09,-0.230017,2.22543,-3.735456,-0.227621,0.203652,-0.661213
1.48E+09,-3.710951,0.538753,-2.43144,-0.218764,1.156432,0.089423
1.48E+09,-2.242477,-2.941878,-0.725208,0.194032,0.68651,-0.295961
1.48E+09,-0.183985,-2.592894,1.43878,0.428115,0.744799,-0.032876
1.48E+09,0.117181,-0.738273,3.155838,0.654791,0.493126,0.338042
1.48E+09,0.421395,0.074212,3.810026,0.454584,0.403088,0.200178
1.48E+09,0.507228,1.761516,3.812217,0.057529,0.551859,0.444748
1.48E+09,0.024975,1.963122,3.465803,0.16122,-0.443161,0.32396
1.48E+09,-0.434737,1.084155,3.249563,0.176987,-0.581004,0.034222
1.48E+09,-0.211645,-0.269374,3.18978,0.216631,-0.600915,-0.25573
1.48E+09,0.342932,-1.022317,2.832749,0.269466,-0.08309,-0.372476
1.48E+09,0.900671,-2.142707,2.350735,0.004486,-0.040259,-0.274776
1.48E+09,1.628525,-3.612346,2.050003,-0.232209,-0.366808,-0.34037
1.48E+09,1.169528,-2.963151,1.292842,-0.266674,-0.207131,-0.205438
1.48E+09,0.482774,-2.615672,1.099226,-0.367481,0.813926,0.298466
1.48E+09,0.817092,-3.008166,0.954919,-0.434675,0.542684,9.66E-04
1.48E+09,0.851276,-2.622965,0.762489,-0.314641,0.494235,-0.161867
1.48E+09,0.638774,-1.627702,0.640825,-0.041363,0.105047,0.103309
1.48E+09,0.518272,-1.112736,0.932099,0.081784,0.391377,0.166625
1.48E+09,0.323998,-0.824348,1.202832,0.096782,0.605602,0.167192
1.48E+09,0.317709,-0.6848,1.221235,0.120493,0.580607,0.10482
1.48E+09,0.351712,-0.574447,0.919382,0.032362,0.41613,0.038582
1.48E+09,0.309967,-0.33668,0.559094,-0.09878,0.396134,0.097115
1.48E+09,0.14042,-0.063289,0.282211,-0.210876,0.526081,0.149767
1.48E+09,0.063368,0.037604,-0.003915,-0.261342,0.600394,0.146764
1.48E+09,0.102246,0.040817,-0.209452,-0.167233,0.398864,0.096559
1.48E+09,0.163476,-0.048861,-0.382438,0.020605,0.185686,0.053525
1.48E+09,0.180558,0.137982,-0.52884,0.103338,0.083601,0.055696
1.48E+09,0.062603,0.186998,-0.559579,0.123658,-0.022695,0.078796
1.48E+09,0.027096,0.201662,-0.564019,0.112751,-0.018673,0.034594
1.48E+09,0.094376,0.43051,-0.669932,0.105265,-0.108505,0.006584
1.48E+09,0.073862,0.724684,-0.812557,0.080474,-0.272214,0.054396
1.48E+09,-0.014573,0.99214,-0.915239,0.121312,-0.351913,0.084755
1.48E+09,-0.204128,1.160426,-0.769962,0.115811,-0.264181,0.030789
1.48E+09,-0.341773,1.085974,-0.254356,0.005617,0.126435,-0.011255
1.48E+09,-0.316227,0.416921,0.203736,-0.219324,0.520108,-0.074806
1.48E+09,-0.337821,0.280149,0.129693,-0.33189,0.466555,-0.00873
1.48E+09,-0.31306,0.32663,0.061811,-0.176662,0.118854,0.032023
1.48E+09,-0.313637,0.238354,-0.028691,-0.108879,0.126894,0.034645
1.48E+09,-0.273442,0.252862,-0.106849,-0.069383,0.080629,0.062067
1.48E+09,-0.176902,0.18472,-0.169307,-0.026966,0.066862,0.067256
1.48E+09,-0.059676,-0.066893,-0.164594,0.028259,0.050351,0.056264
1.48E+09,0.108328,-0.184752,-7.40E-04,0.069129,0.032573,0.044201
1.48E+09,0.354047,0.216477,0.400764,0.032733,-0.013142,0.065349
1.48E+09,0.443521,0.794858,0.362857,-0.085949,-0.163139,0.143604
1.48E+09,0.358614,0.956871,0.301253,-0.149729,-0.091104,0.176143
1.48E+09,0.123438,0.550528,0.218865,-0.06642,-0.067719,0.120134
1.48E+09,-0.045733,-0.032201,0.12937,0.050566,-0.039142,0.033293
1.48E+09,-0.001496,-0.320944,0.085825,0.137721,0.050031,-0.009846
1.48E+09,0.096608,-0.411984,0.099816,0.034159,0.077133,0.017799
