time(ms),time (ds),time_raw,x_accel,y_accel,z_accel,g_measured
10811.994,1081.1994,5340.787211,-0.022964,-1.008896,0.00444,1.009167
10841.532,1084.1532,5340.816749,-0.014664,-1.019455,0.018585,1.01973
10871.074,1087.1074,5340.846291,-0.039352,-1.0271,0.027817,1.02823
10900.617,1090.0617,5340.875834,-0.023102,-0.989136,0.037399,0.990112
10930.158,1093.0158,5340.905375,-0.010452,-0.99646,0.049255,0.997731
10959.698,1095.9698,5340.934915,-0.025375,-0.996582,0.049454,0.998131
10989.239,1098.9239,5340.964456,-0.037216,-0.981766,0.03685,0.983162
11018.784,1101.8784,5340.994001,-0.066818,-0.979004,0.03685,0.981973
11048.328,1104.8328,5341.023545,-0.083267,-0.972488,0.036407,0.976725
11077.866,1107.7866,5341.053083,-0.055237,-0.982147,0.03392,0.984284
11107.412,1110.7412,5341.082629,-0.051971,-0.982773,0.049805,0.985405
11136.953,1113.6953,5341.11217,-0.064026,-0.986954,0.049835,0.990283
11166.492,1116.6492,5341.141709,-0.080399,-0.972382,0.033142,0.976262
11196.035,1119.6035,5341.171252,-0.077454,-1.010193,0.033249,1.013703
11225.58,1122.558,5341.200797,-0.107803,-0.989716,0.028931,0.99599
11255.116,1125.5116,5341.230333,-0.089432,-0.972763,0.06192,0.978826
11284.661,1128.4661,5341.259878,-0.016403,-0.984985,0.072021,0.987751
11314.199,1131.4199,5341.289416,-0.006271,-0.99527,0.098969,1.000198
11343.738,1134.3738,5341.318955,-0.046738,-0.975388,0.100586,0.981673
11373.279,1137.3279,5341.348496,-0.070145,-0.978088,0.083008,0.984107
11402.819,1140.2819,5341.378036,-0.00737,-1.011093,0.066162,1.013282
11432.355,1143.2355,5341.407572,-0.009567,-0.956284,0.053619,0.957833
11461.842,1146.1842,5341.437059,-0.063431,-0.970596,0.074371,0.975506
11491.38,1149.138,5341.466597,-0.105774,-1.000931,0.112732,1.012798
11520.923,1152.0923,5341.49614,-0.038834,-0.972656,0.095337,0.978089
11550.462,1155.0462,5341.525679,-0.076935,-0.988266,0.241592,1.020272
11580,1158,5341.555217,0.016006,-0.973999,0.170425,0.988926
11609.536,1160.9536,5341.584753,0.264542,-0.779053,-0.034821,0.823479
11639.079,1163.9079,5341.614296,-0.077026,-1.282227,0.093796,1.287958
11668.613,1166.8613,5341.64383,-0.393845,-1.063278,-0.082535,1.136876
11698.152,1169.8152,5341.673369,0.414474,-0.922318,-1.112839,1.503619
11727.688,1172.7688,5341.702905,1.074585,-1.413239,2.76062,3.282225
11757.226,1175.7226,5341.732443,0.425339,-0.933243,0.651871,1.215233
11786.74,1178.674,5341.761957,0.187347,-0.764557,0.49585,0.93033
11816.304,1181.6304,5341.791521,0.136322,-0.67012,0.342697,0.764909
11845.844,1184.5844,5341.821061,0.131195,-0.494171,0.206253,0.551323
11875.383,1187.5383,5341.8506,-0.071274,-0.360886,0.159363,0.400893
11904.921,1190.4921,5341.880138,0.097351,-0.337219,0.117447,0.370119
11934.459,1193.4459,5341.909676,0.235703,-0.537582,0.120758,0.599277
11963.995,1196.3995,5341.939212,0.355148,-0.555847,0.264969,0.710848
11993.531,1199.3531,5341.968748,0.227173,-0.687088,0.308823,0.786809
12023.069,1202.3069,5341.998286,0.176697,-0.882156,0.417542,0.991848
12052.608,1205.2608,5342.027825,0.095352,-1.073349,0.436386,1.162585
12082.145,1208.2145,5342.057362,0.239136,-1.046738,0.334854,1.12471
12111.683,1211.1683,5342.0869,0.403488,-1.051407,0.281219,1.160751
12141.221,1214.1221,5342.116438,0.37413,-1.059143,0.425278,1.201091
12170.755,1217.0755,5342.145972,0.263214,-0.987839,0.403259,1.098965
12200.293,1220.0293,5342.17551,0.012329,-1.125015,0.223511,1.147069
12229.833,1222.9833,5342.20505,-0.114929,-1.069244,0.136902,1.084082
12259.371,1225.9371,5342.234588,-0.123398,-1.117416,0.070938,1.126445
12288.91,1228.891,5342.264127,-0.060837,-1.277664,0.013885,1.279187
12318.449,1231.8449,5342.293666,0.021835,-1.243149,0.088104,1.246458
12347.988,1234.7988,5342.323205,0.012436,-1.247864,0.1633,1.258565
12377.523,1237.7523,5342.35274,-0.024399,-1.117981,0.18512,1.133466
12407.061,1240.7061,5342.382278,0.017838,-1.063126,0.238647,1.089728
12436.597,1243.6597,5342.411814,-0.062363,-1.035995,0.214401,1.059785
12466.136,1246.6136,5342.441353,-0.093353,-1.002197,0.112183,1.012768
12495.675,1249.5675,5342.470892,-0.132187,-0.985474,0.159775,1.007055
12525.211,1252.5211,5342.500428,-0.117126,-0.969543,0.151169,0.988223
12554.752,1255.4752,5342.529969,0.069382,-0.983246,0.151062,0.997199
12584.289,1258.4289,5342.559506,-0.087799,-0.988998,0.301926,1.037779
12613.831,1261.3831,5342.589048,0.064789,-0.955231,0.221313,0.982671
12643.37,1264.337,5342.618587,0.034195,-0.97287,0.190475,0.99193
12672.908,1267.2908,5342.648125,-0.075806,-0.950363,0.20665,0.975521
12702.448,1270.2448,5342.677665,-0.005905,-0.974258,0.189133,0.992464
12731.985,1273.1985,5342.707202,0.033203,-1.001541,0.188812,1.019724
12761.527,1276.1527,5342.736744,-0.139618,-0.927368,0.194489,0.957774
12791.066,1279.1066,5342.766283,-0.117035,-0.948425,0.212723,0.979009
12820.608,1282.0608,5342.795825,0.039749,-0.978745,0.141174,0.989672
12850.145,1285.0145,5342.825362,0.134583,-1.02594,0.137573,1.043835
12879.684,1287.9684,5342.854901,0.01973,-0.943069,0.255295,0.977213
12909.225,1290.9225,5342.884442,-0.133362,-0.914932,0.257584,0.95981
12938.763,1293.8763,5342.91398,-0.092148,-0.916824,0.294403,0.967332
12968.303,1296.8303,5342.94352,-0.109726,-0.919495,0.21759,0.951239
12997.841,1299.7841,5342.973058,-0.038208,-0.913254,0.276154,0.954858
13027.382,1302.7382,5343.002599,-0.080261,-0.939957,0.192001,0.962717
13056.922,1305.6922,5343.032139,-0.061783,-0.920319,0.283752,0.965049
13086.461,1308.6461,5343.061678,-0.049713,-0.895706,0.353043,0.964054
13116,1311.6,5343.091217,-0.017426,-0.906784,0.360321,0.975906
13145.54,1314.554,5343.120757,0.058914,-0.886398,0.413574,0.979906
13175.08,1317.508,5343.150297,0.092178,-0.906754,0.404022,0.996962
13204.62,1320.462,5343.179837,0.220963,-0.93988,0.458191,1.068709
13234.158,1323.4158,5343.209375,0.273956,-0.893402,0.422348,1.025474
13263.698,1326.3698,5343.238915,0.252823,-0.942703,0.405548,1.056919
13293.237,1329.3237,5343.268454,0.10321,-0.912094,0.524658,1.057277
13322.776,1332.2776,5343.297993,0.265182,-0.871628,0.508865,1.043552
13352.314,1335.2314,5343.327531,0.388412,-0.967239,0.487122,1.150523
13381.854,1338.1854,5343.357071,0.190582,-0.783493,0.564407,0.984245
13411.392,1341.1392,5343.386609,0.082809,-1.032516,0.534653,1.165676
13440.931,1344.0931,5343.416148,0.299179,-1.080643,0.542328,1.245559
13470.473,1347.0473,5343.44569,0.406967,-0.192581,0.290237,0.535675
13500.01,1350.001,5343.475227,0.469101,-0.710632,0.825089,1.185675
13529.544,1352.9544,5343.504761,-0.129623,-0.869751,-0.3638,0.95164
13559.086,1355.9086,5343.534303,0.100052,-7.231018,2.344589,7.602285
13588.624,1358.8624,5343.563841,0.118896,-0.165909,0.248154,0.321313
13618.16,1361.816,5343.593377,0.187531,-0.289948,0.222534,0.410803
13647.699,1364.7699,5343.622916,0.275452,-0.389328,0.360779,0.598006
13677.24,1367.724,5343.652457,0.275879,-0.490814,0.490295,0.74659
13706.777,1370.6777,5343.681994,0.283936,-0.564987,0.559265,0.844161
13736.319,1373.6319,5343.711536,0.303909,-0.620972,0.571182,0.896781
13765.861,1376.5861,5343.741078,0.311768,-0.625427,0.560806,0.896026
13795.402,1379.5402,5343.770619,0.364426,-0.580597,0.462799,0.827092
13824.941,1382.4941,5343.800158,0.309464,-0.560944,0.364227,0.736944
13854.481,1385.4481,5343.829698,0.216858,-0.474777,0.32486,0.614796
13884.018,1388.4018,5343.859235,0.178284,-0.48877,0.286545,0.59396
13913.561,1391.3561,5343.888778,0.177917,-0.514877,0.276337,0.610832
13943.1,1394.31,5343.918317,0.217743,-0.539352,0.26445,0.638942
13972.64,1397.264,5343.947857,0.251114,-0.649826,0.290909,0.754957
14002.18,1400.218,5343.977397,0.296753,-0.769089,0.30983,0.880656
14031.717,1403.1717,5344.006934,0.347351,-0.88266,0.361343,1.015042
14061.252,1406.1252,5344.036469,0.229416,-1.080292,0.482025,1.204994
14090.794,1409.0794,5344.066011,0.065552,-1.273682,0.542862,1.386096
14120.335,1412.0335,5344.095552,0.388474,-1.480774,0.456924,1.597618
14149.876,1414.9876,5344.125093,0.455978,-1.563568,0.382507,1.673013
14179.416,1417.9416,5344.154633,-0.268417,-1.354706,0.333801,1.420809
14208.954,1420.8954,5344.184171,-0.260132,-1.265518,0.004349,1.291984
14238.475,1423.8475,5344.213692,0.159637,-1.158539,-0.17215,1.182088
14268.032,1426.8032,5344.243249,-0.178772,-1.00177,-0.060074,1.019368
14297.544,1429.7544,5344.272761,-0.196381,-1.057343,-0.00824,1.075456
14327.106,1432.7106,5344.302323,-0.138031,-0.990936,0.02742,1.000879
14356.644,1435.6644,5344.331861,-0.110199,-0.981339,0.05658,0.989126
14386.181,1438.6181,5344.361398,-0.056091,-0.971909,0.114853,0.980277
14415.697,1441.5697,5344.390914,-0.042755,-0.997681,0.126083,1.006525
14445.263,1444.5263,5344.42048,0.025009,-0.997513,0.128738,1.006097
14474.803,1447.4803,5344.45002,0.029343,-0.997742,0.156891,1.010428
14504.346,1450.4346,5344.479563,-0.017227,-0.997101,0.14856,1.008254
14533.889,1453.3889,5344.509106,0.001389,-1.008331,0.127335,1.016341
14563.429,1456.3429,5344.538646,-0.031113,-0.998169,0.133347,1.007517
14592.97,1459.297,5344.568187,-0.018143,-1.010071,0.135498,1.01928
14622.511,1462.2511,5344.597728,-0.105209,-0.970703,0.082794,0.979892
14652.05,1465.205,5344.627267,-0.304031,-0.880096,0.110321,0.937644
14681.594,1468.1594,5344.656811,-0.397888,-0.944839,-0.020691,1.02541
14711.136,1471.1136,5344.686353,-0.115524,-1.067398,-0.063995,1.075537
14740.682,1474.0682,5344.715899,0.24057,-0.92041,0.129211,0.960065
14770.225,1477.0225,5344.745442,-0.122437,-1.325943,-0.470657,1.412315
14799.769,1479.9769,5344.774986,-0.039017,-1.410736,-0.197052,1.424966
14829.312,1482.9312,5344.804529,0.300278,-0.681946,0.874451,1.148861
14858.855,1485.8855,5344.834072,0.530136,-0.934143,0.536713,1.20072
14888.398,1488.8398,5344.863615,1.005707,-1.092346,0.637482,1.615874
14917.939,1491.7939,5344.893156,0.660324,-0.870117,0.838272,1.376892
14947.477,1494.7477,5344.922694,0.342606,-0.585556,0.835907,1.076566
14977.016,1497.7016,5344.952233,0.179764,-0.413742,0.659164,0.798746
15006.558,1500.6558,5344.981775,0.333176,-0.477844,0.491135,0.761941
15036.096,1503.6096,5345.011313,0.524292,-0.500473,0.391602,0.823837
15065.64,1506.564,5345.040857,0.439835,-0.504822,0.430359,0.795932
15095.181,1509.5181,5345.070398,0.104996,-0.475342,0.407669,0.634955
15124.722,1512.4722,5345.099939,-0.00293,-0.67244,0.44812,0.808081
15154.262,1515.4262,5345.129479,0.337219,-0.775681,0.914017,1.245321
15183.806,1518.3806,5345.159023,0.116943,-1.006546,0.552994,1.154388
15213.348,1521.3348,5345.188565,0.112976,-1.256714,0.171906,1.273438
15242.887,1524.2887,5345.218104,0.14743,-1.2285,0.025162,1.237571
15272.429,1527.2429,5345.247646,0.181305,-1.20845,-0.082596,1.224764
15301.968,1530.1968,5345.277185,0.199753,-1.258057,0.119278,1.279388
15331.508,1533.1508,5345.306725,-0.015717,-1.259064,0.280518,1.29003
15361.048,1536.1048,5345.336265,-0.105133,-1.143356,0.300858,1.186942
15390.589,1539.0589,5345.365806,-0.004974,-1.027374,0.284317,1.066001
15420.128,1542.0128,5345.395345,-0.030899,-0.972397,0.293259,1.016126
15449.669,1544.9669,5345.424886,-0.0896,-0.950439,0.241776,0.984794
15479.208,1547.9208,5345.454425,-0.096146,-0.944809,0.183701,0.967292
15508.747,1550.8747,5345.483964,-0.085052,-0.934021,0.177704,0.954572
15538.285,1553.8285,5345.513502,-0.073792,-0.963287,0.177155,0.982218
15567.824,1556.7824,5345.543041,-0.112091,-0.962799,0.168152,0.983779
15597.366,1559.7366,5345.572583,-0.106766,-0.95845,0.132538,0.973443
15626.907,1562.6907,5345.602124,-0.061996,-0.978333,0.156204,0.992662
15656.448,1565.6448,5345.631665,-0.083786,-0.968155,0.17688,0.98774
15685.99,1568.599,5345.661207,-0.113266,-0.957413,0.137741,0.973879
15715.535,1571.5535,5345.690752,-0.188232,-0.956604,0.099075,0.979969
15745.077,1574.5077,5345.720294,-0.195953,-0.955444,0.097015,0.980145
15774.62,1577.462,5345.749837,-0.122391,-0.977325,0.050644,0.98626
15804.158,1580.4158,5345.779375,-0.205276,-0.948898,0.045013,0.971891
15833.705,1583.3705,5345.808922,-0.368011,-0.960022,0.102859,1.033274
15863.25,1586.325,5345.838467,-0.160248,-1.01326,0.070877,1.028299
15892.79,1589.279,5345.868007,0.097336,-1.035919,0.052399,1.041801
15922.33,1592.233,5345.897547,-0.170151,-0.860687,0.179138,0.895446
15951.871,1595.1871,5345.927088,-0.884995,-0.930984,0.300385,1.319158
15981.409,1598.1409,5345.956626,-0.139359,-0.901367,0.041931,0.91304
16010.956,1601.0956,5345.986173,0.916763,-1.350433,-0.622849,1.747016
16040.499,1604.0499,5346.015716,-0.046188,-0.893555,1.079391,1.40202
16070.043,1607.0043,5346.04526,-0.792038,-1.974564,-0.46228,2.177138
16099.585,1609.9585,5346.074802,0.366867,-0.485489,0.326736,0.690686
16129.13,1612.913,5346.104347,0.356705,-0.746872,0.386749,0.913581
16158.671,1615.8671,5346.133888,0.143173,-1.058945,0.408386,1.143959
16188.222,1618.8222,5346.163439,0.35907,-1.139633,0.391693,1.257425
16217.768,1621.7768,5346.192985,0.451675,-1.257629,0.516541,1.43264
16247.313,1624.7313,5346.22253,0.28064,-1.200577,0.530258,1.342131
16276.858,1627.6858,5346.252075,0.24971,-0.803802,0.511353,0.984853
16306.4,1630.64,5346.281617,0.198853,-0.717834,0.478973,0.885576
16335.926,1633.5926,5346.311143,0.182388,-0.610001,0.392899,0.748155
16365.486,1636.5486,5346.340703,0.428909,-0.569397,0.369736,0.803045
16395.029,1639.5029,5346.370246,0.356293,-0.462433,0.383942,0.698713
16424.569,1642.4569,5346.399786,0.298508,-0.294586,0.228928,0.477803
16454.052,1645.4052,5346.429269,-0.130539,-0.595093,0.11203,0.619457
16483.596,1648.3596,5346.458813,0.198807,-0.703629,0.792328,1.078147
16513.123,1651.3123,5346.48834,-0.131226,-0.960648,0.768021,1.236899
16542.688,1654.2688,5346.517905,0.173355,-1.379974,0.299744,1.422753
16572.234,1657.2234,5346.547451,0.257721,-1.680969,-0.257538,1.720001
16601.778,1660.1778,5346.576995,0.007156,-1.732956,0.02359,1.733131
16631.324,1663.1324,5346.606541,-0.196381,-1.275269,-0.050385,1.291284
16660.869,1666.0869,5346.636086,-0.234283,-1.003998,0.008209,1.031003
16690.415,1669.0415,5346.665632,-0.173996,-0.979507,0.156021,1.007002
16719.958,1671.9958,5346.695175,-0.093704,-0.924072,0.199921,0.950083
16749.502,1674.9502,5346.724719,0.003769,-0.964127,0.248718,0.995698
16779.044,1677.9044,5346.754261,-0.02887,-0.987366,0.28363,1.027702
16808.586,1680.8586,5346.783803,0.053314,-0.977264,0.291931,1.021329
16838.128,1683.8128,5346.813345,0.014374,-0.958527,0.271957,0.996464
16867.668,1686.7668,5346.842885,-0.069077,-0.962784,0.238556,0.9943
16897.211,1689.7211,5346.872428,-0.088058,-0.989136,0.209137,1.014831
16926.754,1692.6754,5346.901971,-0.092789,-1.00177,0.162735,1.019135
16956.298,1695.6298,5346.931515,-0.103516,-0.98941,0.17746,1.010515
16985.84,1698.584,5346.961057,-0.148743,-0.996994,0.167938,1.021922
17015.385,1701.5385,5346.990602,-0.136398,-0.972458,0.192169,1.000604
17044.929,1704.4929,5347.020146,-0.134842,-0.994217,0.305161,1.0487
17074.471,1707.4471,5347.049688,0.089676,-1.038345,0.264465,1.075242
17104.015,1710.4015,5347.079232,0.103012,-0.998718,0.075073,1.00682
17133.556,1713.3556,5347.108773,-0.352142,-0.931503,0.164352,1.009314
17163.095,1716.3095,5347.138312,-0.498474,-0.879608,0.259216,1.043734
17192.637,1719.2637,5347.167854,0.415405,-0.980453,-0.03009,1.065249
17222.177,1722.2177,5347.197394,0.483353,-1.204529,-0.046448,1.298721
17251.718,1725.1718,5347.226935,-0.547821,-1.124481,0.023239,1.251042
17281.257,1728.1257,5347.256474,-0.651093,-1.343979,-0.419067,1.55107
17310.8,1731.08,5347.286017,0.026749,-0.795731,0.070526,0.799298
17340.343,1734.0343,5347.31556,0.135788,-0.805252,0.11734,0.825008
17369.884,1736.9884,5347.345101,0.162827,-0.97467,0.076935,0.991168
17399.426,1739.9426,5347.374643,0.080917,-0.867767,0.156052,0.885392
17428.97,1742.897,5347.404187,-0.056351,-0.775284,0.163559,0.79435
17458.513,1745.8513,5347.43373,-0.007339,-0.876434,0.156509,0.890329
17488.058,1748.8058,5347.463275,0.058197,-0.996475,0.128403,1.006398
17517.602,1751.7602,5347.492819,0.088303,-0.983917,0.172958,1.002898
17547.147,1754.7147,5347.522364,-0.054031,-1.01709,0.193634,1.036767
17576.689,1757.6689,5347.551906,-0.278168,-0.93924,0.173813,0.994866
17606.234,1760.6234,5347.581451,-0.415146,-0.879166,0.057755,0.973968
17635.776,1763.5776,5347.610993,-0.141739,-0.894119,-0.108566,0.911771
17665.318,1766.5318,5347.640535,0.139008,-0.988464,-0.115143,1.00481
17694.86,1769.486,5347.670077,0.081787,-1.075317,0.072464,1.080855
17724.402,1772.4402,5347.699619,0.006912,-1.217346,0.086349,1.220424
17753.947,1775.3947,5347.729164,-0.139954,-1.149048,-0.042526,1.158321
17783.492,1778.3492,5347.758709,-0.171158,-1.017197,-0.183533,1.047697
17813.036,1781.3036,5347.788253,-0.16391,-0.983704,-0.124863,1.005052
17842.58,1784.258,5347.817797,-0.169418,-0.997604,-0.090103,1.015892
17872.124,1787.2124,5347.847341,-0.160919,-0.972092,-0.136429,0.994721
17901.662,1790.1662,5347.876879,-0.157806,-0.968048,-0.085403,0.984537
17931.21,1793.121,5347.906427,-0.136887,-0.973495,-0.074966,0.985927
17960.75,1796.075,5347.935967,-0.115036,-0.990509,-0.034058,0.997748
17990.291,1799.0291,5347.965508,-0.124054,-0.990921,-0.030441,0.99912
18019.834,1801.9834,5347.995051,-0.115845,-0.970932,-0.041016,0.978678
18049.377,1804.9377,5348.024594,-0.122528,-0.985657,-0.034119,0.993829
18078.915,1807.8915,5348.054132,-0.135727,-0.976227,-0.077042,0.988623
18108.462,1810.8462,5348.083679,-0.114532,-0.983795,-0.047684,0.991587
18138.005,1813.8005,5348.113222,-0.154175,-0.981857,-0.049179,0.995104
18167.547,1816.7547,5348.142764,-0.122849,-0.975189,-0.075378,0.985783
18197.089,1819.7089,5348.172306,-0.12294,-0.971481,-0.073898,0.982014
18226.63,1822.663,5348.201847,-0.122482,-0.961166,-0.095032,0.973588
18256.17,1825.617,5348.231387,-0.122238,-0.981857,-0.09079,0.993594
18285.715,1828.5715,5348.260932,-0.126617,-0.965332,-0.113007,0.980137
18315.257,1831.5257,5348.290474,-0.156281,-0.973831,-0.117538,0.99327
18344.797,1834.4797,5348.320014,-0.14357,-0.966644,-0.127365,0.985513
18374.338,1837.4338,5348.349555,-0.12825,-0.979706,-0.108292,0.993981
18403.877,1840.3877,5348.379094,-0.128723,-0.980362,-0.114883,0.995428
18433.402,1843.3402,5348.408619,-0.107864,-0.976776,-0.09491,0.987286
18462.961,1846.2961,5348.438178,-0.121674,-0.97966,-0.094849,0.991733
18492.504,1849.2504,5348.467721,-0.115936,-0.971481,-0.117966,0.985461
18522.048,1852.2048,5348.497265,-0.121292,-0.971298,-0.120758,0.986263
18551.593,1855.1593,5348.52681,-0.122742,-0.985962,-0.128906,1.0019
18581.135,1858.1135,5348.556352,-0.126617,-0.960709,-0.111572,0.975419
18610.676,1861.0676,5348.585893,-0.102783,-0.993164,-0.128296,1.006677
18640.221,1864.0221,5348.615438,-0.072601,-0.972122,-0.107376,0.980725
18669.764,1866.9764,5348.644981,-0.116013,-0.982315,-0.103455,0.994537
18699.308,1869.9308,5348.674525,-0.096085,-0.98259,-0.098114,0.99214
18728.85,1872.885,5348.704067,-0.117111,-0.989105,-0.106064,1.001646
18758.392,1875.8392,5348.733609,-0.109055,-0.954025,-0.169922,0.975157
