time(ms),time(ds),x_accel,y_accel,z_accel,g_measured,TimeInterval
4992.816,499.2816,0.26297,-0.532196,0.393326,0.712103,3724.225212
5022.367,502.2367,0.333664,-0.493515,0.253326,0.647351,3724.254763
5051.913,505.1913,0.504791,-0.421265,0.232925,0.697519,3724.284309
5081.457,508.1457,0.425766,-0.280045,0.242615,0.564414,3724.313853
5111.001,511.1001,0.201157,-0.356689,0.276718,0.494231,3724.343397
5140.545,514.0545,0.155807,-0.518463,0.803772,0.969087,3724.372941
5170.087,517.0087,0.37468,-0.805649,0.553436,1.046779,3724.402483
5199.633,519.9633,0.437073,-1.117889,0.853775,1.47297,3724.432029
5229.176,522.9176,-0.174606,-1.205093,0.690399,1.399782,3724.461572
5258.718,525.8718,0.009201,-1.446991,-0.059052,1.448225,3724.491114
5288.262,528.8262,-0.104874,-1.79129,-0.307449,1.820507,3724.520658
5317.806,531.7806,-0.250488,-1.780151,-0.077728,1.799368,3724.550202
5347.346,534.7346,0.068878,-1.313644,0.131699,1.322025,3724.579742
5376.895,537.6895,-0.001312,-1.217621,0.237289,1.240528,3724.609291
5406.436,540.6436,-0.063721,-1.092072,0.303955,1.135372,3724.638832
5435.98,543.598,-0.101471,-0.998444,0.2742,1.040371,3724.668376
5465.524,546.5524,-0.139923,-0.949188,0.213165,0.982841,3724.69792
5495.073,549.5073,-0.097519,-0.880066,0.115417,0.892943,3724.727469
5524.608,552.4608,-0.172653,-0.990509,0.215302,1.028237,3724.757004
5554.155,555.4155,-0.141983,-0.921951,0.189651,0.951904,3724.786551
5583.696,558.3696,-0.009247,-0.9879,0.105057,0.993513,3724.816092
5613.238,561.3238,-0.124817,-0.994476,0.16391,1.015593,3724.845634
5642.781,564.2781,-0.257584,-0.889587,0.285202,0.969049,3724.875177
5672.325,567.2325,-0.000671,-0.924026,0.30867,0.974219,3724.904721
5701.851,570.1851,0.319595,-1.021454,0.18988,1.086998,3724.934247
5731.41,573.141,-0.070007,-1.0569,0.267288,1.09242,3724.963806
5760.952,576.0952,-0.178253,-0.887421,0.320587,0.960243,3724.993348
5790.496,579.0496,-0.396362,-1.030884,0.398529,1.174159,3725.022892
5820.04,582.004,0.560684,-1.273834,0.434448,1.458001,3725.052436
5849.581,584.9581,0.670776,-1.059235,0.354095,1.302806,3725.081977
5879.103,587.9103,0.764526,-0.554581,0.532745,1.084379,3725.111499
5908.663,590.8663,-0.42514,-0.726212,0.875275,1.21418,3725.141059
5938.206,593.8206,-0.79715,-2.73938,-0.135559,2.856226,3725.170602
5967.748,596.7748,-0.105072,-0.875534,0.238846,0.91359,3725.200144
5997.288,599.7288,0.487473,-0.955185,0.330826,1.122254,3725.229684
6026.831,602.6831,0.251099,-1.066345,0.697418,1.298667,3725.259227
6056.373,605.6373,0.393097,0.792068,0.367706,0.957656,3725.288769
6085.916,608.5916,0.166733,-1.453522,0.534393,1.557595,3725.318312
6115.459,611.5459,-0.045486,-2.35553,0.59108,2.428984,3725.347855
6145,614.5,0.157501,-1.608231,0.548126,1.706357,3725.377396
6174.542,617.4542,0.20192,-0.97876,0.493164,1.114429,3725.406938
6204.085,620.4085,0.162308,-0.68927,0.419312,0.822958,3725.436481
6233.629,623.3629,0.243332,-0.483414,0.405258,0.676116,3725.466025
6263.173,626.3173,0.339523,-0.372208,0.222107,0.550587,3725.495569
6292.716,629.2716,0.482697,-0.336868,0.190323,0.618627,3725.525112
6322.256,632.2256,0.324829,-0.32605,0.211823,0.506647,3725.554652
6351.799,635.1799,0.064606,-0.400162,0.556961,0.688846,3725.584195
6381.34,638.134,0.240677,-0.684509,0.482849,0.871563,3725.613736
6410.884,641.0884,0.604263,-0.92717,0.786743,1.357845,3725.64328
6440.425,644.0425,-0.008636,-1.492722,0.832962,1.70942,3725.672821
6469.967,646.9967,-0.066986,-1.109741,0.576935,1.252544,3725.702363
6499.511,649.9511,-0.122787,-1.914307,-0.440491,1.968166,3725.731907
6529.056,652.9056,-0.282974,-1.889832,-0.352554,1.94315,3725.761452
6558.601,655.8601,-0.083038,-1.324738,0.139236,1.33462,3725.790997
6588.121,658.8121,-0.008865,-1.179062,0.130127,1.186254,3725.820517
6617.69,661.769,0.03833,-1.097549,0.206787,1.117517,3725.850086
6647.233,664.7233,-0.023361,-1.038193,0.19455,1.056522,3725.879629
6676.778,667.6778,-0.123718,-1.016388,0.163147,1.036806,3725.909174
6706.321,670.6321,-0.056946,-0.97496,0.103378,0.982078,3725.938717
6735.868,673.5868,-0.015106,-0.973083,0.127213,0.98148,3725.968264
6765.41,676.541,-0.135574,-0.948227,0.227097,0.984422,3725.997806
6794.955,679.4955,-0.133118,-0.967346,0.200378,0.99681,3726.027351
6824.496,682.4496,-0.041641,-0.938828,0.132614,0.949061,3726.056892
6854.037,685.4037,-0.262848,-0.923355,0.132111,0.969086,3726.086433
6883.577,688.3577,-0.136139,-0.99733,0.174622,1.021613,3726.115973
6913.117,691.3117,0.067505,-0.915833,0.186493,0.937062,3726.145513
6942.661,694.2661,-0.135971,-1.009125,0.312805,1.065208,3726.175057
6972.201,697.2201,-0.258087,-0.996246,0.261871,1.061929,3726.204597
7001.74,700.174,-0.15654,-0.921982,0.198502,0.956012,3726.234136
7031.279,703.1279,0.514389,-1.596024,0.428864,1.730841,3726.263675
7060.82,706.082,0.257507,-0.895111,0.594635,1.105045,3726.293216
7090.358,709.0358,0.809601,-0.241608,0.733322,1.118744,3726.322754
7119.902,711.9902,-0.32254,-0.887421,0.37915,1.017498,3726.352298
7149.441,714.9441,-0.819534,-3.668213,-1.37236,4.001349,3726.381837
7178.98,717.898,0.545166,-0.508087,0.486374,0.889898,3726.411376
7208.519,720.8519,0.55307,-0.542831,0.607559,0.984724,3726.440915
7238.059,723.8059,0.183533,-0.597,1.074219,1.242594,3726.470455
7267.572,726.7572,0.417358,-1.549164,0.793015,1.789684,3726.499968
7297.138,729.7138,0.335602,-1.832703,0.85112,2.048373,3726.529534
7326.68,732.668,0.30394,-1.225571,0.661987,1.425703,3726.559076
7356.22,735.622,0.128815,-0.789337,0.49881,0.94258,3726.588616
7385.759,738.5759,0.165085,-0.501099,0.455948,0.69731,3726.618155
7415.3,741.53,0.258698,-0.39679,0.329773,0.577162,3726.647696
7444.839,744.4839,0.394577,-0.356064,0.276093,0.598915,3726.677235
7474.381,747.4381,0.382751,-0.23082,0.260406,0.517289,3726.706777
7503.92,750.392,0.061569,-0.231003,0.373459,0.443424,3726.736316
7533.462,753.3462,0.087372,-0.674408,0.53154,0.863131,3726.765858
7562.956,756.2956,0.594391,-0.83609,0.717484,1.251851,3726.795352
7592.5,759.25,0.400467,-1.119324,0.921814,1.504327,3726.824896
7622.042,762.2042,-0.233719,-1.486877,0.818008,1.713058,3726.854438
7651.583,765.1583,-0.307922,-1.415436,0.078766,1.450682,3726.883979
7681.122,768.1122,-0.191559,-1.909821,-0.375427,1.955775,3726.913518
7710.663,771.0663,-0.194229,-1.725067,-0.020187,1.736084,3726.943059
7740.201,774.0201,0.036499,-1.21315,0.067917,1.215598,3726.972597
7769.742,776.9742,0.144287,-1.112717,0.178146,1.136087,3727.002138
7799.283,779.9283,0.058533,-1.056122,0.272354,1.092244,3727.031679
7828.826,782.8826,-0.035751,-0.993057,0.207825,1.0152,3727.061222
7858.367,785.8367,-0.125305,-0.999405,0.178543,1.022932,3727.090763
7887.906,788.7906,-0.145523,-0.876434,0.084763,0.892468,3727.120302
7917.448,791.7448,-0.208984,-0.935333,0.130249,0.967206,3727.149844
7946.991,794.6991,-0.158035,-0.942657,0.188171,0.974159,3727.179387
7976.531,797.6531,-0.076874,-0.975906,0.190628,0.997317,3727.208927
8006.074,800.6074,-0.055908,-0.996689,0.232529,1.02498,3727.23847
8035.618,803.5618,-0.093506,-0.930267,0.269928,0.97314,3727.268014
8065.161,806.5161,-0.03064,-0.934799,0.280396,0.976427,3727.297557
8094.702,809.4702,-0.07724,-0.97052,0.242325,1.003293,3727.327098
8124.241,812.4241,-0.206345,-1.031418,0.258118,1.083063,3727.356637
8153.784,815.3784,0.032867,-0.883072,0.22789,0.912595,3727.38618
8183.325,818.3325,0.102875,-1.326202,0.413696,1.393033,3727.415721
8212.868,821.2868,0.349564,-1.23291,0.49295,1.373049,3727.445264
8242.408,824.2408,0.783768,0.038605,0.819641,1.134722,3727.474804
8271.952,827.1952,-0.085419,-1.602539,-0.082932,1.606955,3727.504348
8301.495,830.1495,0.168137,-1.506073,1.590668,2.196986,3727.533891
8331.034,833.1034,-0.292877,-1.394531,-0.759171,1.614569,3727.56343
8360.579,836.0579,0.331512,-0.533234,0.593582,0.864048,3727.592975
8390.122,839.0122,0.204681,-0.558823,0.449844,0.746014,3727.622518
8419.663,841.9663,0.626862,-0.680084,0.612869,1.10954,3727.652059
8449.206,844.9206,0.227524,-1.61969,0.788055,1.815542,3727.681602
8478.748,847.8748,0.22879,-1.711136,0.829636,1.915366,3727.711144
8508.285,850.8285,0.164291,-1.25264,0.365189,1.31509,3727.740681
8537.826,853.7826,0.211945,-0.735168,0.447998,0.88662,3727.770222
8567.368,856.7368,0.323868,-0.522202,0.415649,0.741855,3727.799764
8596.91,859.691,0.292465,-0.473053,0.250153,0.609829,3727.829306
8626.451,862.6451,0.463974,-0.413742,0.208252,0.655609,3727.858847
8655.992,865.5992,0.393265,-0.248383,0.253571,0.529763,3727.888388
8685.534,868.5534,0.140488,-0.24147,0.326614,0.429793,3727.91793
8715.077,871.5077,-0.033035,-0.649246,0.45726,0.794795,3727.947473
8744.619,874.4619,0.536407,-0.802429,0.724152,1.206657,3727.977015
8774.16,877.416,0.281433,-1.249222,0.835373,1.528924,3728.006556
8803.706,880.3706,-0.128098,-1.220123,0.682953,1.404113,3728.036102
8833.251,883.3251,-0.115067,-1.528671,-0.146515,1.539981,3728.065647
8862.796,886.2796,-0.391968,-1.958908,-0.32373,2.023799,3728.095192
8892.34,889.234,-0.007248,-1.516327,0.101456,1.519735,3728.124736
8921.883,892.1883,0.034607,-1.228104,0.084061,1.231464,3728.154279
8951.427,895.1427,0.02533,-1.149658,0.154984,1.160334,3728.183823
8980.97,898.097,-0.062897,-1.056,0.216583,1.079815,3728.213366
9010.512,901.0512,-0.149902,-0.965729,0.1772,0.993228,3728.242908
9040.056,904.0056,-0.012619,-0.977783,0.197647,0.997639,3728.272452
9069.603,906.9603,0.077713,-0.956619,0.277435,0.999065,3728.301999
9099.122,909.9122,0.020737,-0.987366,0.231506,1.014355,3728.331518
