time (ms),time (ds),accelerometerTimestamp_sinceReboot,locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationHeadingTimestamp_since1970,locationHeadingX,locationHeadingY,locationHeadingZ,locationTrueHeading,locationMagneticHeading,locationHeadingAccuracy,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionMagneticFieldCalibrationAccuracy
10578.00154,1057.800154,20040.29996,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281996,-15.56890297,40.19422913,-11.10217285,86.55245972,73.09378815,10,20040.29996,-0.072463989,1.396438599,-0.228027344,20040.3029,-0.637848386,1.05158937,0.21892063,20040.3029,-1.154587906,0.740593296,-1.160880711,-0.561224878,0.973708808,0.223291099,-0.353403002,0.468602985,0.184036404,-0.263216475,0.532583494,-0.591738757,0.544901049,0.268899828,0.917154431,-0.294143826,-13.2454586,42.83638763,-15.98408318,2
10587.67454,1058.767454,20040.30963,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281996,-15.56890297,40.19422913,-11.10217285,86.55245972,73.09378815,10,20040.30963,-0.034088135,1.361816406,-0.315795898,20040.3029,-0.637848386,1.05158937,0.21892063,20040.3029,-1.154587906,0.740593296,-1.160880711,-0.561224878,0.973708808,0.223291099,-0.353403002,0.468602985,0.184036404,-0.263216475,0.532583494,-0.591738757,0.544901049,0.268899828,0.917154431,-0.294143826,-13.2454586,42.83638763,-15.98408318,2
10597.36154,1059.736154,20040.31932,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281996,-15.56890297,40.19422913,-11.10217285,86.55245972,73.09378815,10,20040.31932,0.044723511,1.314483643,-0.366760254,20040.31289,-0.418747993,1.019788297,-0.094257527,20040.31289,-1.147716847,0.756519911,-1.163953228,-0.34212476,0.941908002,-0.089887083,-0.305702835,0.443441778,-0.028022544,-0.261510205,0.536400723,-0.591927856,0.54176387,0.271614701,0.918374598,-0.287773341,-13.2454586,42.83638763,-15.98408318,2
10607.04154,1060.704154,20040.329,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281996,-15.14981365,39.91483688,-11.77252197,88.28575134,74.82707977,10,20040.329,0.177490234,1.261962891,-0.334197998,20040.32288,-0.062695872,0.743625683,-0.386441985,20040.32288,-1.152176573,0.759911832,-1.166666708,0.013927198,0.665745616,-0.382071555,-0.226148114,0.395038635,-0.081717342,-0.260340257,0.538239253,-0.59354975,0.538720848,0.270871639,0.919444978,-0.285042912,-12.64987087,43.0963974,-15.76611519,2
10616.72354,1061.672354,20040.33868,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281996,-15.14981365,39.91483688,-11.77252197,88.28575134,74.82707977,10,20040.33868,0.286270142,1.222183228,-0.192550659,20040.33287,0.201321396,0.369852888,-0.553609938,20040.33287,-1.165659003,0.751327817,-1.168583007,0.277944386,0.291972876,-0.549239457,-0.089721426,0.341766059,-0.048128564,-0.259994228,0.537929627,-0.596035063,0.536448432,0.267211646,0.920196831,-0.286069423,-12.64987087,43.0963974,-15.76611519,2
10626.40354,1062.640354,20040.34836,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281996,-15.14981365,39.91483688,-11.77252197,88.28575134,74.82707977,10,20040.34836,0.303634644,1.196594238,-0.022567749,20040.33287,0.201321396,0.369852888,-0.553609938,20040.33287,-1.165659003,0.751327817,-1.168583007,0.277944386,0.291972876,-0.549239457,-0.089721426,0.341766059,-0.048128564,-0.259994228,0.537929627,-0.596035063,0.536448432,0.267211646,0.920196831,-0.286069423,-12.64987087,43.0963974,-15.76611519,2
10636.08054,1063.608054,20040.35804,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281996,-15.32443523,39.94976044,-12.14121246,89.27466583,75.81599426,10,20040.35804,0.227050781,1.17477417,0.124420166,20040.35286,0.1495072,-0.090612991,-0.534742241,20040.35286,-1.197339802,0.721621699,-1.171704575,0.226129949,-0.168492764,-0.530371845,0.046936449,0.275179923,0.269154251,-0.261568087,0.534528895,-0.600581282,0.534006667,0.256698191,0.921414316,-0.291722,-12.95384121,42.90601349,-16.03623962,2
10645.75454,1064.575454,20040.36771,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281996,-15.63875103,39.98468018,-12.1076889,89.5916214,76.13294983,10,20040.36771,0.147644043,1.167205811,0.224884033,20040.36285,-0.084758031,-0.1483426,-0.448788983,20040.36285,-1.207404732,0.710140187,-1.174336524,-0.008135498,-0.226222128,-0.444418579,-0.02469925,0.252340347,0.417230248,-0.263323448,0.533156381,-0.601690977,0.533266353,0.251750022,0.922433853,-0.292810082,-12.95384121,42.90601349,-16.03623962,2
10655.43954,1065.543954,20040.3774,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281996,-15.63875103,39.98468018,-12.1076889,89.5916214,76.13294983,10,20040.3774,0.083404541,1.186080933,0.292709351,20040.36285,-0.084758031,-0.1483426,-0.448788983,20040.36285,-1.207404732,0.710140187,-1.174336524,-0.008135498,-0.226222128,-0.444418579,-0.02469925,0.252340347,0.417230248,-0.263323448,0.533156381,-0.601690977,0.533266353,0.251750022,0.922433853,-0.292810082,-12.95384121,42.90601349,-16.03623962,2
10665.11154,1066.511154,20040.38707,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281996,-15.63875103,39.98468018,-12.1076889,89.5916214,76.13294983,10,20040.38707,0.052703857,1.21055603,0.335189819,20040.38283,-0.728715975,-0.106426042,-0.317957998,20040.38283,-1.207549178,0.706145178,-1.184957987,-0.652093649,-0.184305355,-0.313587606,-0.160801977,0.259597659,0.579051733,-0.268475289,0.533619566,-0.600885009,0.531138761,0.244206518,0.926483274,-0.286342353,-13.66852856,42.63988495,-16.15242195,2
10674.79354,1067.479354,20040.39675,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281996,-15.63875103,39.98468018,-12.1076889,89.5916214,76.13294983,10,20040.39675,0.027526855,1.227523804,0.363311768,20040.39282,-1.091831598,-0.128047182,-0.354380987,20040.39282,-1.198318025,0.712721613,-1.194138125,-1.015179276,-0.205940485,-0.350013137,-0.187808648,0.280657053,0.613473117,-0.27241451,0.535395812,-0.599050762,0.529414623,0.240512505,0.929898977,-0.278283328,-13.66852856,42.63988495,-16.15242195,2
10684.47154,1068.447154,20040.40643,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281996,-15.63875103,39.98468018,-12.1076889,89.5916214,76.13294983,10,20040.40643,-0.019805908,1.254302979,0.353225708,20040.39282,-1.091831598,-0.128047182,-0.354380987,20040.39282,-1.198318025,0.712721613,-1.194138125,-1.015179276,-0.205940485,-0.350013137,-0.187808648,0.280657053,0.613473117,-0.27241451,0.535395812,-0.599050762,0.529414623,0.240512505,0.929898977,-0.278283328,-13.66852856,42.63988495,-16.15242195,2
10694.12454,1069.412454,20040.41608,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281996,-16.05784035,39.84498596,-11.50437164,90.49063873,77.03196716,10,20040.41608,-0.059814453,1.277587891,0.29145813,20040.41281,-2.069046869,-0.07938537,-0.439049536,20040.41281,-1.155382936,0.749090888,-1.223173185,-1.992394567,-0.157278448,-0.434681684,-0.251789063,0.314117908,0.602696836,-0.284075628,0.542738866,-0.592081449,0.52361734,0.23198314,0.94018507,-0.249471128,-14.19650936,42.84955597,-15.10841084,2
10703.81054,1070.381054,20040.42577,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281996,-16.05784035,39.84498596,-11.50437164,90.49063873,77.03196716,10,20040.42577,-0.055084229,1.277267456,0.195281982,20040.4228,-2.66747115,0.003218164,-0.541621985,20040.4228,-1.115195374,0.786038475,-1.244264237,-2.590819359,-0.074674681,-0.537254155,-0.286771417,0.330427498,0.51812464,-0.292110826,0.548942632,-0.586603505,0.518873376,0.226956964,0.947160423,-0.22666651,-14.19650936,42.84955597,-15.10841084,2
10713.48454,1071.348454,20040.43544,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281996,-16.05784035,39.84498596,-11.50437164,90.49063873,77.03196716,10,20040.43544,0.002426147,1.271362305,0.081176758,20040.4228,-2.66747115,0.003218164,-0.541621985,20040.4228,-1.115195374,0.786038475,-1.244264237,-2.590819359,-0.074674681,-0.537254155,-0.286771417,0.330427498,0.51812464,-0.292110826,0.548942632,-0.586603505,0.518873376,0.226956964,0.947160423,-0.22666651,-14.19650936,42.84955597,-15.10841084,2
10723.16854,1072.316854,20040.44513,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281997,-16.86109352,39.7402153,-10.53235626,91.43828583,77.97961426,10,20040.44513,0.108459473,1.226715088,-0.029037476,20040.44278,-3.534296529,0.28624188,-0.875911019,20040.44278,-0.987045678,0.910250156,-1.297445485,-3.457644939,0.208349288,-0.871543169,-0.210749224,0.308490604,0.246809855,-0.311973904,0.565557896,-0.572954828,0.504518894,0.213175371,0.96287173,-0.165633097,-14.86806583,43.52275085,-12.27191639,2
10732.86254,1073.286254,20040.45482,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281997,-16.86109352,39.7402153,-10.53235626,91.43828583,77.97961426,10,20040.45482,0.209030151,1.178222656,-0.151077271,20040.45277,-3.692270185,0.410995531,-1.036888721,20040.45277,-0.894972996,1.002351786,-1.32628512,-3.615618706,0.33310315,-1.03252089,-0.095552631,0.256459326,0.101280607,-0.322896982,0.574959561,-0.565704459,0.495113631,0.204012111,0.970255792,-0.13031809,-14.86806583,43.52275085,-12.27191639,2
10742.54354,1074.254354,20040.4645,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281997,-16.86109352,39.7402153,-10.53235626,91.43828583,77.97961426,10,20040.4645,0.323425293,1.135635376,-0.305496216,20040.45277,-3.692270185,0.410995531,-1.036888721,20040.45277,-0.894972996,1.002351786,-1.32628512,-3.615618706,0.33310315,-1.03252089,-0.095552631,0.256459326,0.101280607,-0.322896982,0.574959561,-0.565704459,0.495113631,0.204012111,0.970255792,-0.13031809,-14.86806583,43.52275085,-12.27191639,2
10752.22354,1075.222354,20040.47418,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281997,-16.86109352,39.7402153,-10.53235626,91.43828583,77.97961426,10,20040.47418,0.44593811,1.113388062,-0.407730103,20040.46276,-3.653351814,0.37640533,-1.13759962,20040.46276,-0.781743476,1.115776533,-1.353613093,-3.576700687,0.298513174,-1.133231759,0.129869983,0.159127101,-0.210797101,-0.33402933,0.584016135,-0.558536341,0.485166689,0.19355531,0.97650826,-0.094699122,-14.86806583,43.52275085,-12.27191639,2
10761.90354,1076.190354,20040.48386,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281997,-17.69927025,40.08945465,-8.722412109,96.28562164,82.82695007,10,20040.48386,0.555145264,1.211669922,-0.378372192,20040.48274,-3.354176824,0.176612854,-1.114063667,20040.48274,-0.484068594,1.410315435,-1.396107504,-3.277525663,0.098720871,-1.109695792,0.274369657,0.128607392,-0.379957825,-0.356165699,0.599382893,-0.544269498,0.46653709,0.171568453,0.984780669,-0.027772285,-16.48045731,44.20706177,-6.326089859,2
10771.57854,1077.157854,20040.49354,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281997,-17.69927025,40.08945465,-8.722412109,96.28562164,82.82695007,10,20040.49354,0.663146973,1.34135437,-0.28012085,20040.49273,-3.153539328,0.52536019,-1.072173209,20040.49273,-0.301701683,1.593511431,-1.409110509,-3.076888323,0.447468191,-1.067805409,0.394204527,0.224712625,-0.38202861,-0.365740308,0.606681329,-0.537939123,0.456939047,0.160940737,0.986957312,0.003656414,-16.48045731,44.20706177,-6.326089859,2
10781.26254,1078.126254,20040.50322,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281997,-18.85176086,40.26407623,-6.208595276,101.4631195,88.00444794,10,20040.50322,0.745376587,1.477966309,-0.220428467,20040.49273,-3.153539328,0.52536019,-1.072173209,20040.49273,-0.301701683,1.593511431,-1.409110509,-3.076888323,0.447468191,-1.067805409,0.394204527,0.224712625,-0.38202861,-0.365740308,0.606681329,-0.537939123,0.456939047,0.160940737,0.986957312,0.003656414,-16.48045731,44.20706177,-6.326089859,2
10790.94154,1079.094154,20040.5129,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281997,-18.85176086,40.26407623,-6.208595276,101.4631195,88.00444794,10,20040.5129,0.775405884,1.480880737,-0.20715332,20040.50272,-2.793694599,1.028063271,-0.981800701,20040.50272,-0.116681096,1.784483006,-1.415760412,-2.717043877,0.950171769,-0.977432907,0.594473064,0.489960313,-0.253174484,-0.372945702,0.614234897,-0.533131023,0.446540375,0.150903523,0.988005996,0.03274601,-17.90091515,44.05108643,-2.224462271,2
10800.60054,1080.060054,20040.52256,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281997,-19.89948082,40.6831665,-3.862350464,102.7276611,89.26898956,10,20040.52256,0.704574585,1.380111694,-0.183837891,20040.5227,-1.870965208,1.773134252,-0.797320869,20040.5227,0.180826995,2.107245825,-1.41610554,-1.794314742,1.695242763,-0.792953074,0.642974377,0.492821515,-0.285898924,-0.379856337,0.628555453,-0.529082168,0.425087362,0.132431537,0.988059223,0.078745589,-17.90091515,44.05108643,-2.224462271,2
10810.29854,1081.029854,20040.53226,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281997,-19.89948082,40.6831665,-3.862350464,102.7276611,89.26898956,10,20040.53226,0.531158447,1.243331909,-0.226074219,20040.5227,-1.870965208,1.773134252,-0.797320869,20040.5227,0.180826995,2.107245825,-1.41610554,-1.794314742,1.695242763,-0.792953074,0.642974377,0.492821515,-0.285898924,-0.379856337,0.628555453,-0.529082168,0.425087362,0.132431537,0.988059223,0.078745589,-17.90091515,44.05108643,-2.224462271,2
10819.97854,1081.997854,20040.54194,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281997,-20.84242821,40.71809006,-1.147422791,105.6428986,92.18422699,10,20040.54194,0.336990356,1.140014648,-0.44442749,20040.54267,-1.46691387,1.457970442,-0.922299024,20040.54267,0.399405107,2.356160245,-1.41104719,-1.390263677,1.380079269,-0.917931259,0.418674737,0.256064683,-0.33855024,-0.382745553,0.640112369,-0.529368108,0.404390162,0.11248371,0.987267196,0.112476006,-18.99441528,43.64704132,-0.19242239,2
10829.65554,1082.965554,20040.55162,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281997,-20.84242821,40.71809006,-1.147422791,105.6428986,92.18422699,10,20040.55162,0.307754517,1.093688965,-0.426086426,20040.55268,-1.482474187,0.970981343,-0.91331565,20040.55268,0.499340302,2.464728234,-1.406689168,-1.405824065,0.893090308,-0.908947885,0.234662294,0.153450042,-0.571782231,-0.385833593,0.644057304,-0.528602504,0.396108597,0.102328062,0.986564636,0.127354741,-18.99441528,43.64704132,-0.19242239,2
10839.33454,1083.933454,20040.56129,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281997,-20.84242821,40.71809006,-1.147422791,105.6428986,92.18422699,10,20040.56129,0.30116272,0.968002319,-0.476089478,20040.55268,-1.482474187,0.970981343,-0.91331565,20040.55268,0.499340302,2.464728234,-1.406689168,-1.405824065,0.893090308,-0.908947885,0.234662294,0.153450042,-0.571782231,-0.385833593,0.644057304,-0.528602504,0.396108597,0.102328062,0.986564636,0.127354741,-18.99441528,43.64704132,-0.19242239,2
10848.99854,1084.899854,20040.57096,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281997,-20.84242821,40.71809006,-1.147422791,105.6428986,92.18422699,10,20040.57096,0.262680054,0.963119507,-0.347854614,20040.57267,-2.024619749,-0.215739218,-0.703058549,20040.57267,0.678848455,2.644408668,-1.385779611,-1.947970152,-0.293629795,-0.698690832,0.213421151,-0.014930856,-0.637779891,-0.396488131,0.650878151,-0.520776647,0.384638113,0.087741569,0.982933164,0.161690414,-20.14378357,43.11842346,0.958478928,2
10858.66654,1085.866654,20040.58063,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281997,-20.84242821,40.71809006,-1.147422791,105.6428986,92.18422699,10,20040.58063,0.196563721,0.944793701,0.02482605,20040.57267,-2.024619749,-0.215739218,-0.703058549,20040.57267,0.678848455,2.644408668,-1.385779611,-1.947970152,-0.293629795,-0.698690832,0.213421151,-0.014930856,-0.637779891,-0.396488131,0.650878151,-0.520776647,0.384638113,0.087741569,0.982933164,0.161690414,-20.14378357,43.11842346,0.958478928,2
10868.34954,1086.834954,20040.59031,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281997,-21.75045204,40.15930176,0.930671692,105.6790161,92.22034454,10,20040.59031,0.161651611,0.918777466,0.077545166,20040.58266,-2.101145417,-0.090551205,-0.809605765,20040.58266,0.762031489,2.723813787,-1.371142927,-2.024496078,-0.168441474,-0.805238068,0.11609517,-0.035341676,-0.156445712,-0.403462717,0.654105282,-0.515246097,0.379322522,0.08046855,0.980135381,0.181271762,-20.74414063,42.76512527,2.591174603,2
10878.04954,1087.804954,20040.60001,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281997,-22.93786621,39.60051727,2.874694824,107.3183289,93.85965729,10,20040.60001,0.107574463,0.886505127,-0.116836548,20040.60264,-2.136259995,-0.412397952,-0.65696722,20040.60264,0.893451318,2.848467716,-1.338568739,-2.059610844,-0.490288079,-0.652599514,0.095152043,-0.054378673,-0.142783985,-0.416896383,0.660577007,-0.504061663,0.368452526,0.066499569,0.973156154,0.220329151,-20.74414063,42.76512527,2.591174603,2
10887.72154,1088.772154,20040.60968,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281997,-22.93786621,39.60051727,2.874694824,107.3183289,93.85965729,10,20040.60968,0.016555786,0.863998413,-0.07258606,20040.61263,-2.292731628,-0.954357891,-0.479822533,20040.61263,0.9388371,2.883442781,-1.319047589,-2.216082335,-1.03224802,-0.475454837,0.043981705,-0.081973165,-0.35768038,-0.424863965,0.66325902,-0.495899386,0.365597979,0.063592754,0.968478322,0.240843832,-20.74414063,42.76512527,2.591174603,2
10897.40854,1089.740854,20040.61937,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281997,-22.93786621,39.60051727,2.874694824,107.3183289,93.85965729,10,20040.61937,-0.035385132,0.825790405,-0.04296875,20040.61263,-2.292731628,-0.954357891,-0.479822533,20040.61263,0.9388371,2.883442781,-1.319047589,-2.216082335,-1.03224802,-0.475454837,0.043981705,-0.081973165,-0.35768038,-0.424863965,0.66325902,-0.495899386,0.365597979,0.063592754,0.968478322,0.240843832,-20.74414063,42.76512527,2.591174603,2
10907.08854,1090.708854,20040.62905,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281997,-22.93786621,39.60051727,2.874694824,107.3183289,93.85965729,10,20040.62905,-0.034423828,0.854248047,-0.142669678,20040.62263,-2.475507835,-1.357262206,-0.398422481,20040.62263,0.976103544,2.90612759,-1.297238035,-2.398859024,-1.435151935,-0.39405483,-0.09841197,-0.137025282,-0.305673093,-0.433765361,0.665732513,-0.48597192,0.363976821,0.063026838,0.962815702,0.262704343,-21.75516129,41.82859421,6.555203915,2
10916.76954,1091.676954,20040.63873,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281997,-22.93786621,39.60051727,2.874694824,107.3183289,93.85965729,10,20040.63873,-0.018234253,0.883300781,-0.16027832,20040.63262,-2.571231432,-1.861379959,-0.409875139,20040.63262,1.009798664,2.920396683,-1.274015491,-2.494582653,-1.939269543,-0.405507475,-0.098584898,-0.102034822,-0.427987814,-0.443933491,0.66751938,-0.47447716,0.363610171,0.06416107,0.956282854,0.285318136,-21.75516129,41.82859421,6.555203915,2
10926.45054,1092.645054,20040.64841,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281997,-23.4966526,38.69248962,5.153892517,105.6390686,92.18039703,10,20040.64841,-0.000915527,0.877502441,-0.143356323,20040.64258,-2.533817481,-2.248135664,-0.453276143,20040.64258,1.041367263,2.928038446,-1.250788771,-2.457169056,-2.326025009,-0.448908478,-0.084903345,-0.065932259,-0.467706144,-0.455143068,0.668250476,-0.461961607,0.364523748,0.066669092,0.949233055,0.307427824,-21.75516129,41.82859421,6.555203915,2
10936.13054,1093.613054,20040.65809,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281997,-23.4966526,38.69248962,5.153892517,105.6390686,92.18039703,10,20040.65809,0.057723999,0.811676025,-0.140808105,20040.6526,-2.416503105,-2.455925079,-0.498099807,20040.6526,1.071231091,2.931444366,-1.228714139,-2.339854956,-2.533814192,-0.493732154,-0.070891917,-0.064555801,-0.471425802,-0.466736331,0.667975998,-0.44923235,0.366272522,0.069976389,0.942058265,0.328069478,-21.74856186,40.91569519,10.89931679,2
10945.80854,1094.580854,20040.66777,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281997,-23.4966526,38.69248962,5.153892517,105.6390686,92.18039703,10,20040.66777,0.134994507,0.748016357,-0.172622681,20040.66259,-2.403307674,-2.654701026,-0.460602233,20040.66259,1.098599368,2.930361535,-1.206996737,-2.326659441,-2.732590199,-0.456234604,-0.016880196,-0.122875549,-0.488727033,-0.478497248,0.667083084,-0.43602448,0.368677631,0.074604191,0.934551597,0.347918928,-21.74856186,40.91569519,10.89931679,2
10955.48154,1095.548154,20040.67744,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281997,-24.055439,37.99401093,8.438621521,101.0920792,87.63340759,10,20040.67744,0.187026978,0.699249268,-0.142150879,20040.67257,-2.444023679,-2.863467289,-0.336717039,20040.67257,1.122049856,2.923306533,-1.184772215,-2.367375612,-2.941356182,-0.33234942,0.053459145,-0.17839697,-0.54019624,-0.490267014,0.665901671,-0.421861101,0.371815049,0.081535362,0.926413357,0.367573559,-21.74856186,40.91569519,10.89931679,2
10965.15154,1096.515154,20040.68711,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281997,-24.47452736,37.1558342,11.18707275,95.91429138,82.45561981,10,20040.68711,0.248733521,0.65184021,-0.122970581,20040.68257,-2.339667445,-2.888922049,-0.203551527,20040.68257,1.141077517,2.911178024,-1.162880547,-2.263019323,-2.966810942,-0.199183911,0.096428841,-0.218700349,-0.528363883,-0.501477959,0.664549736,-0.407289653,0.375511177,0.090598136,0.917949617,0.386212975,-21.13634109,39.7289772,15.5161972,2
10974.85054,1097.485054,20040.69681,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281997,-24.47452736,37.1558342,11.18707275,95.91429138,82.45561981,10,20040.69681,0.301269531,0.597839355,-0.11050415,20040.69256,-2.076621698,-2.778004053,-0.110690296,20040.69256,1.156197468,2.896111086,-1.143039108,-1.999974012,-2.855892658,-0.106322691,0.147919804,-0.25805819,-0.525365233,-0.511599763,0.662920071,-0.393336954,0.379590178,0.100813709,0.9098984,0.402394682,-21.13634109,39.7289772,15.5161972,2
10984.52354,1098.452354,20040.70648,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281997,-24.47452736,37.1558342,11.18707275,95.91429138,82.45561981,10,20040.70648,0.33505249,0.55670166,-0.056350708,20040.69256,-2.076621698,-2.778004053,-0.110690296,20040.69256,1.156197468,2.896111086,-1.143039108,-1.999974012,-2.855892658,-0.106322691,0.147919804,-0.25805819,-0.525365233,-0.511599763,0.662920071,-0.393336954,0.379590178,0.100813709,0.9098984,0.402394682,-21.13634109,39.7289772,15.5161972,2
10994.20454,1099.420454,20040.71616,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281997,-24.47452736,37.1558342,11.18707275,95.91429138,82.45561981,10,20040.71616,0.353317261,0.469665527,-0.055526733,20040.71255,-1.235129372,-2.177250571,0.034992871,20040.71255,1.174394149,2.862263675,-1.114105006,-1.158481836,-2.255139112,0.039360464,0.213469326,-0.340814799,-0.480239511,-0.52696169,0.658980864,-0.370377596,0.388427644,0.121583164,0.897516489,0.423888803,-20.26366043,38.97974014,18.32628632,2
11003.86754,1100.386754,20040.72583,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281997,-24.47452736,37.1558342,11.18707275,95.91429138,82.45561981,10,20040.72583,0.368423462,0.423461914,-0.020751953,20040.72254,-0.770523343,-1.848119547,0.127862891,20040.72254,1.177146675,2.844624919,-1.10601831,-0.693876028,-1.926007628,0.132230461,0.222156942,-0.42425555,-0.484131515,-0.531856407,0.656834191,-0.362171177,0.39310259,0.131160319,0.893921077,0.428604782,-20.26366043,38.97974014,18.32628632,2
11013.54754,1101.354754,20040.73551,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281997,-24.47452736,37.1558342,11.18707275,95.91429138,82.45561981,10,20040.73551,0.367553711,0.37059021,-0.003616333,20040.72254,-0.770523343,-1.848119547,0.127862891,20040.72254,1.177146675,2.844624919,-1.10601831,-0.693876028,-1.926007628,0.132230461,0.222156942,-0.42425555,-0.484131515,-0.531856407,0.656834191,-0.362171177,0.39310259,0.131160319,0.893921077,0.428604782,-20.26366043,38.97974014,18.32628632,2
11023.22654,1102.322654,20040.74519,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281997,-24.23006058,36.7716713,14.10311127,90.55931854,77.10064697,10,20040.74519,0.336502075,0.338378906,-0.003631592,20040.74252,0.141258858,-1.164854677,0.258344469,20040.74252,1.169755073,2.80839153,-1.10259142,0.217905909,-1.242742538,0.262712032,0.219952002,-0.52178961,-0.430080861,-0.536213246,0.652462729,-0.352689167,0.402961653,0.147601709,0.89237982,0.426464528,-18.89599991,38.41276932,20.81561089,2
11032.90654,1103.290654,20040.75487,1478281996,37.3529141,-122.0348659,48.16156,1.24,270.3515625,6,10,1478281997,-24.23006058,36.7716713,14.10311127,90.55931854,77.10064697,10,20040.75487,0.292877197,0.322662354,0.021011353,20040.75251,0.523522876,-0.879402424,0.31983606,20040.75251,1.159480108,2.788930088,-1.106322023,0.600169659,-0.957290113,0.32420361,0.181780174,-0.555678248,-0.42401582,-0.535986239,0.650315974,-0.350954934,0.408213817,0.154721901,0.894057155,0.420384228,-18.89599991,38.41276932,20.81561089,2
