time(ms),time(ds),x_accel,y_accel,z_accel,g_measured,TimeInterval
9365.321,936.5321,-0.005554,-0.938065,0.197586,0.958664,3565.632624
9394.862,939.4862,0.037582,-1.009506,0.230896,1.036257,3565.662165
9424.402,942.4402,-0.156937,-0.986435,0.245117,1.028477,3565.691705
9453.94,945.394,-0.161774,-1.030167,0.340469,1.096966,3565.721243
9483.488,948.3488,-0.122528,-0.985214,0.30072,1.037349,3565.750791
9513.03,951.303,0.858459,-1.29068,0.3965,1.600006,3565.780333
9542.571,954.2571,0.584152,-1.141983,0.608368,1.419673,3565.809874
9572.111,957.2111,-0.365875,-0.373093,1.109665,1.226548,3565.839414
9601.652,960.1652,0.402802,-0.590073,0.564194,0.910357,3565.868955
9631.189,963.1189,-1.188614,-2.795639,-2.73201,4.085619,3565.898492
9660.737,966.0737,0.229568,-0.658066,0.461823,0.836082,3565.92804
9690.281,969.0281,0.257019,-0.504013,0.456284,0.726831,3565.957584
9719.822,971.9822,0.317673,-0.430374,0.399384,0.667567,3565.987125
9749.363,974.9363,0.344849,-1.186234,0.666855,1.40384,3566.016666
9778.905,977.8905,0.091766,-1.553146,0.750504,1.727409,3566.046208
9808.443,980.8443,0.355499,-1.508606,0.588852,1.658016,3566.075746
9837.986,983.7986,0.208572,-1.12851,0.600418,1.295198,3566.105289
9867.523,986.7523,0.114578,-0.715698,0.474319,0.866217,3566.134826
9897.063,989.7063,0.26503,-0.5336,0.386719,0.710296,3566.164366
9926.601,992.6601,0.338684,-0.435455,0.29361,0.624928,3566.193904
9956.141,995.6141,0.371704,-0.363892,0.275116,0.588447,3566.223444
9985.675,998.5675,0.118546,-0.292664,0.33812,0.462634,3566.252978
10015.217,1001.5217,0.157333,-0.329391,0.47049,0.595494,3566.28252
10044.755,1004.4755,0.104706,-0.721069,0.527451,0.899505,3566.312058
10074.295,1007.4295,0.258804,-0.829117,0.700226,1.115675,3566.341598
10103.835,1010.3835,-0.191605,-1.377441,0.81459,1.611712,3566.371138
10133.373,1013.3373,-0.042099,-1.118393,0.620438,1.279655,3566.400676
10162.912,1016.2912,0.080566,-1.618469,-0.416473,1.673136,3566.430215
10192.455,1019.2455,-0.360443,-2.136978,-0.325867,2.191525,3566.459758
10221.995,1022.1995,0.009964,-1.358856,0.029984,1.359223,3566.489298
10251.536,1025.1536,-0.015869,-1.194885,0.13588,1.202691,3566.518839
10281.075,1028.1075,-0.008499,-1.17247,0.177719,1.185893,3566.548378
10310.616,1031.0616,0.007477,-1.04483,0.15976,1.057,3566.577919
10340.128,1034.0128,-0.035553,-0.97261,0.254944,1.006097,3566.607431
