time (ms),  accel x,  accel y,  accel z,  magneto x,  magneto y,  magneto z,  gryo x,  gyro y,  gyro z,  linear accel x,  linear accel y,  linear accel z,  orientation x,  orientation y,  orientation z
1477622611031, 3.774459, 1.1719618, 3.5535939, -14.784, 214.764, 65.747, 0.68875057, -4.071111, -0.9016371, -0.5979819, 7.189084, -2.8375247, 9.692094, 37.8485, 34.37772
1477622611133, 14.945804, -18.257584, 6.479308, -18.635, 211.769, 55.256, 4.154189, 0.60139686, -0.85154617, 9.854443, -13.575586, -0.4724784, 10.662169, 28.517738, 36.21836
1477622611235, 5.109226, -19.608511, 1.074398, -31.275, 196.215, 46.708, 5.183497, -1.3191634, -3.7000108, -1.0042953, -20.323732, -6.559979, 14.29495, -4.182426, 38.68735
1477622611352, -6.583456, 9.527725, -19.608511, -13.778, 182.221, 37.933, -0.6133087, 2.2834144, -1.3445144, -10.552269, 18.063553, -22.357801, 0.93433744, 60.506557, 24.93651
1477622611454, 16.062698, -19.608511, 19.214666, -20.173, 203.727, 49.018, -2.9342911, -3.8655553, 2.769663, 22.290436, -20.099417, 26.774082, 344.56696, -177.13066, -39.483013
1477622611556, -7.2927384, -14.86081, -10.961852, -27.645, 203.858, 44.667, -2.1844542, -2.9874365, 1.0986412, 0.22692585, -16.144062, -4.7991967, 321.94376, -172.48097, -50.66406
1477622611658, 4.184466, -16.908451, 19.608511, -15.73, 213.938, 64.099, -4.6890016, -3.6117408, 0.5345071, 10.969637, -23.524557, 22.13021, 286.47058, -137.57262, -69.61249
1477622611759, 8.250419, 0.78050977, 7.8954787, -15.361, 217.042, 67.909, -0.6462954, 1.5274686, 0.49418998, 5.3739653, 7.042052, 0.91769266, 8.66985, 39.680027, 22.402931
1477622611861, 2.9502552, -6.3033347, 4.8099513, -18.797, 217.593, 60.269, 3.4800992, 0.63438356, -1.1068878, -1.0157647, -1.8319912, -2.96489, 10.316007, 27.126085, 27.026556
1477622611962, -8.10138, -19.608511, 9.81084, -26.664, 204.261, 48.886, 5.4895406, -1.260215, -2.9361238, -12.142151, -18.162348, 0.99317646, 12.406897, 8.480194, 24.620028
1477622612065, -3.5063083, 6.731298, -14.632164, -16.389, 183.676, 33.862, 2.5329528, 9.497122, -1.2935071, -6.7593803, 15.981117, -14.462495, 344.06674, 109.40062, 19.376286
1477622612171, -4.3400893, -1.9782091, 0.6422446, -25.906, 195.649, 31.156, -5.509088, -7.230812, 0.3912592, -0.6737995, -3.7070007, 9.571969, 305.47302, -169.8464, -22.321655
1477622612272, -0.8439561, -13.633781, -11.795034, -21.694, 200.402, 44.284, -0.57635134, -5.994726, 0.30879238, 4.5225987, -13.117183, -3.6033535, 353.0528, 176.98035, -33.229713
1477622612375, 8.729858, -19.608511, -1.8579005, -22.9, 210.22, 51.164, -6.1877594, -1.323745, 4.9028044, 11.987644, -13.270488, 4.879058, 108.235855, 139.73691, -25.806992
1477622612479, -3.2423477, 3.288436, 5.2528787, -17.956, 215.444, 72.059, -2.264172, 1.4446963, 0.5589417, -3.23265, 12.355946, 1.5178349, 7.3243833, 67.612434, -0.06127545
1477622612585, 0.53330845, 2.2469583, 3.5924997, -19.58, 216.055, 65.634, 1.4566082, -1.4712689, -0.91996306, -3.5080757, 7.66704, -3.511043, 10.778603, 33.552067, 29.636635
1477622612686, 8.125322, -19.608511, 3.5739446, -21.011, 208.485, 52.597, 5.8157425, 4.4959683, -4.1215076, 4.050277, -16.116653, -4.6340594, 13.148917, 20.859056, 26.40312
1477622612788, 12.1763115, -13.854647, 0.79966336, -27.453, 188.301, 41.973, 4.5249844, 4.5766025, -3.0277536, 8.44304, -16.074745, -7.9926186, 14.165497, -13.08446, 23.006458
1477622612893, -2.2290018, 6.005855, -19.498379, -15.528, 183.055, 39.073, -3.2275066, -1.2318097, 0.2003638, -6.366411, 14.888969, -19.120874, 344.43237, 115.0653, 24.974268
1477622612995, 13.129802, -19.608511, -1.9812019, -16.175, 201.271, 47.431, 1.1939361, 3.6685512, 3.0708196, 17.512268, -20.324362, 6.7624807, 343.63004, -175.81387, -26.620726
1477622613097, -3.899556, -11.459248, -9.547478, -27.83, 200.653, 45.527, -2.3420575, -0.54061574, 1.0079277, -2.0960755, -3.6617236, -3.880334, 122.03293, 127.332825, -13.022884
1477622613202, -0.7344214, -12.071565, 15.47193, -19.509, 213.334, 65.223, -4.4269404, -1.7318029, -0.1554652, 3.7515345, -9.340609, 23.753746, 94.00439, 163.8305, -28.442774
1477622613304, 4.7141833, -1.1264719, 4.907515, -16.551, 215.887, 67.498, -0.18020524, -1.4798211, -0.043982297, 1.83987, 5.0350657, -2.1596036, 8.832489, 38.924957, 22.132385
1477622613406, 5.357026, -9.582193, 2.0266917, -20.599, 214.958, 58.769, 3.9150352, 1.9086485, -0.56169057, 2.080823, -4.610927, -5.76583, 9.799575, 30.459427, 22.803305
1477622613510, -2.0009542, -19.608511, 9.739613, -27.275, 200.465, 48.686, 5.4208183, -1.7605137, -0.49602258, -5.577183, -18.663363, 0.657341, 10.314765, 5.5306535, 21.4925
1477622613635, -7.2544312, 6.7211227, -19.608511, -11.145, 181.658, 40.847, 0.5448918, 3.2449162, -1.0149527, -12.3719635, 14.917322, -17.934126, 324.24744, 123.30288, 31.979776
1477622613737, -6.797737, -17.101185, 19.594147, -25.86, 199.583, 38.688, -3.8481457, -5.515197, 1.2327261, -3.03437, -17.705528, 28.629753, 345.04172, -176.46686, -22.611923
1477622613841, -5.680842, -7.578247, -10.15381, -22.393, 200.297, 44.328, -0.6921103, -2.7837129, 0.643852, -4.0023136, 0.4497757, -4.777585, 126.040634, 125.05206, -11.809487
1477622613943, 15.412075, -19.608511, 17.877504, -15.274, 208.493, 61.137, -6.427219, 0.63713247, 0.73761976, 19.64112, -15.850405, 25.887634, 102.16608, 157.46672, -27.832361
1477622614045, 6.3242836, 4.288614, 9.100361, -15.989, 214.36, 69.927, -0.7458665, 0.22296582, 1.0326678, 5.1351213, 12.19895, 3.4273653, 5.850889, 53.76794, 8.549261
1477622614149, 1.5574282, -4.1186256, 5.0242324, -19.174, 214.326, 61.659, 3.0008755, 0.13591751, -0.70432764, -0.6377698, 0.15469074, -3.5250516, 8.2042885, 25.833473, 14.400725
1477622614254, -4.302979, -19.608511, 13.131, -25.834, 199.32, 48.48, 5.2338934, -1.6441438, -2.1896465, -7.5739584, -17.345118, 4.167287, 10.341743, 13.344283, 20.047707
1477622614364, -4.1258082, 12.789825, -12.067375, -13.102, 181.211, 35.643, 1.8909334, 8.687725, -1.4086553, -7.899951, 21.565536, -14.283937, 0.11871552, 63.492176, 23.27094
1477622614467, -4.2251673, -2.4492683, -1.347337, -18.443, 189.788, 32.052, -4.551557, -5.6505036, -0.44684792, -2.0385993, -4.3613644, 8.019262, 297.2382, -168.75648, -13.139981
1477622614569, -4.665102, -16.372747, -16.068087, -16.465, 196.896, 44.477, -0.34422258, -3.3368514, 0.79779, -1.6538503, -17.07422, -6.7615986, 345.807, -175.89812, -17.929747
1477622614672, 18.510172, -19.608511, -0.36631286, -18.615, 205.285, 53.373, -5.551543, -2.460565, 6.0246587, 23.496443, -14.329334, 6.2244253, 85.17358, 147.43024, -37.10959
1477622614775, -9.051878, 1.1150994, 3.9953241, -14.509, 210.417, 69.369, -2.3478606, 2.2314909, 0.4615087, -9.523734, 10.339508, 0.7001715, 6.5256395, 70.15728, 2.928302
1477622614880, -0.6596026, 0.91697925, 1.3096284, -16.194, 211.404, 62.15, 1.9022343, -1.7357736, -1.4633276, -5.0782456, 6.2065177, -5.666528, 10.576049, 32.641636, 32.34985
1477622614982, -8.49343, -19.608511, 11.550826, -16.497, 202.5, 50.979, 5.190522, 2.694832, -4.233296, -10.349793, -17.256874, 2.213047, 11.018425, 13.874752, 11.243882
1477622615086, 7.1466923, -3.0597897, -3.9348705, -18.864, 186.041, 39.733, 3.379612, 5.265353, -3.2904255, 4.768505, 6.084793, -6.5599823, 6.778728, 68.82601, 14.577709
1477622615195, -3.1184478, 3.9043443, -10.163984, -14.95, 185.527, 40.419, -4.995961, -4.106847, -0.6985244, -2.1631973, 3.0802317, -0.4388256, 344.2246, -175.1794, -5.6098614
1477622615302, -0.25438392, -12.454039, -12.786234, -12.799, 199.934, 46.173, -0.33536503, -2.1704042, 1.9419407, -0.8649332, -4.3836946, -7.248436, 187.3913, 124.61921, 4.326387
1477622615409, 16.628927, -19.608511, -5.6305637, -18.29, 208.326, 51.507, -6.8117585, -1.4532484, 4.3640213, 19.863926, -14.216721, 1.8949757, 116.50979, 146.64604, -23.261393
1477622615539, -9.640852, 1.525705, 6.4326215, -13.397, 211.831, 71.629, -2.701857, 3.3576207, 0.99021256, -11.112083, 10.955917, 4.1794076, 3.650241, 74.07339, 8.867384
1477622615664, 2.4235306, -5.9280434, 3.0478187, -16.43, 213.566, 57.945, 3.2846224, 1.3671165, -0.75625116, -2.0071287, -2.1642563, -4.849874, 10.310763, 22.56923, 29.29272
1477622615766, -0.045489833, -19.608511, 11.07438, -25.306, 200.434, 50.344, 5.315444, -1.2959507, -1.3130548, -5.1807313, -19.249966, 2.727456, 10.9489975, 2.0952864, 31.600895
1477622615867, -5.8041434, 9.650429, -11.415554, -15.585, 184.759, 35.952, 1.3808609, 6.7815204, -0.87995136, -8.673569, 18.89286, -9.829906, 310.03192, 109.53017, 17.24759
1477622615971, -5.4551888, -5.8663926, 5.5539494, -26.309, 193.545, 33.317, -4.499328, -6.461427, 0.9779953, 0.056289673, -5.6478605, 13.662354, 348.70288, 178.72311, -34.204887
1477622616077, -10.266336, -14.796765, -5.9364233, -27.359, 199.743, 45.121, -0.8924741, -6.81634, 2.7437012, -8.103094, -6.3566246, -1.4358921, 106.8518, 120.60982, -14.375686
1477622616181, 18.87409, -19.608511, 19.608511, -14.855, 211.195, 60.324, -7.6220713, 3.1242702, 2.771801, 23.068375, -13.672551, 26.192032, 90.16704, 142.74962, -32.50074
1477622616283, 8.75799, 1.1959038, 13.352463, -14.295, 216.241, 69.905, -2.0986276, -0.7254025, 0.7538077, 6.4165645, 9.016602, 7.91879, 6.4820337, 52.89101, 16.667091
1477622616388, 1.5999253, -1.9853917, 2.480393, -17.272, 217.045, 60.745, 3.0466905, 0.6062838, -0.70280045, -2.9595253, 2.295309, -5.073242, 10.477409, 25.881416, 31.115606
1477622616489, -13.025056, -19.608511, 10.727221, -24.322, 205.928, 48.995, 4.7482557, -1.6316211, -5.240002, -17.944412, -17.41403, 2.5324316, 14.202865, 12.930841, 30.976524
1477622616591, 6.2943563, -0.46447513, -8.309675, -22.653, 186.395, 34.101, 3.3872478, 6.629415, -2.25562, 3.4556065, 8.646521, -10.568359, 5.10957, 68.289215, 17.305687
1477622616693, -3.594894, 3.4769795, -4.722563, -22.244, 191.128, 30.889, -5.3973, -5.471215, -0.29993483, -1.177268, 2.5031059, 4.7313786, 337.24988, -174.3007, -14.344649
1477622616795, -3.3883939, -19.576788, -15.914259, -23.31, 201.647, 41.743, -0.36957347, -4.2629232, 1.5534303, 0.83345985, -19.911913, -7.0692587, 349.25684, -178.04164, -25.515862
1477622616897, 5.9609637, -19.608511, 2.1242554, -25.906, 209.579, 52.279, -5.4012704, -3.4171803, 5.25283, 9.823455, -12.833797, 8.070249, 91.9682, 136.30426, -33.007584
1477622617003, -8.954913, 0.8098387, 1.5478514, -16.018, 215.582, 70.297, -2.550057, 3.7904189, 0.7959574, -10.342397, 10.107969, -1.243214, 6.160221, 71.46785, 8.487147
