time,accelerometer-x,accelerometer-y,accelerometer-z,gyro-x,gyro-y,gyro-z
1478468673205,0.0,0.0,0.0,0.0,0.0,0.0#
1478468673311,-0.27542725,9.24717,1.2046949,0.029827405,0.0053263223,0.14594123#
1478468673416,0.100590825,8.950189,0.98195803,-0.07563378,-0.38775626,0.12250541#
1478468673521,0.9196875,8.988508,-0.5340894,-0.111852765,0.03089267,-0.71479243#
1478468673623,-0.68018556,10.133328,0.43110353,0.4111921,-0.27803403,0.020240024#
1478468673732,-0.2778223,8.279583,0.47181886,0.7190535,-0.10652645,0.20879184#
1478468673836,-1.8585353,7.561077,1.1687696,0.41545314,0.06498113,0.39414784#
1478468673942,-0.8933423,10.581197,-0.10777588,0.10546118,0.64768076,0.52837116#
1478468674047,-4.0882983,19.184107,-4.8163843,0.39414784,1.0162623,-0.18322548#
1478468674152,6.5144534,9.405242,-7.5946074,0.38029942,-1.1377025,-0.41438788#
1478468674259,0.69695073,2.8788135,-0.14849122,0.060720075,0.2695119,-0.12357068#
1478468674364,-1.4202466,-0.059875492,0.1101709,-0.50173956,-0.7840346,-0.25246766#
1478468674471,-2.672842,26.71884,1.4897022,-0.98856544,-1.3273195,0.48682585#
1478468674579,-4.0763235,10.770403,5.489385,0.40266997,-0.27803403,0.22264028#
1478468674684,0.60833496,6.576724,-3.3123121,0.7052051,0.20026971,-0.056459017#
1478468674789,-3.532654,-0.0071850587,0.5556446,0.7137272,-0.22264028,-1.2538162#
1478468674895,5.2882032,7.0150127,-0.21794678,-0.5400891,2.4937842,0.9033443#
1478468675002,-2.794988,12.21939,-2.1004322,0.78296936,1.087635,-0.91612744#
1478468675107,15.967596,17.222586,-7.321575,1.5371766,-0.7946873,-0.51026165#
1478468675213,-5.381609,2.4069948,2.1411476,0.17576863,0.008522116,-0.096939065#
1478468675320,1.5950831,-3.887117,0.3065625,-0.8681905,-2.2775354,-0.22690132#
1478468675426,8.749006,21.653372,-0.50774413,-0.2396845,-0.6423545,1.2016183#
1478468675532,13.2564335,11.527229,-16.278948,1.4487597,2.590723,5.168663#
1478468675638,-0.70174074,8.732242,-0.4143384,0.77870834,0.59761333,0.0031957934#
1478468675745,-1.2334352,1.0178833,-1.3076807,0.6221144,0.013848438,-0.9374327#
1478468675850,0.8262818,8.461604,-1.1591895,-0.3920173,2.1422467,1.2048141#
1478468675954,-7.4892263,8.3250885,4.8355446,1.1089402,0.99069595,-1.627724#
1478468676061,20.815115,15.560443,-4.8163843,1.5414376,-0.86392945,-1.4157364#
1478468676167,-0.8813672,3.8056862,0.102985844,0.24394555,0.6711166,0.09374327#
1478468676272,-3.5733693,-3.2117214,-0.71371585,-0.37390783,-0.8831042,-0.10972224#
1478468676379,-1.1400293,25.130941,-3.3458424,-0.38136467,-1.4817829,0.7520767#
1478468676484,3.4560134,29.667109,-0.7161109,2.961435,0.32277513,4.0501356#
1478468676590,-2.2848487,13.519886,-1.1136842,0.45593318,0.60507023,-0.06924219#
1478468676694,-1.5735279,2.1818628,-0.64186525,0.13954964,0.1438107,-1.1430287#
1478468676799,0.26584718,6.488108,-1.2525953,-0.3110572,1.6682042,1.144094#
1478468676906,-5.007986,11.194322,3.5542092,0.40266997,0.4293016,-1.3901701#
1478468677011,9.941727,24.831564,-5.719307,0.42717105,-0.41758367,0.6221144#
1478468677116,0.3903882,7.676038,1.0322535,-0.023435818,0.20879184,0.2396845#
1478468677222,-1.6741188,-1.5064673,0.19160157,-0.18642128,-0.90014845,0.06924219#
1478468677327,-3.6979103,12.075689,-0.3784131,0.05752428,-1.9068234,-0.22370553#
1478468677433,-6.5144534,12.969031,-0.23231691,0.7105314,0.55074173,0.5816344#
1478468677539,3.9757326,14.949713,1.5328126,-0.7286409,0.11717909,-0.716923#
1478468677645,0.2203418,1.3627661,-2.3447242,-0.221575,1.103614,-1.5403724#
1478468677752,-2.2920337,4.643943,-0.7664063,0.4878911,1.6426378,1.2112057#
1478468677859,-1.6573536,5.8917484,-1.2813355,0.4878911,1.6426378,1.2112057#
1478468677964,2.9841945,19.809208,-11.02188,0.61891866,-1.8844528,0.2727077#
1478468678070,-0.15088624,8.320298,1.3579761,-0.3121225,0.2876214,0.07563378#
1478468678175,-1.2861255,-1.8441651,0.31853762,-0.07882957,-1.3134711,0.04261058#
1478468678279,-1.3939015,12.343931,0.7807764,-0.23648871,-1.6213325,-0.1917476#
1478468678383,-8.346643,19.152971,-8.052056,0.27377295,0.7914915,0.21518342#
1478468678489,2.3710694,14.863492,1.463357,-0.30360037,0.0958738,-0.92784536#
1478468678596,-0.81191164,1.7866846,-0.74006104,0.09267801,0.5773733,-1.5073493#
1478468678703,-0.27303225,5.9061184,-1.0849439,-0.19920446,1.1408982,1.2399678#
1478468678819,-3.9445972,11.199112,3.915857,0.08948222,0.31318775,-0.49534798#
1478468678926,6.2989016,21.006718,-11.623031,0.5294364,-0.99708754,-0.44101948#
1478468679031,-0.37362307,8.878338,0.7448511,-0.41971418,0.37603834,0.14168017#
1478468679143,-0.043110352,-0.21794678,-0.16286133,0.007456851,-1.4860439,0.45699844#
