time (ms),  accel x,  accel y,  accel z,  gryo x,  gyro y,  gyro z,  linear accel x,  linear accel y,  linear accel z,  orientation x,  orientation y,  orientation z
1469406540847, 1.5406688, 9.309854, 0.40102878, -0.28496864, -0.13591751, -0.24220806, -0.39790452, -0.28226948, -0.23419806, 159.53621, -77.99359, 11.425609
1469406540948, 0.95588505, 9.785102, 0.23642741, -0.15027285, -0.16432275, -0.08124508, -0.81804204, 0.17300224, -0.5580039, 160.24608, -78.568214, 10.4563675
1469406541053, 1.3281834, 9.601347, 0.13946225, -0.09407325, -0.10293079, 0.028710667, -0.4198054, -0.008952141, -0.7306255, 161.39334, -78.51527, 10.308665
1469406541155, 1.412579, 9.625888, 0.1376666, -0.09773844, -0.053145275, -0.042455133, -0.36316037, 0.021583557, -0.74239254, 163.03616, -78.340645, 10.4751215
1469406541260, 1.0941502, 9.7719345, 0.44711718, -0.06994407, -0.19211712, -0.0018325958, -0.6560267, 0.1663866, -0.4698054, 164.38179, -78.37668, 10.326287
1469406541368, 1.4987702, 9.676167, 0.1412579, -0.058948494, -0.33475417, 0.013133603, -0.3092171, 0.07728195, -0.7322493, 165.55144, -78.185005, 10.666911
1469406541471, 1.3976152, 9.54209, 0.13347675, -0.04428773, -0.3390302, -0.05955936, -0.42473865, -0.05936241, -0.67987907, 166.63126, -78.25852, 10.746896
1469406541579, 1.389834, 9.51755, 0.3309984, -0.0033597588, -0.1386664, -0.060170226, -0.3935405, -0.09633732, -0.41943535, 168.08199, -78.62105, 10.508906
1469406541681, 0.9391256, 9.598354, 0.27712885, 0.056505036, -0.006414085, -0.051618114, -0.7991069, -0.02918911, -0.40061614, 169.61604, -79.0328, 10.234376
1469406541785, 1.2455834, 9.537901, 0.23762453, 0.111177474, -0.0125227375, -0.040927973, -0.4456389, -0.1062479, -0.3106243, 171.04625, -79.555016, 9.946399
1469406541888, 0.9235633, 9.626487, 0.095169514, 0.20525073, -0.21471913, -0.039095376, -0.7255979, -0.033516884, -0.27222413, 171.7996, -80.07901, 9.688165
1469406541991, 0.31004912, 9.532514, 0.06584055, 0.38423425, -0.29657507, 0.05589417, -1.3077466, -0.13977528, 0.06761399, 171.27512, -99.49536, 9.495446
1469406542095, 0.59376204, 9.46847, -1.0654198, 0.52106804, -0.32834008, 0.15271631, -1.1075107, -0.17466831, -0.5306793, 173.28839, -100.477516, 10.005343
1469406542198, 1.638831, 9.466674, -1.7711107, 0.4978552, -0.5338962, 0.21288654, -0.21992493, -0.082886696, -0.5376853, 174.46886, -103.148415, 11.014507
1469406542300, 0.6075287, 9.763555, 0.15263036, 0.22999077, -0.7021896, 0.30298916, -1.3081043, 0.30320835, 1.8854332, 175.47081, -105.271866, 11.44709
1469406542403, 0.7691373, 10.583569, -2.0392613, -0.66859204, -3.0094275, 0.37934732, -1.109484, 1.128048, -0.2408278, 184.19113, -105.378555, 11.237184
1469406542512, 4.345476, 9.7324295, -2.5839422, -0.5525276, -2.2898283, 0.37018433, 2.8433933, 0.26127815, -0.5317576, 208.62193, -105.03036, 9.011802
1469406542615, 4.015076, 9.096769, -1.9512744, -0.025961773, -0.9074403, 1.0882565, 2.0775082, -0.3175993, -0.0055377483, 215.78772, -106.26055, 11.629639
1469406542718, 0.76075757, 9.476849, -2.2601264, -0.47616947, -1.4850134, 0.86345804, -2.0026474, 0.27211857, -0.30898237, 215.93677, -110.178734, 16.710585
1469406542828, 1.5346833, 10.038289, -1.6166847, -0.72021013, -1.1823297, -0.25625798, -0.99066484, 0.7218332, 0.11441147, 223.086, -108.19229, 15.166338
1469406542930, 0.12689269, 9.076419, -1.520318, -0.6786713, -1.1588113, -0.030848695, -2.0537848, -0.38947105, -0.17422545, 231.35889, -105.14844, 12.973014
1469406543034, 1.4047978, 9.500193, -0.46387658, -0.6462954, -1.4077389, -0.52015173, -0.20845139, -0.11703205, 0.5738169, 246.65923, -101.27971, 9.522471
1469406543136, 4.0892963, 8.227076, -1.376666, -0.3631594, -2.0069978, 0.09437868, 2.8905518, -1.4844351, -0.7286293, 258.75974, -97.98747, 7.036736
1469406543239, -1.2437878, 9.51755, 0.03232172, 0.047647487, 1.6245961, 0.27885997, -2.6621127, -0.17299366, 0.53439736, 258.50845, -98.8254, 8.326788
1469406543345, 1.9524715, 9.394249, -0.6655881, -0.22632557, -0.226631, 0.42088616, 0.10146451, -0.22601032, -0.22425476, 254.74808, -101.18873, 10.891025
