time,accelerometer-x,accelerometer-y,accelerometer-z,gyro-x,gyro-y,gyro-z
1478467899294,0.0,0.0,0.0,0.0,0.0,0.0#
1478467899398,0.0,0.0,0.0,0.0,0.0,0.0#
1478467899505,0.0,0.0,0.0,0.0,0.0,0.0#
1478467899611,-0.122146,8.746612,0.94603276,0.26205507,-0.024501082,-0.27696875#
1478467899717,-0.25866213,9.261541,-0.09340577,0.47830373,-0.7946873,-0.41545314#
1478467899822,-4.023633,11.781101,-0.9268726,0.30360037,-0.16405073,0.15339808#
1478467899929,-0.98195803,7.33355,-3.1087356,-0.27696875,-0.8404937,0.65726817#
1478467900034,-2.0309765,9.390872,-0.60594,-0.2396845,-0.51771855,0.38136467#
1478467900139,-0.41194338,8.4304695,0.17004639,-0.49215218,-0.75633776,0.084155895#
1478467900245,-0.6394702,8.590936,1.343606,-0.3323625,-0.16937704,0.017044231#
1478467900352,-0.5963599,8.59333,1.4058765,-0.3323625,-0.16937704,0.017044231#
1478467900458,-0.08861572,8.176597,2.5411158,-0.017044231,0.5422196,0.41971418#
1478467900564,-2.9650342,10.317744,-4.495452,-0.12357068,-0.13528858,-0.49215218#
1478467900669,-0.5939649,9.982442,-1.6932789,0.17044231,1.0471549,0.41971418#
1478467900774,-0.70174074,7.0054326,-1.0466236,0.07350325,0.2972088,-0.15765914#
1478467900880,-1.0753639,9.462723,-0.7831714,0.082025364,-0.21411815,-0.1470065#
1478467900985,2.2800586,8.904683,-0.23950197,0.11930962,-0.43995422,-0.101200126#
1478467901090,2.0094216,9.22801,-0.8861573,0.11824436,0.002130529,-0.22796659#
1478467901196,-3.8559816,12.700789,-0.14370118,0.58056915,-0.05219796,-0.37071204#
1478467901303,-3.5182838,7.6209526,-0.06945557,-0.18535602,-0.644485,-0.4048005#
1478467901409,-3.1087356,8.440049,-1.2430152,0.16937704,-0.386691,0.22903186#
1478467901513,-1.3555812,10.051897,-0.26584718,-0.221575,-0.9896307,-0.12144015#
1478467901619,0.5939649,9.031619,1.0298585,0.221575,0.12250541,0.43888897#
1478467901725,2.2106032,5.257068,-2.184258,0.26738137,1.4551512,0.72011876#
1478467901831,-2.6560767,15.895745,1.1424243,-0.101200126,0.9768475,0.011717909#
1478467901937,-1.3986914,4.8834453,-0.31374758,0.14061491,0.27057716,-0.17470337#
1478467902044,-3.7482057,9.366921,-0.9148975,-0.8426242,-1.4008228,-0.033023197#
1478467902150,-3.278782,10.583591,-0.8382569,-0.294013,-0.74035877,0.10652645#
1478467902255,-0.20118165,10.425521,-1.4130616,-0.20026971,0.64768076,0.7052051#
1478467902362,1.5232325,5.4822,-0.2203418,0.03195793,1.7449032,1.0801781#
1478467902468,0.64186525,6.3947024,-2.675237,0.1949434,2.1965754,-0.15339808#
1478467902575,1.22146,7.192244,1.1663746,-0.40373522,-0.09161274,0.8277105#
1478467902681,-1.5639478,5.249883,-0.79035646,-0.23755397,-1.3624732,-0.4111921#
1478467902787,0.3520679,9.235196,-1.1879297,-0.070307456,-1.2772521,0.023435818#
