time(ms),time(ds),locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationHeadingTimestamp_since1970,locationHeadingX,locationHeadingY,locationHeadingZ,locationTrueHeading,locationMagneticHeading,locationHeadingAccuracy,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionMagneticFieldCalibrationAccuracy,activityTimestamp_sinceReboot
300.266,30.0266,1478282194,37.35307327,-122.0347955,55.16296,0.21,359.6484375,6,10,1478282195,38.05678558,27.95678329,-1.023162842,284.754425,271.2957458,15,20238.98145,0.455535889,0.842163086,-0.289764404,20238.9707,-0.099368399,-0.002290851,-0.017079118,20238.9707,1.504363112,0.994078256,-0.98575707,-0.023389433,-0.082868375,-0.014795547,0.003670975,0.010761497,0.005693379,-0.590703909,0.022571998,0.364333782,0.719597313,0.462912291,0.833690405,-0.301118791,37.43653107,27.68356133,-0.759313583,1,20238.74399
309.96,30.996,1478282194,37.35307327,-122.0347955,55.16296,0.21,359.6484375,6,10,1478282195,38.05678558,27.95678329,-1.023162842,284.754425,271.2957458,15,20238.99114,0.453384399,0.842163086,-0.284378052,20238.98069,-0.094075367,0.005077583,-0.023411849,20238.98069,1.504653763,0.99361402,-0.98635981,-0.018097226,-0.075499602,-0.021129008,-0.006815368,0.008139977,0.011295008,-0.590746512,0.022110018,0.36439739,0.719544473,0.462351263,0.834023118,-0.301059425,37.43653107,27.68356133,-0.759313583,1,20238.74399
319.646,31.9646,1478282194,37.35307327,-122.0347955,55.16296,0.21,359.6484375,6,10,1478282195,38.12663269,27.74723816,-1.224258423,284.7614441,271.3027649,15,20239.00083,0.451004028,0.847915649,-0.283035278,20238.99069,-0.095157143,0.00717935,-0.0255256,20238.99069,1.505009877,0.993279602,-0.98707235,-0.019180181,-0.073397271,-0.023243582,-0.008368138,0.00774706,0.016511444,-0.590835916,0.02163729,0.364413753,0.719477147,0.461752534,0.834416032,-0.300889492,37.40901566,27.7195549,-0.801359177,1,20238.74399
329.319,32.9319,1478282195,37.35307327,-122.0347955,53.55084,0,359.6484375,6,10,1478282195,38.33618164,27.95678329,-1.291297913,284.7651672,271.306488,15,20239.0105,0.444702148,0.846572876,-0.28288269,20238.99069,-0.095157143,0.00717935,-0.0255256,20238.99069,1.505009877,0.993279602,-0.98707235,-0.019180181,-0.073397271,-0.023243582,-0.008368138,0.00774706,0.016511444,-0.590835916,0.02163729,0.364413753,0.719477147,0.461752534,0.834416032,-0.300889492,37.40901566,27.7195549,-0.801359177,1,20238.74399
339.023,33.9023,1478282195,37.35307327,-122.0347955,53.55084,0,359.6484375,6,10,1478282195,38.33618164,27.95678329,-1.291297913,284.7651672,271.306488,15,20239.02021,0.457641602,0.840072632,-0.275421143,20239.01067,-0.091024183,0.03563203,-0.044456947,20239.01067,1.505382799,0.992544975,-0.988261642,-0.015048647,-0.044943921,-0.042176027,-0.015997872,0.011501979,0.017803339,-0.590950299,0.020850163,0.364413499,0.719406573,0.460700035,0.835070908,-0.300686032,37.40901566,27.7195549,-0.801359177,1,20238.74399
348.711,34.8711,1478282195,37.35307327,-122.0347955,53.55084,0,359.6484375,6,10,1478282195,38.33618164,27.95678329,-1.291297913,284.7651672,271.306488,15,20239.02989,0.457092285,0.84677124,-0.271911621,20239.02066,-0.074006584,0.031327829,-0.055180431,20239.02066,1.505565744,0.99245919,-0.989077269,0.001967225,-0.049247097,-0.052899919,-0.00246213,0.004553302,0.024931993,-0.591103977,0.020482193,0.364263589,0.719366809,0.46010372,0.835519314,-0.30035314,37.37001038,27.77176285,-0.813455582,1,20238.74399
358.384,35.8384,1478282195,37.35307327,-122.0347955,53.55084,0,359.6484375,6,10,1478282195,38.33618164,27.95678329,-1.291297913,284.7651672,271.306488,15,20239.03957,0.455169678,0.85874939,-0.274261475,20239.04062,-0.045083056,0.029348035,-0.038126347,20239.04062,1.504806971,0.991090069,-0.990059147,0.03088871,-0.051225733,-0.035846442,-0.001913226,0.01071281,0.02862164,-0.59104858,0.019873222,0.364105063,0.719509648,0.459005505,0.836058438,-0.300533265,37.37001038,27.77176285,-0.813455582,1,20238.74399
368.086,36.8086,1478282195,37.35307327,-122.0347955,53.55084,0,359.6484375,6,10,1478282195,38.33618164,27.95678329,-1.291297913,284.7651672,271.306488,15,20239.04927,0.459976196,0.858688354,-0.282440186,20239.04062,-0.045083056,0.029348035,-0.038126347,20239.04062,1.504806971,0.991090069,-0.990059147,0.03088871,-0.051225733,-0.035846442,-0.001913226,0.01071281,0.02862164,-0.59104858,0.019873222,0.364105063,0.719509648,0.459005505,0.836058438,-0.300533265,37.37001038,27.77176285,-0.813455582,1,20238.74399
377.774,37.7774,1478282195,37.35307327,-122.0347955,53.55084,0,359.6484375,6,10,1478282195,38.51080322,27.78216171,-1.391853333,284.7528992,271.29422,15,20239.05896,0.463119507,0.851089478,-0.297836304,20239.05063,-0.057831076,0.033654367,-0.027403928,20239.05063,1.504715184,0.990716065,-0.990597117,0.018139042,-0.046918504,-0.025124755,0.001459384,0.022334892,0.018018164,-0.59109008,0.019579141,0.364023581,0.719524848,0.458516806,0.836353481,-0.300458342,37.33266449,27.82100487,-0.845122337,1,20238.74399
387.455,38.7455,1478282195,37.35307327,-122.0347955,53.55084,0,359.6484375,6,10,1478282195,38.51080322,27.78216171,-1.391853333,284.7528992,271.29422,15,20239.06864,0.474700928,0.848129272,-0.306427002,20239.06063,-0.077105704,0.038869635,-0.036954822,20239.06063,1.504492678,0.990158748,-0.990973456,-0.001136254,-0.041702788,-0.034675866,0.005033417,0.014529769,0.002704857,-0.591063783,0.019313823,0.363997017,0.719567059,0.458086103,0.836559713,-0.300541162,37.33266449,27.82100487,-0.845122337,1,20238.74399
397.15,39.715,1478282195,37.35307327,-122.0347955,53.55084,0,359.6484375,6,10,1478282195,38.51080322,27.78216171,-1.391853333,284.7528992,271.29422,15,20239.07833,0.475875854,0.84274292,-0.311325073,20239.07062,-0.090014312,0.04404176,-0.052913282,20239.07062,1.504353546,0.989717657,-0.991256611,-0.014044895,-0.036530476,-0.050633729,0.016945465,0.011414465,-0.005813851,-0.591040346,0.019098006,0.363993637,0.71959378,0.457755476,0.836714804,-0.300613165,37.33266449,27.82100487,-0.845122337,1,20238.74399
406.838,40.6838,1478282195,37.35307327,-122.0347955,53.55084,0,359.6484375,6,10,1478282195,38.72034454,28.20124817,-1.391853333,284.7513733,271.2926941,15,20239.08802,0.470031738,0.836425781,-0.309768677,20239.07062,-0.090014312,0.04404176,-0.052913282,20239.07062,1.504353546,0.989717657,-0.991256611,-0.014044895,-0.036530476,-0.050633729,0.016945465,0.011414465,-0.005813851,-0.591040346,0.019098006,0.363993637,0.71959378,0.457755476,0.836714804,-0.300613165,37.33266449,27.82100487,-0.845122337,1,20238.74399
416.526,41.6526,1478282195,37.35307327,-122.0347955,53.55084,0,359.6484375,6,10,1478282195,38.61557007,28.09648132,-1.626472473,284.7371216,271.2784424,15,20239.09771,0.474899292,0.838363647,-0.30708313,20239.08059,-0.08375615,0.034329744,-0.078634625,20239.08059,1.503845142,0.988865917,-0.991292946,-0.007786119,-0.046242386,-0.076353468,0.012557884,-0.000308925,-0.008782458,-0.590887957,0.018929151,0.36405164,0.719694041,0.457473844,0.836734712,-0.30098623,37.30013275,27.86384583,-0.869682312,1,20238.74399
426.217,42.6217,1478282195,37.35307327,-122.0347955,53.55084,0,359.6484375,6,10,1478282195,38.61557007,28.09648132,-1.626472473,284.7371216,271.2784424,15,20239.1074,0.47593689,0.83934021,-0.303878784,20239.10058,-0.052824067,0.021600101,-0.084108486,20239.10058,1.501814591,0.986033271,-0.992278877,0.023146033,-0.058971774,-0.081826337,0.018967971,0.001089444,-0.005257786,-0.590556748,0.01816743,0.363866256,0.720079176,0.455931336,0.837274194,-0.301825345,37.30013275,27.86384583,-0.869682312,1,20238.74399
435.904,43.5904,1478282195,37.35307327,-122.0347955,53.55084,0,359.6484375,6,10,1478282195,38.61557007,28.09648132,-1.626472473,284.7371216,271.2784424,15,20239.11709,0.469024658,0.836303711,-0.303222656,20239.10058,-0.052824067,0.021600101,-0.084108486,20239.10058,1.501814591,0.986033271,-0.992278877,0.023146033,-0.058971774,-0.081826337,0.018967971,0.001089444,-0.005257786,-0.590556748,0.01816743,0.363866256,0.720079176,0.455931336,0.837274194,-0.301825345,37.30013275,27.86384583,-0.869682312,1,20238.74399
