time (ms),time (ds),locationTimestamp_since1970,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroRotationX,gyroRotationY,gyroRotationZ,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,altimeterRelativeAltitude,altimeterPressure
19714.7665,1971.47665,1478109681,-0.106582642,1.297790527,-0.447189331,0.818968374,0.296666824,0.264334451,-2.893338599,-2.171938465,-1.094724196,0.894722998,0.222962394,0.269968063,0.099857166,0.456687629,-0.658571064,0.147149603,-0.337894205,0.50618784,-0.377948612,0.888801873,0.259202749,5.869311333,36.72983932,18.04971695,-0.7856636,101.4278
19724.4235,1972.44235,1478109681,-0.003723145,1.261108398,-0.464797974,0.818968374,0.296666824,0.264334451,-2.893338599,-2.171938465,-1.094724196,0.894722998,0.222962394,0.269968063,0.099857166,0.456687629,-0.658571064,0.147149603,-0.337894205,0.50618784,-0.377948612,0.888801873,0.259202749,5.869311333,36.72983932,18.04971695,-0.7856636,101.4278
19734.0975,1973.40975,1478109681,0.022781372,1.19833374,-0.443572998,1.324072295,0.132917038,0.279639904,-2.873606473,-2.153455268,-1.104070207,1.399826527,0.059212893,0.285273492,0.371998757,0.368062198,-0.712389469,0.146312176,-0.338472302,0.511508322,-0.375721902,0.8930462,0.247591481,5.869311333,36.72983932,18.04971695,-0.7856636,101.4278
19743.8015,1974.38015,1478109681,0.046356201,1.104049683,-0.347320557,1.903230736,0.162583055,0.388684633,-2.843271136,-2.125592581,-1.116953244,1.978984833,0.088879064,0.394318223,0.395444185,0.299564898,-0.674521029,0.144780971,-0.339140978,0.519142927,-0.372662812,0.898768842,0.230948031,6.081381798,37.22924042,16.92107391,-0.7856636,101.4278
19753.4695,1975.34695,1478109681,0.089324951,1.014968872,-0.175888062,2.485819063,0.356800735,0.558101093,-2.801107969,-2.085262858,-1.133735078,2.561573267,0.28309682,0.56373471,0.414843827,0.198050201,-0.555603564,0.143258541,-0.340398738,0.529138163,-0.368487626,0.905999482,0.208283007,6.081381798,37.22924042,16.92107391,-0.7856636,101.4278
19763.1575,1976.31575,1478109681,0.108352661,1.019210815,0.007507324,2.485819063,0.356800735,0.558101093,-2.801107969,-2.085262858,-1.133735078,2.561573267,0.28309682,0.56373471,0.414843827,0.198050201,-0.555603564,0.143258541,-0.340398738,0.529138163,-0.368487626,0.905999482,0.208283007,6.081381798,37.22924042,16.92107391,-0.7856636,101.4278
19772.8345,1977.28345,1478109681,-0.004302979,1.087722778,0.128829956,3.801100529,0.800400815,1.194239463,-2.593490085,-1.876795277,-1.200216111,3.87685442,0.726697087,1.19987309,0.453685552,0.087093443,-0.101590775,0.141191096,-0.346321756,0.570536759,-0.345332891,0.932117403,0.109098099,6.40090847,37.93576813,15.14026928,-0.8007336,101.428
19782.5025,1978.25025,1478109681,-0.237594604,1.170211792,0.145248413,3.801100529,0.800400815,1.194239463,-2.593490085,-1.876795277,-1.200216111,3.87685442,0.726697087,1.19987309,0.453685552,0.087093443,-0.101590775,0.141191096,-0.346321756,0.570536759,-0.345332891,0.932117403,0.109098099,6.40090847,37.93576813,15.14026928,-0.8007336,101.428
19792.1875,1979.21875,1478109681,-0.504699707,1.338729858,0.119354248,3.801100529,0.800400815,1.194239463,-2.593490085,-1.876795277,-1.200216111,3.87685442,0.726697087,1.19987309,0.453685552,0.087093443,-0.101590775,0.141191096,-0.346321756,0.570536759,-0.345332891,0.932117403,0.109098099,6.40090847,37.93576813,15.14026928,-0.8007336,101.428
19801.8675,1980.18675,1478109681,-0.739151001,1.414428711,0.255142212,3.257413796,0.05505979,1.385450435,-2.28116609,-1.568439462,-1.258207477,3.333167315,-0.018643465,1.391083956,-0.1971775,0.387189239,0.120079041,0.140437957,-0.346922589,0.616447169,-0.307522207,0.951540649,-0.00072479,7.355764389,39.12639236,11.1508007,-0.8007336,101.428
19811.5455,1981.15455,1478109681,-0.88609314,1.473678589,0.49961853,3.257413796,0.05505979,1.385450435,-2.28116609,-1.568439462,-1.258207477,3.333167315,-0.018643465,1.391083956,-0.1971775,0.387189239,0.120079041,0.140437957,-0.346922589,0.616447169,-0.307522207,0.951540649,-0.00072479,7.355764389,39.12639236,11.1508007,-0.8007336,101.428
19821.1945,1982.11945,1478109681,-0.931411743,1.490875244,0.655807495,3.001149522,0.046345128,1.36941421,-2.17498972,-1.467866626,-1.27036613,3.07690239,-0.027357757,1.375047684,-0.59172821,0.518469334,0.530024886,0.139559603,-0.344585368,0.629653952,-0.294364929,0.955209255,-0.030406348,7.355764389,39.12639236,11.1508007,-0.8007336,101.428
19830.9005,1983.09005,1478109681,-0.892211914,1.461257935,0.620071411,2.363590355,0.931201173,1.079554426,-1.9744414,-1.265121686,-1.28348617,2.439342976,0.857498467,1.085187912,-0.661174119,0.531865656,0.741084993,0.141919529,-0.344137593,0.651312577,-0.270237654,0.959009588,-0.085277513,9.439060211,39.83562851,5.774864197,-0.8007336,101.428
19840.5795,1984.05795,1478109681,-0.824249268,1.374145508,0.518005371,2.363590355,0.931201173,1.079554426,-1.9744414,-1.265121686,-1.28348617,2.439342976,0.857498467,1.085187912,-0.661174119,0.531865656,0.741084993,0.141919529,-0.344137593,0.651312577,-0.270237654,0.959009588,-0.085277513,9.439060211,39.83562851,5.774864197,-0.8007336,101.428
19850.2555,1985.02555,1478109681,-0.738021851,1.201080322,0.431777954,2.363590355,0.931201173,1.079554426,-1.9744414,-1.265121686,-1.28348617,2.439342976,0.857498467,1.085187912,-0.661174119,0.531865656,0.741084993,0.141919529,-0.344137593,0.651312577,-0.270237654,0.959009588,-0.085277513,9.439060211,39.83562851,5.774864197,-0.8007336,101.428
19859.9295,1985.99295,1478109681,-0.61177063,1.039199829,0.300521851,1.290737774,1.453850798,0.952704867,-1.831317994,-1.104219326,-1.287473831,1.366490245,1.380148411,0.95833832,-0.488354504,0.240948379,0.557527184,0.149618508,-0.348229593,0.664538009,-0.249667332,0.960131943,-0.12574923,10.27427673,39.85546112,3.911954165,-0.8007336,101.428
19869.6045,1986.96045,1478109681,-0.489349365,1.030502319,0.113861084,0.80288155,1.818352596,1.171080615,-1.780832968,-1.039203805,-1.292585745,0.878633857,1.744650483,1.176714063,-0.3750346,0.077651411,0.439736426,0.156981624,-0.350543407,0.668376097,-0.236736029,0.961548388,-0.139214575,10.27427673,39.85546112,3.911954165,-0.8007336,101.428
19879.2695,1987.92695,1478109681,-0.407699585,1.142868042,0.041244507,0.80288155,1.818352596,1.171080615,-1.780832968,-1.039203805,-1.292585745,0.878633857,1.744650483,1.176714063,-0.3750346,0.077651411,0.439736426,0.156981624,-0.350543407,0.668376097,-0.236736029,0.961548388,-0.139214575,10.27427673,39.85546112,3.911954165,-0.8007336,101.428
19888.9435,1988.89435,1478109681,-0.408660889,1.145889282,-0.046005249,0.566607762,2.077895488,1.499365286,-1.679714839,-0.902623126,-1.308293775,0.642359853,2.004193544,1.504998803,-0.204005241,0.177124441,0.202017397,0.176630488,-0.354526346,0.674312626,-0.203694344,0.965743601,-0.16077289,11.38489437,39.64205933,2.865918159,-0.8007336,101.428
19898.6295,1989.86295,1478109681,-0.502075195,1.065460205,-0.108474731,1.044605763,1.734510959,1.419990569,-1.614192878,-0.821206166,-1.313100606,1.120357633,1.660809159,1.425623894,-0.222116575,0.178909481,0.127636015,0.185559209,-0.356063185,0.678262224,-0.186544314,0.966979802,-0.173641264,11.38489437,39.64205933,2.865918159,-0.8007336,101.428
19908.3075,1990.83075,1478109681,-0.539581299,0.963394165,-0.046554565,1.044605763,1.734510959,1.419990569,-1.614192878,-0.821206166,-1.313100606,1.120357633,1.660809159,1.425623894,-0.222116575,0.178909481,0.127636015,0.185559209,-0.356063185,0.678262224,-0.186544314,0.966979802,-0.173641264,11.38489437,39.64205933,2.865918159,-0.8007336,101.428
19917.9795,1991.79795,1478109681,-0.553833008,0.839187622,-0.018264771,1.767160249,0.514681447,1.063772533,-1.53592052,-0.737958629,-1.309379311,1.842911839,0.440979958,1.069405913,-0.365701765,-0.002630556,0.144657746,0.18873006,-0.355976525,0.684753146,-0.173879519,0.966024697,-0.191212311,12.91971779,39.19680023,2.452278614,-0.8007336,101.428
19927.6645,1992.76645,1478109681,-0.444885254,0.775695801,0.034408569,1.767160249,0.514681447,1.063772533,-1.53592052,-0.737958629,-1.309379311,1.842911839,0.440979958,1.069405913,-0.365701765,-0.002630556,0.144657746,0.18873006,-0.355976525,0.684753146,-0.173879519,0.966024697,-0.191212311,12.91971779,39.19680023,2.452278614,-0.8007336,101.428
19937.3445,1993.73445,1478109681,-0.296279907,0.726882935,0.061355591,2.140921858,-0.556877903,0.590632937,-1.394123319,-0.609677494,-1.283789891,2.216673374,-0.630579233,0.59626627,-0.282791406,-0.183399796,0.266488761,0.182311939,-0.352705434,0.701169721,-0.162093848,0.959095597,-0.232080206,12.91971779,39.19680023,2.452278614,-0.8007336,101.428
19947.0385,1994.70385,1478109681,-0.152389526,0.674957275,0.100646973,2.075222739,-0.600014455,0.486659932,-1.338088722,-0.562638836,-1.268629531,2.150973797,-0.673715472,0.492293268,-0.13753967,-0.227810979,0.313071817,0.177708587,-0.350890945,0.709037138,-0.158740237,0.954693913,-0.251716226,13.7891655,38.97628403,-0.17413044,-0.8007336,101.428
19956.7165,1995.67165,1478109681,-0.103683472,0.696044922,0.145584106,2.075222739,-0.600014455,0.486659932,-1.338088722,-0.562638836,-1.268629531,2.150973797,-0.673715472,0.492293268,-0.13753967,-0.227810979,0.313071817,0.177708587,-0.350890945,0.709037138,-0.158740237,0.954693913,-0.251716226,13.7891655,38.97628403,-0.17413044,-0.8007336,101.428
19966.3945,1996.63945,1478109681,-0.1353302,0.722427368,0.185073853,2.138635268,-1.296829489,0.464687522,-1.242843855,-0.492034145,-1.236338124,2.214386225,-1.370530367,0.47032088,0.051391814,-0.248543382,0.434901595,0.16587774,-0.345409082,0.724811221,-0.155075282,0.944588304,-0.289317489,13.7891655,38.97628403,-0.17413044,-0.8007336,101.428
19976.0735,1997.60735,1478109681,-0.117752075,0.678619385,0.185424805,2.216592651,-1.702663281,0.415746344,-1.20022202,-0.468885175,-1.218064176,2.292343378,-1.77636385,0.421379656,0.020781802,-0.216004997,0.493251979,0.156989436,-0.340851699,0.733422918,-0.156112,0.938432336,-0.308178127,13.7891655,38.97628403,-0.17413044,-0.8007336,101.428
19985.7525,1998.57525,1478109681,-0.144470215,0.660522461,0.17539978,2.031216666,-1.836931607,0.456078587,-1.125402358,-0.436615924,-1.182647709,2.106967211,-1.910632014,0.461711913,0.042295817,-0.246991962,0.528394639,0.138250439,-0.330260429,0.749941973,-0.160047889,0.925611377,-0.342969835,14.37861252,38.52639771,-4.27718544,-0.8007336,101.428
19995.4305,1999.54305,1478109681,-0.157226563,0.630523682,0.146469116,2.031216666,-1.836931607,0.456078587,-1.125402358,-0.436615924,-1.182647709,2.106967211,-1.910632014,0.461711913,0.042295817,-0.246991962,0.528394639,0.138250439,-0.330260429,0.749941973,-0.160047889,0.925611377,-0.342969835,14.37861252,38.52639771,-4.27718544,-0.8007336,101.428
20005.1075,2000.51075,1478109681,-0.214172363,0.587631226,0.186553955,1.865704932,-1.953675535,0.429324205,-1.093293853,-0.426705331,-1.166620945,1.941455126,-2.027375698,0.434957504,0.005533747,-0.288903326,0.504467845,0.128851275,-0.324404186,0.757470315,-0.162760302,0.919426978,-0.357998699,14.37861252,38.52639771,-4.27718544,-0.8007336,101.428
20014.7865,2001.47865,1478109681,-0.272872925,0.485809326,0.185913086,1.725173117,-2.098732859,0.29231735,-1.066732528,-0.423883784,-1.151207078,1.800923228,-2.172432899,0.297950625,-0.046613291,-0.325625122,0.557885051,0.118617493,-0.318362319,0.764402374,-0.167559072,0.913256347,-0.371331125,14.53352833,37.97518921,-7.482219696,-0.8007336,101.428
20024.4415,2002.44415,1478109681,-0.329147339,0.397918701,0.219741821,1.425422086,-2.042714597,0.153103533,-1.04678053,-0.426973893,-1.13759938,1.501172066,-2.116414547,0.15873681,-0.099036604,-0.421819061,0.568001628,0.108489009,-0.312721417,0.770226962,-0.173836321,0.907628417,-0.382088512,14.53352833,37.97518921,-7.482219696,-0.8007336,101.428
20034.1455,2003.41455,1478109681,-0.359436035,0.278411865,0.243942261,1.023980113,-1.901248545,-0.022590264,-1.034302113,-0.435856108,-1.126770466,1.099729896,-1.974948287,-0.016957007,-0.147785082,-0.50511086,0.609158516,0.098903687,-0.307743315,0.774598209,-0.181362256,0.903029561,-0.389416665,14.31907845,37.65836716,-9.280815125,-0.8007336,101.428
20043.8215,2004.38215,1478109681,-0.379318237,0.20173645,0.28237915,1.023980113,-1.901248545,-0.022590264,-1.034302113,-0.435856108,-1.126770466,1.099729896,-1.974948287,-0.016957007,-0.147785082,-0.50511086,0.609158516,0.098903687,-0.307743315,0.774598209,-0.181362256,0.903029561,-0.389416665,14.31907845,37.65836716,-9.280815125,-0.8007336,101.428
20053.4915,2005.34915,1478109681,-0.376907349,0.126785278,0.272109985,0.058669971,-1.478718864,-0.385343164,-1.03370993,-0.469591951,-1.115466265,0.13441962,-1.55241847,-0.379709929,-0.180317521,-0.696379483,0.674535334,0.082753498,-0.300712991,0.778235056,-0.199000716,0.898115933,-0.392156214,14.31907845,37.65836716,-9.280815125,-0.8007336,101.428
20063.1785,2006.31785,1478109681,-0.359985352,0.121734619,0.215164185,-0.460357222,-1.279227858,-0.581774997,-1.04706377,-0.4955975,-1.115275799,-0.384607881,-1.352927089,-0.576141775,-0.167695493,-0.77124685,0.659109533,0.076241076,-0.298838643,0.777299966,-0.209211856,0.898032129,-0.386999547,13.53367138,37.60955048,-10.56803703,-0.8007336,101.428
20072.8565,2007.28565,1478109681,-0.364181519,0.180145264,0.108200073,-1.326604162,-1.00951249,-0.99946971,-1.101997615,-0.568238603,-1.12315544,-1.250854969,-1.083211541,-0.993836462,-0.127053201,-0.779736102,0.579983532,0.065472059,-0.298185265,0.770386404,-0.23293215,0.901470721,-0.364819318,13.53367138,37.60955048,-10.56803703,-0.8007336,101.428
20082.5285,2008.25285,1478109681,-0.343093872,0.246459961,-0.001174927,-1.326604162,-1.00951249,-0.99946971,-1.101997615,-0.568238603,-1.12315544,-1.250854969,-1.083211541,-0.993836462,-0.127053201,-0.779736102,0.579983532,0.065472059,-0.298185265,0.770386404,-0.23293215,0.901470721,-0.364819318,13.53367138,37.60955048,-10.56803703,-0.8007336,101.428
20092.2125,2009.22125,1478109681,-0.30418396,0.327346802,-0.082473755,-1.718332522,-0.967537077,-1.170828946,-1.143705699,-0.61637907,-1.129651308,-1.642583609,-1.041235924,-1.165195704,-0.096266218,-0.657803416,0.347226977,0.060578027,-0.299063303,0.764697385,-0.246827647,0.904263377,-0.348401904,13.53367138,37.60955048,-10.56803703,-0.8007336,101.428
20101.8905,2010.18905,1478109681,-0.267379761,0.454833984,-0.213577271,-2.153198498,-1.000076112,-1.247911747,-1.194861416,-0.673337298,-1.137999352,-2.077449799,-1.073774695,-1.242278457,-0.042639617,-0.580449402,0.245399058,0.055974919,-0.300129541,0.757534597,-0.261544347,0.907796204,-0.327872813,11.66377354,38.53162766,-9.412345886,-0.8007336,101.428
20111.5675,2011.15675,1478109681,-0.20652771,0.612045288,-0.469421387,-2.495604582,-1.174845259,-1.233569026,-1.254137579,-0.739161399,-1.147771938,-2.419855833,-1.248543859,-1.22793591,0.009174669,-0.457017541,0.08981096,0.051407366,-0.300699599,0.749182131,-0.276554435,0.911851525,-0.303388238,11.66377354,38.53162766,-9.412345886,-0.8007336,101.428
20121.2465,2012.12465,1478109681,-0.155776978,0.863891602,-0.801971436,-2.695091593,-1.513723719,-1.082127572,-1.318405368,-0.81289247,-1.158327907,-2.619343042,-1.587422252,-1.076494455,0.084616967,-0.304088801,-0.193861783,0.046368447,-0.299794912,0.740204576,-0.291144669,0.916134119,-0.275559604,10.50471687,39.20424652,-7.874005318,-0.8007336,101.428
20130.9255,2013.09255,1478109681,-0.142349243,1.250961304,-1.039993286,-2.695091593,-1.513723719,-1.082127572,-1.318405368,-0.81289247,-1.158327907,-2.619343042,-1.587422252,-1.076494455,0.084616967,-0.304088801,-0.193861783,0.046368447,-0.299794912,0.740204576,-0.291144669,0.916134119,-0.275559604,10.50471687,39.20424652,-7.874005318,-0.8007336,101.428
20140.5915,2014.05915,1478109681,-0.218933105,1.763626099,-1.087142944,-2.048189524,-1.387807865,-0.698829982,-1.437088295,-0.955143625,-1.175384308,-1.972441077,-1.461506128,-0.693196833,0.172117338,0.328123361,-0.817550242,0.036206889,-0.294716363,0.724129681,-0.314466566,0.922837913,-0.222443059,10.50471687,39.20424652,-7.874005318,-0.8007336,101.428
20150.2855,2015.02855,1478109681,-0.36416626,2.307449341,-1.251159668,-2.048189524,-1.387807865,-0.698829982,-1.437088295,-0.955143625,-1.175384308,-1.972441077,-1.461506128,-0.693196833,0.172117338,0.328123361,-0.817550242,0.036206889,-0.294716363,0.724129681,-0.314466566,0.922837913,-0.222443059,10.50471687,39.20424652,-7.874005318,-0.8007336,101.428
20159.9635,2015.99635,1478109681,-0.511398315,2.616119385,-1.296936035,-0.270042937,-0.708555846,-0.451174909,-1.491638673,-1.02470778,-1.175573552,-0.194294944,-0.782253802,-0.445541799,-0.03514792,1.384538531,-1.051203251,0.028309793,-0.292501544,0.717231512,-0.329018354,0.92291081,-0.199956387,9.199064255,39.90911484,-5.653502464,-0.8007336,101.428
20169.6415,2016.96415,1478109681,-0.531829834,2.414642334,-1.045028687,0.747834809,-0.234946202,0.255801683,-1.468192186,-1.011820744,-1.169954074,0.82358259,-0.308643937,0.261434793,-0.180592328,1.695386648,-1.090009212,0.023612783,-0.289893684,0.720711517,-0.330805987,0.920732677,-0.206926882,9.199064255,39.90911484,-5.653502464,-0.8007336,101.428
20179.3215,2017.93215,1478109681,-0.434417725,2.013809204,-0.823944092,0.747834809,-0.234946202,0.255801683,-1.468192186,-1.011820744,-1.169954074,0.82358259,-0.308643937,0.261434793,-0.180592328,1.695386648,-1.090009212,0.023612783,-0.289893684,0.720711517,-0.330805987,0.920732677,-0.206926882,9.199064255,39.90911484,-5.653502464,-0.8007336,101.428
20188.9925,2018.89925,1478109681,-0.248138428,1.521011353,-0.671051025,1.04613495,-0.408841034,0.493115435,-1.439430014,-0.989693361,-1.168014726,1.121882677,-0.48253879,0.498748541,-0.10677918,1.093834996,-0.608768761,0.021918862,-0.287046453,0.724701307,-0.327638537,0.919974208,-0.215175301,8.816346169,39.93018341,-6.097100258,-0.8007336,101.428
20198.6785,2019.86785,1478109681,-0.097732544,1.057601929,-0.410339355,1.20743303,-0.559941337,0.670908602,-1.403875638,-0.962991918,-1.166226592,1.283180237,-0.63363862,0.676541626,0.074988417,0.601739526,-0.446265966,0.01992611,-0.28300174,0.729590666,-0.323126853,0.919271827,-0.224785045,8.816346169,39.93018341,-6.097100258,-0.8007336,101.428
20208.3575,2020.83575,1478109681,-0.097000122,0.659332275,-0.20211792,1.20743303,-0.559941337,0.670908602,-1.403875638,-0.962991918,-1.166226592,1.283180237,-0.63363862,0.676541626,0.074988417,0.601739526,-0.446265966,0.01992611,-0.28300174,0.729590666,-0.323126853,0.919271827,-0.224785045,8.816346169,39.93018341,-6.097100258,-0.8007336,101.428
20218.0215,2021.80215,1478109681,-0.259384155,0.429794312,-0.253219604,1.037385667,-0.560197267,0.793721607,-1.368170134,-0.936661871,-1.165667113,1.113132834,-0.633894324,0.799354672,0.220511079,-0.259719193,0.031400859,0.018297877,-0.278272521,0.734386679,-0.317511201,0.919051468,-0.233518779,9.238332748,39.65502548,-7.173157215,-0.8007336,101.428
20227.7165,2022.77165,1478109681,-0.420211792,0.380584717,-0.226318359,0.246612179,-0.157280968,0.342117397,-1.324761078,-0.905061598,-1.167244195,0.322359115,-0.230977893,0.347750455,0.0494502,-0.489877611,-0.010681154,0.017072763,-0.27154945,0.739952783,-0.308834344,0.919671893,-0.242538452,9.238332748,39.65502548,-7.173157215,-0.8007336,101.428
20237.3955,2023.73955,1478109681,-0.447525024,0.476516724,-0.216400146,0.246612179,-0.157280968,0.342117397,-1.324761078,-0.905061598,-1.167244195,0.322359115,-0.230977893,0.347750455,0.0494502,-0.489877611,-0.010681154,0.017072763,-0.27154945,0.739952783,-0.308834344,0.919671893,-0.242538452,9.238332748,39.65502548,-7.173157215,-0.8007336,101.428
20247.0725,2024.70725,1478109681,-0.429763794,0.641937256,-0.131027222,-0.379667436,0.196273374,0.081072483,-1.325231824,-0.90507,-1.16919147,-0.303920805,0.122576743,0.086705498,-0.140097663,-0.443918109,0.025029164,0.017848898,-0.271143983,0.739726703,-0.307427347,0.920434833,-0.241429314,9.804044724,39.35789108,-8.009953499,-0.8007336,101.428
20256.7515,2025.67515,1478109681,-0.407272339,0.876998901,-0.031768799,-1.429579813,0.743944729,0.045213551,-1.367097372,-0.934645004,-1.182046804,-1.353833437,0.67024821,0.050846558,-0.124875285,-0.283446491,0.094156943,0.024135801,-0.273563281,0.733317947,-0.304888517,0.925383747,-0.225184157,9.804044724,39.35789108,-8.009953499,-0.8007336,101.428
20266.4155,2026.64155,1478109681,-0.366455078,1.193161011,0.02986145,-1.429579813,0.743944729,0.045213551,-1.367097372,-0.934645004,-1.182046804,-1.353833437,0.67024821,0.050846558,-0.124875285,-0.283446491,0.094156943,0.024135801,-0.273563281,0.733317947,-0.304888517,0.925383747,-0.225184157,9.804044724,39.35789108,-8.009953499,-0.8007336,101.428
20276.1085,2027.61085,1478109681,-0.389724731,1.482772827,0.088134766,-1.584584577,1.019373909,0.222040257,-1.39650619,-0.953158113,-1.192193636,-1.508838415,0.945677698,0.227673233,-0.065120921,0.263978988,0.243914008,0.029926485,-0.275452231,0.728801997,-0.301334143,0.929181993,-0.214052558,9.964403152,39.55986404,-6.711932182,-0.8007336,101.428
20285.7845,2028.57845,1478109681,-0.516296387,1.568405151,0.022109985,-0.885822772,1.95108854,0.462901606,-1.435418462,-0.958878736,-1.211919944,-0.810076773,1.87739253,0.468534559,-0.10223233,0.546480775,0.289890319,0.046718477,-0.281707431,0.722162519,-0.287492394,0.936292052,-0.201755553,9.964403152,39.55986404,-6.711932182,-0.8007336,101.428
20295.4375,2029.54375,1478109681,-0.725357056,1.458572388,-0.081680298,-0.885822772,1.95108854,0.462901606,-1.435418462,-0.958878736,-1.211919944,-0.810076773,1.87739253,0.468534559,-0.10223233,0.546480775,0.289890319,0.046718477,-0.281707431,0.722162519,-0.287492394,0.936292052,-0.201755553,9.964403152,39.55986404,-6.711932182,-0.8007336,101.428
20305.1395,2030.51395,1478109681,-0.870819092,1.275421143,-0.108673096,-0.530701426,2.063220671,0.424438636,-1.440397551,-0.94368049,-1.218657362,-0.454924762,1.989440918,0.430035561,-0.44607836,0.51993525,0.120714806,0.0560497,-0.286208166,0.720612542,-0.279278696,0.938637137,-0.202395096,10.67679882,39.63728333,-4.920771599,-0.8007336,101.428
20314.8185,2031.48185,1478109681,-0.794784546,1.026611328,0.10194397,-0.530701426,2.063220671,0.424438636,-1.440397551,-0.94368049,-1.218657362,-0.454924762,1.989440918,0.430035561,-0.44607836,0.51993525,0.120714806,0.0560497,-0.286208166,0.720612542,-0.279278696,0.938637137,-0.202395096,10.67679882,39.63728333,-4.920771599,-0.8007336,101.428
20324.4915,2032.44915,1478109681,-0.650665283,0.726913452,0.333862305,-0.252007477,1.74507492,0.042174352,-1.445151359,-0.913311874,-1.225080572,-0.176230997,1.671295166,0.047771279,-0.526557922,0.085778184,0.309036911,0.070640033,-0.295472135,0.718500301,-0.268226594,0.940833151,-0.207092926,10.67679882,39.63728333,-4.920771599,-0.8007336,101.428
20334.1755,2033.41755,1478109681,-0.551437378,0.482437134,0.480255127,-0.267335301,1.939383947,-0.173654348,-1.451297613,-0.901030077,-1.225227626,-0.191559106,1.865604639,-0.168057442,-0.385110795,-0.213969514,0.544147968,0.077017415,-0.301469118,0.717118673,-0.265554488,0.940882981,-0.210285649,11.15205574,39.60903549,-4.009754658,-0.8007336,101.428
20343.8385,2034.38385,1478109681,-0.477233887,0.36366272,0.561157227,-0.267335301,1.939383947,-0.173654348,-1.451297613,-0.901030077,-1.225227626,-0.191559106,1.865604639,-0.168057442,-0.385110795,-0.213969514,0.544147968,0.077017415,-0.301469118,0.717118673,-0.265554488,0.940882981,-0.210285649,11.15205574,39.60903549,-4.009754658,-0.8007336,101.428
20353.5125,2035.35125,1478109681,-0.357727051,0.310699463,0.633346558,-1.06084279,2.298351164,-0.553104204,-1.495753044,-0.900860811,-1.227112799,-0.985066712,2.224571705,-0.547507346,-0.213105813,-0.577857137,0.7703861,0.091564529,-0.316807751,0.710103705,-0.264128059,0.941519856,-0.209228843,11.15205574,39.60903549,-4.009754658,-0.8007336,101.428
20363.2115,2036.32115,1478109681,-0.248718262,0.373077393,0.643417358,-1.435730916,2.562613443,-0.73397492,-1.538203273,-0.916666592,-1.229533345,-1.359955192,2.48883462,-0.728378057,-0.092134424,-0.631633282,0.836987376,0.100024901,-0.326147642,0.703880767,-0.265592635,0.942332745,-0.203640833,10.88972759,39.80406952,-2.524287224,-0.8007336,101.428
20372.8905,2037.28905,1478109681,-0.182861328,0.535079956,0.622665405,-1.435730916,2.562613443,-0.73397492,-1.538203273,-0.916666592,-1.229533345,-1.359955192,2.48883462,-0.728378057,-0.092134424,-0.631633282,0.836987376,0.100024901,-0.326147642,0.703880767,-0.265592635,0.942332745,-0.203640833,10.88972759,39.80406952,-2.524287224,-0.8007336,101.428
20382.5595,2038.25595,1478109681,-0.15032959,0.73815918,0.606521606,-1.61930048,2.470943976,-1.098896965,-1.64743114,-0.969068398,-1.232407593,-1.543524861,2.39716506,-1.093300104,0.090799086,-0.408210814,0.810581565,0.1169175,-0.346894046,0.688202446,-0.273660421,0.94329077,-0.187916175,10.88972759,39.80406952,-2.524287224,-0.8007336,101.428
20392.2495,2039.22495,1478109681,-0.22946167,0.990036011,0.556671143,-1.398208308,1.859698439,-1.158481732,-1.70094064,-0.999979126,-1.230473124,-1.322432876,1.785919785,-1.152884841,0.13054274,-0.204487652,0.786875963,0.122430528,-0.356125941,0.680699257,-0.280872315,0.942646861,-0.180354327,9.846374512,40.15431213,0.046712399,-0.8007336,101.428
20401.9135,2040.19135,1478109681,-0.300811768,1.165740967,0.452697754,-1.398208308,1.859698439,-1.158481732,-1.70094064,-0.999979126,-1.230473124,-1.322432876,1.785919785,-1.152884841,0.13054274,-0.204487652,0.786875963,0.122430528,-0.356125941,0.680699257,-0.280872315,0.942646861,-0.180354327,9.846374512,40.15431213,0.046712399,-0.8007336,101.428
20411.6005,2041.16005,1478109681,-0.325485229,1.257629395,0.291870117,-1.165484248,0.073424683,-1.039860276,-1.792287926,-1.072236911,-1.223481237,-1.089709044,-0.000353689,-1.034263372,-0.001870321,0.225450993,0.615451455,0.124357928,-0.366373223,0.668690901,-0.298941433,0.940289974,-0.162753716,9.846374512,40.15431213,0.046712399,-0.8007336,101.428
20421.2735,2042.12735,1478109682,-0.303405762,1.315994263,0.073471069,-1.237614102,-0.83093662,-0.909086283,-1.8343285,-1.118446782,-1.220328958,-1.161839128,-0.904714763,-0.90348947,-0.016680334,0.318417042,0.441935748,0.121211674,-0.366665247,0.663769099,-0.308804899,0.939212322,-0.150065646,8.532381058,40.42012787,1.653393745,-0.8007336,101.428
