time (ms),time (ds),locationTimestamp_since1970,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroRotationX,gyroRotationY,gyroRotationZ,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,altimeterRelativeAltitude,altimeterPressure
6551.882542,655.1882542,1478109668,-0.651138306,1.381408691,0.36831665,3.287093128,0.494055531,1.766716832,-2.489199788,-1.636245342,-1.206895411,3.362553835,0.42136994,1.772910595,-0.153293014,0.277993649,-0.168831736,0.174899616,-0.400455635,0.572709536,-0.355160356,0.934515536,0.023278143,4.276878357,38.70996094,13.87693024,-0.6932364,101.4267
6561.542542,656.1542542,1478109668,-0.680053711,1.395355225,0.647033691,2.832223882,0.875407682,1.970307508,-2.305590991,-1.452611823,-1.242839068,2.907684088,0.802722454,1.976501226,-0.331275403,0.43470639,0.406296492,0.178601402,-0.398578977,0.600103921,-0.319862902,0.946702302,-0.037979834,4.276878357,38.70996094,13.87693024,-0.6932364,101.4267
6571.238542,657.1238542,1478109668,-0.669998169,1.497131348,0.896881104,2.832223882,0.875407682,1.970307508,-2.305590991,-1.452611823,-1.242839068,2.907684088,0.802722454,1.976501226,-0.331275403,0.43470639,0.406296492,0.178601402,-0.398578977,0.600103921,-0.319862902,0.946702302,-0.037979834,4.276878357,38.70996094,13.87693024,-0.6932364,101.4267
6580.915542,658.0915542,1478109668,-0.59161377,1.664413452,0.778549194,2.532469655,1.725470326,2.116654069,-2.209855671,-1.347622226,-1.258869738,2.607929707,1.652785301,2.122847795,-0.370716333,0.545387268,0.964804471,0.184433167,-0.399373226,0.611933595,-0.299281836,0.95174408,-0.067923397,6.841201782,39.77918243,8.951909065,-0.6932364,101.4267
6590.564542,659.0564542,1478109668,-0.433670044,1.70942688,0.312561035,0.974593122,2.78069065,2.169302101,-2.052539555,-1.1455243,-1.289083189,1.050052881,2.708005905,2.175495625,-0.338374674,0.703832865,0.893243968,0.207498283,-0.405962356,0.626531678,-0.253239095,0.960580587,-0.114694752,6.841201782,39.77918243,8.951909065,-0.7404547,101.4273
6600.271542,660.0271542,1478109668,-0.211715698,1.594390869,-0.20954895,0.974593122,2.78069065,2.169302101,-2.052539555,-1.1455243,-1.289083189,1.050052881,2.708005905,2.175495625,-0.338374674,0.703832865,0.893243968,0.207498283,-0.405962356,0.626531678,-0.253239095,0.960580587,-0.114694752,6.841201782,39.77918243,8.951909065,-0.7404547,101.4273
6609.943542,660.9943542,1478109668,-0.209747314,1.510543823,-0.491104126,0.284903376,2.205128808,2.422043012,-1.996738628,-1.068808611,-1.307922581,0.360362828,2.132444382,2.428236723,0.016081879,0.628743649,-0.084513992,0.221093616,-0.406304724,0.630423627,-0.227797583,0.965647221,-0.125034958,8.886365891,39.75715256,7.051484585,-0.7404547,101.4273
6619.616542,661.9616542,1478109668,-0.459518433,1.361541748,-0.320480347,0.976819791,1.026398796,2.480469305,-1.838017176,-0.88996731,-1.343267319,1.052278996,0.95371443,2.486662865,-0.034467176,0.53631705,-0.349121362,0.242127486,-0.399247197,0.64155519,-0.175280139,0.974226773,-0.141982779,8.886365891,39.75715256,7.051484585,-0.7404547,101.4273
6629.306542,662.9306542,1478109668,-0.564208984,1.230224609,-0.261444092,0.976819791,1.026398796,2.480469305,-1.838017176,-0.88996731,-1.343267319,1.052278996,0.95371443,2.486662865,-0.034467176,0.53631705,-0.349121362,0.242127486,-0.399247197,0.64155519,-0.175280139,0.974226773,-0.141982779,8.886365891,39.75715256,7.051484585,-0.7404547,101.4273
6638.984542,663.8984542,1478109668,-0.615234375,1.074737549,-0.106185913,1.610835622,0.471110267,2.223839112,-1.717344827,-0.766402444,-1.349858585,1.686294556,0.398426175,2.230032682,-0.41222164,0.254532218,-0.103569992,0.247934934,-0.39548581,0.650021556,-0.151987344,0.975692391,-0.157874092,11.48207474,39.12345123,6.843966484,-0.7404547,101.4273
6648.653542,664.8653542,1478109668,-0.540802002,0.942840576,0.025924683,2.342307969,-0.8958043,1.732690955,-1.463062797,-0.530322841,-1.336671042,2.417766809,-0.968488216,1.738884568,-0.497889966,0.102019906,0.093940742,0.246425832,-0.385118824,0.672121135,-0.117344417,0.972717643,-0.200126663,11.48207474,39.12345123,6.843966484,-0.7404547,101.4273
6658.340542,665.8340542,1478109668,-0.441085815,0.85949707,0.06086731,2.342307969,-0.8958043,1.732690955,-1.463062797,-0.530322841,-1.336671042,2.417766809,-0.968488216,1.738884568,-0.497889966,0.102019906,0.093940742,0.246425832,-0.385118824,0.672121135,-0.117344417,0.972717643,-0.200126663,11.48207474,39.12345123,6.843966484,-0.7404547,101.4273
6668.019542,666.8019542,1478109668,-0.340103149,0.813034058,0.083282471,2.303124348,-1.112945672,1.576784178,-1.356517352,-0.438175834,-1.323009677,2.378582954,-1.185629368,1.582977772,-0.337025374,-0.109960571,0.282955825,0.242686852,-0.379295248,0.683505209,-0.104060456,0.969457626,-0.222088516,13.86750412,38.69767761,4.41636467,-0.7404547,101.4273
6677.695542,667.7695542,1478109668,-0.238845825,0.760528564,0.083831787,2.36039536,-1.353945239,1.482532777,-1.26443028,-0.362636699,-1.306745788,2.43585372,-1.426628709,1.488726377,-0.247518376,-0.152306676,0.327301562,0.237809696,-0.373102955,0.694840796,-0.092584774,0.965340734,-0.244019091,13.86750412,38.69767761,4.41636467,-0.7404547,101.4273
6687.366542,668.7366542,1478109668,-0.176742554,0.737991333,0.067016602,2.479326808,-1.579316578,1.348922251,-1.185396009,-0.302551924,-1.287340283,2.554785013,-1.65200007,1.355115891,-0.155514523,-0.199566036,0.35080415,0.231423566,-0.36670675,0.706408058,-0.083331309,0.960094631,-0.266972363,15.15464878,38.40306091,2.205340385,-0.7404547,101.4273
6697.053542,669.7053542,1478109668,-0.180328369,0.747421265,0.072174072,2.499474687,-1.742681804,1.304570233,-1.117466188,-0.255228476,-1.266244792,2.574932814,-1.815365076,1.310763717,-0.101036593,-0.215990201,0.357168019,0.224099723,-0.360043916,0.717944353,-0.07570596,0.953981519,-0.290151417,15.15464878,38.40306091,2.205340385,-0.7404547,101.4273
6706.732542,670.6732542,1478109668,-0.178070068,0.74798584,0.087402344,2.468564974,-1.895259895,1.291299701,-1.057170458,-0.217298591,-1.244420523,2.544023037,-1.967942953,1.297493219,-0.111206762,-0.199789256,0.385246634,0.216108111,-0.352809329,0.729425704,-0.069121607,0.94721055,-0.313072562,15.15464878,38.40306091,2.205340385,-0.7404547,101.4273
6716.411542,671.6411542,1478109668,-0.22064209,0.714172363,0.100723267,2.314979143,-1.91873859,1.129897225,-1.007390258,-0.190100641,-1.223027786,2.390436888,-1.99142158,1.136090755,-0.113673128,-0.192149699,0.422063679,0.207793703,-0.345692546,0.740153585,-0.06439694,0.940135539,-0.334661335,16.69597054,37.79053497,-1.562793732,-0.7404547,101.4273
6726.090542,672.6090542,1478109668,-0.262573242,0.68447876,0.104660034,2.314979143,-1.91873859,1.129897225,-1.007390258,-0.190100641,-1.223027786,2.390436888,-1.99142158,1.136090755,-0.113673128,-0.192149699,0.422063679,0.207793703,-0.345692546,0.740153585,-0.06439694,0.940135539,-0.334661335,16.69597054,37.79053497,-1.562793732,-0.7404547,101.4273
6735.770542,673.5770542,1478109668,-0.279403687,0.597854614,0.107315063,1.975903875,-2.132193081,0.626071089,-0.93919705,-0.168794967,-1.183120823,2.051361561,-2.204875946,0.632264614,-0.199065,-0.24131155,0.477324784,0.189059079,-0.332373585,0.758854513,-0.063508235,0.92579031,-0.37266475,16.69597054,37.79053497,-1.562793732,-0.7404547,101.4273
6745.447542,674.5447542,1478109668,-0.271514893,0.512527466,0.104827881,1.763882164,-2.202236082,0.325428964,-0.920544688,-0.174229642,-1.165127186,1.839339614,-2.274918795,0.331622481,-0.210994139,-0.320983917,0.495974123,0.178360174,-0.326632662,0.766577225,-0.068409547,0.918838561,-0.38865906,17.56235504,37.06916809,-5.173230171,-0.7404547,101.4273
6755.115542,675.5115542,1478109668,-0.263671875,0.385559082,0.093658447,1.763882164,-2.202236082,0.325428964,-0.920544688,-0.174229642,-1.165127186,1.839339614,-2.274918795,0.331622481,-0.210994139,-0.320983917,0.495974123,0.178360174,-0.326632662,0.766577225,-0.068409547,0.918838561,-0.38865906,17.56235504,37.06916809,-5.173230171,-0.7404547,101.4273
6764.804542,676.4804542,1478109668,-0.281448364,0.273376465,0.111618042,0.954735261,-1.88757055,-0.176167307,-0.908104632,-0.204782117,-1.138636174,1.030192494,-1.960252881,-0.169973806,-0.178500518,-0.522504032,0.50374037,0.157831027,-0.317977791,0.777130038,-0.085171364,0.908063114,-0.410081953,17.56235504,37.06916809,-5.173230171,-0.7404547,101.4273
6774.483542,677.4483542,1478109668,-0.299972534,0.203460693,0.128967285,0.562607428,-1.714657892,-0.396385696,-0.912094724,-0.226702797,-1.130719292,0.638064384,-1.787340045,-0.390192211,-0.185696021,-0.631342411,0.526726842,0.148670676,-0.315086105,0.779919954,-0.095752336,0.904718876,-0.41510877,17.28199005,36.69775009,-7.995628357,-0.7404547,101.4273
6784.137542,678.4137542,1478109668,-0.341644287,0.130126953,0.116638184,0.562607428,-1.714657892,-0.396385696,-0.912094724,-0.226702797,-1.130719292,0.638064384,-1.787340045,-0.390192211,-0.185696021,-0.631342411,0.526726842,0.148670676,-0.315086105,0.779919954,-0.095752336,0.904718876,-0.41510877,17.28199005,36.69775009,-7.995628357,-0.7404547,101.4273
6793.841542,679.3841542,1478109668,-0.362686157,0.072814941,0.074417114,-0.93509072,-0.945993169,-1.027755144,-0.966843593,-0.316770324,-1.130064964,-0.859633923,-1.018675208,-1.021561623,-0.208758399,-0.774312973,0.52201432,0.127820554,-0.312878096,0.777685899,-0.132885888,0.904439926,-0.405376107,17.28199005,36.69775009,-7.995628357,-0.7404547,101.4273
6803.520542,680.3520542,1478109668,-0.360961914,0.066238403,0.006408691,-0.93509072,-0.945993169,-1.027755144,-0.966843593,-0.316770324,-1.130064964,-0.859633923,-1.018675208,-1.021561623,-0.208758399,-0.774312973,0.52201432,0.127820554,-0.312878096,0.777685899,-0.132885888,0.904439926,-0.405376107,17.28199005,36.69775009,-7.995628357,-0.7404547,101.4273
6813.186542,681.3186542,1478109668,-0.319900513,0.073684692,-0.057418823,-0.93509072,-0.945993169,-1.027755144,-0.966843593,-0.316770324,-1.130064964,-0.859633923,-1.018675208,-1.021561623,-0.208758399,-0.774312973,0.52201432,0.127820554,-0.312878096,0.777685899,-0.132885888,0.904439926,-0.405376107,17.28199005,36.69775009,-7.995628357,-0.7404547,101.4273
6822.877542,682.2877542,1478109668,-0.239303589,0.123657227,-0.112762451,-2.141843845,-0.53125856,-1.426822909,-1.052227497,-0.409102327,-1.151007066,-2.066387415,-0.60394007,-1.420629501,-0.1577757,-0.839490175,0.316515982,0.120252703,-0.31689918,0.765860504,-0.162124813,0.913174868,-0.373934805,15.81416702,37.11547852,-9.037445068,-0.7404547,101.4273
6832.554542,683.2554542,1478109668,-0.140289307,0.243469238,-0.27671814,-2.646133637,-0.523610494,-1.505618921,-1.111811241,-0.469480899,-1.166909388,-2.570677519,-0.596291721,-1.49942553,-0.061503224,-0.795883179,0.237712219,0.1178663,-0.319489809,0.757075687,-0.177800357,0.919540405,-0.350474656,14.7198143,37.78559113,-8.055961609,-0.7404547,101.4273
6842.212542,684.2212542,1478109668,-0.056747437,0.408508301,-0.460968018,-2.646133637,-0.523610494,-1.505618921,-1.111811241,-0.469480899,-1.166909388,-2.570677519,-0.596291721,-1.49942553,-0.061503224,-0.795883179,0.237712219,0.1178663,-0.319489809,0.757075687,-0.177800357,0.919540405,-0.350474656,14.7198143,37.78559113,-8.055961609,-0.7404547,101.4273
6851.886542,685.1886542,1478109668,0.042938232,0.664749146,-0.691238403,-2.9468482,-0.858318177,-1.502504088,-1.181245584,-0.541872474,-1.184181931,-2.87139225,-0.930999279,-1.496310711,0.137715265,-0.517682612,-0.137928352,0.114999988,-0.321165427,0.747243337,-0.194462702,0.926190913,-0.323039681,14.7198143,37.78559113,-8.055961609,-0.7404547,101.4273
6861.590542,686.1590542,1478109668,0.124343872,1.042648315,-0.842132568,-2.827992652,-1.589695716,-1.183211047,-1.334523573,-0.714016316,-1.215890598,-2.752537012,-1.662376523,-1.177017689,0.270508349,-0.272930115,-0.428618044,0.105851129,-0.319128374,0.727645015,-0.227570117,0.937679231,-0.26262036,14.7198143,37.78559113,-8.055961609,-0.7404547,101.4273
6871.272542,687.1272542,1478109668,0.170318604,1.657699585,-1.059265137,-2.827992652,-1.589695716,-1.183211047,-1.334523573,-0.714016316,-1.215890598,-2.752537012,-1.662376523,-1.177017689,0.270508349,-0.272930115,-0.428618044,0.105851129,-0.319128374,0.727645015,-0.227570117,0.937679231,-0.26262036,14.7198143,37.78559113,-8.055961609,-0.7404547,101.4273
6880.930542,688.0930542,1478109668,-0.007080078,2.615127563,-1.243988037,-1.998843279,-1.24168714,-0.994161231,-1.399642657,-0.789619611,-1.224660836,-1.923387885,-1.314367771,-0.987967908,0.411225796,0.71700877,-0.82038337,0.100953007,-0.317396762,0.720208427,-0.240907177,0.940690815,-0.238881767,12.3002615,39.23062897,-4.356964588,-0.7404547,101.4273
6890.613542,689.0613542,1478109668,-0.402069092,3.394378662,-1.111373901,-0.628756354,-0.467633511,-0.786016816,-1.436018876,-0.831116962,-1.224901014,-0.553301096,-0.540313959,-0.779823482,0.243362918,1.674355268,-1.015458345,0.09724055,-0.317714113,0.716465338,-0.250443012,0.940772295,-0.228529677,12.3002615,39.23062897,-4.356964588,-0.7404547,101.4273
6900.288542,690.0288542,1478109668,-0.420455933,3.150375366,-0.810317993,0.34283432,-0.454716114,-0.384722115,-1.440944482,-0.840440861,-1.219717624,0.418289483,-0.5273965,-0.378528774,-0.145877019,2.455376387,-0.881939054,0.09367901,-0.318162118,0.716582361,-0.256192058,0.939002275,-0.229434833,11.48048115,39.5718956,-3.403810024,-0.7404547,101.4273
6909.969542,690.9969542,1478109668,-0.160064697,2.303344727,-0.709472656,0.893505459,-0.827773051,0.259408934,-1.421047992,-0.829860311,-1.214845756,0.968960464,-0.900453269,0.265602231,-0.163333356,2.213059664,-0.575100362,0.089757977,-0.315706289,0.719679345,-0.257122576,0.937315643,-0.235217646,11.48048115,39.5718956,-3.403810024,-0.7404547,101.4273
6919.635542,691.9635542,1478109668,0.078735352,1.567779541,-0.680084229,1.279995914,-1.0650133,0.955124615,-1.337858075,-0.774718752,-1.208513739,1.35545063,-1.137693286,0.961317897,0.087850161,1.368254423,-0.456205249,0.08236998,-0.304159524,0.730835605,-0.247914866,0.935090303,-0.253267407,11.48048115,39.5718956,-3.403810024,-0.7404547,101.4273
6929.342542,692.9342542,1478109668,0.152267456,0.996704102,-0.64553833,1.279995914,-1.0650133,0.955124615,-1.337858075,-0.774718752,-1.208513739,1.35545063,-1.137693286,0.961317897,0.087850161,1.368254423,-0.456205249,0.08236998,-0.304159524,0.730835605,-0.247914866,0.935090303,-0.253267407,11.48048115,39.5718956,-3.403810024,-0.7404547,101.4273
6939.019542,693.9019542,1478109668,0.188369751,0.500411987,-0.539398193,1.233906982,-0.845880416,0.953070519,-1.292433948,-0.741907071,-1.205560791,1.309361458,-0.918560088,0.959263802,0.393604964,0.062664442,-0.382239789,0.079764356,-0.298227886,0.736688125,-0.241337508,0.934039652,-0.263298541,11.79402256,39.2790184,-5.232774258,-0.7404547,101.4273
6948.679542,694.8679542,1478109668,0.209320068,0.038330078,-0.220733643,1.123461963,-0.882577977,0.864119874,-1.250891454,-0.712313551,-1.202387206,1.198916316,-0.955257535,0.870313168,0.423747003,-0.432489455,-0.266831815,0.077261424,-0.29261932,0.742062744,-0.235377267,0.932901442,-0.272566378,11.79402256,39.2790184,-5.232774258,-0.7404547,101.4273
6958.374542,695.8374542,1478109668,0.096572876,-0.092330933,0.013916016,0.846807729,-1.035802418,0.632050418,-1.218042643,-0.692507087,-1.199237245,0.922261953,-1.108481884,0.638243675,0.441128016,-0.893432319,0.058701258,0.07387269,-0.287154266,0.746498411,-0.231807932,0.931762397,-0.27943489,12.41588783,38.90309525,-6.458863258,-0.7404547,101.4273
6968.051542,696.8051542,1478109668,-0.163146973,0.226287842,0.037353516,0.300642658,-0.70227265,0.378256759,-1.199526863,-0.684250021,-1.198006544,0.376096696,-0.774951935,0.384449989,0.326790273,-1.023645878,0.2961438,0.071080826,-0.283015915,0.749009934,-0.230217412,0.931314886,-0.282227784,12.41588783,38.90309525,-6.458863258,-0.7404547,101.4273
6977.723542,697.7723542,1478109668,-0.401199341,0.571243286,-0.003860474,-0.203707056,-0.039946351,0.200356,-1.194564115,-0.682319695,-1.199699996,-0.128253192,-0.112625487,0.206549212,0.065530352,-0.705642521,0.318800718,0.070830823,-0.281284044,0.749401689,-0.228677318,0.931930363,-0.281447202,12.41588783,38.90309525,-6.458863258,-0.7404547,101.4273
6987.408542,698.7408542,1478109668,-0.513397217,0.769241333,-0.005142212,-0.61997032,0.253216819,0.065692727,-1.199878808,-0.685893659,-1.203728729,-0.544516504,0.18053773,0.071885943,-0.173897415,-0.362140447,0.273859948,0.072273817,-0.281144071,0.748210014,-0.227301925,0.933383763,-0.277720422,12.79855537,38.62380981,-7.329423428,-0.7404547,101.4273
6997.086542,699.7086542,1478109668,-0.502853394,0.857208252,-0.018173218,-1.164196343,0.143728141,-0.102881109,-1.2180927,-0.701770565,-1.21068971,-1.088742852,0.071049288,-0.096687913,-0.285914809,-0.16661793,0.263965935,0.073878759,-0.281337467,0.745253856,-0.227482408,0.935859263,-0.269108146,12.79855537,38.62380981,-7.329423428,-0.7404547,101.4273
7006.765542,700.6765542,1478109668,-0.395141602,0.901123047,0.004653931,-1.63249591,-0.042920037,-0.258371899,-1.250162976,-0.732599015,-1.220210812,-1.55704248,-0.115598738,-0.252178699,-0.27315411,-0.081963532,0.237159133,0.0749885,-0.281367432,0.740606876,-0.229699269,0.939171791,-0.255332351,12.79855537,38.62380981,-7.329423428,-0.7404547,101.4273
7016.436542,701.6436542,1478109668,-0.248016357,0.977630615,0.009216309,-1.835714809,0.073060895,-0.311600234,-1.291570538,-0.772146268,-1.230763264,-1.760261536,0.000382262,-0.305407047,-0.162454426,-0.041620594,0.243591398,0.07628573,-0.281651394,0.734943006,-0.232687175,0.942743659,-0.238937467,12.74867916,38.83600616,-6.20951128,-0.7404547,101.4273
7026.111542,702.6111542,1478109668,-0.240112305,1.165786743,-0.17805481,-1.729680784,0.593931528,-0.18041212,-1.332887675,-0.807445072,-1.241149207,-1.654227614,0.52125299,-0.174218953,-0.014128976,0.031473983,0.233011574,0.079370628,-0.282936287,0.729276825,-0.233887389,0.946156621,-0.223795265,12.74867916,38.83600616,-6.20951128,-0.7404547,101.4273
7035.799542,703.5799542,1478109668,-0.451171875,1.269577026,-0.466506958,-1.462209662,1.261454986,0.0141302,-1.366657848,-0.829215873,-1.250870676,-1.386756778,1.188776731,0.020323347,-0.008202351,0.216527939,0.034372818,0.085068828,-0.285609244,0.724321182,-0.231909961,0.949258804,-0.212427631,12.74867916,38.83600616,-6.20951128,-0.7404547,101.4273
7045.480542,704.5480542,1478109668,-0.713806152,1.220687866,-0.67388916,-1.379818914,1.639041694,0.099044293,-1.395858617,-0.841954971,-1.260376939,-1.304365993,1.566363454,0.105237432,-0.22331652,0.317371488,-0.263070166,0.092678884,-0.289354079,0.719717041,-0.227855355,0.952205539,-0.203436807,12.597188,39.15990067,-4.139486313,-0.7404547,101.4273
7055.133542,705.5133542,1478109668,-0.827453613,1.10357666,-0.559631348,-1.379818914,1.639041694,0.099044293,-1.395858617,-0.841954971,-1.260376939,-1.304365993,1.566363454,0.105237432,-0.22331652,0.317371488,-0.263070166,0.092678884,-0.289354079,0.719717041,-0.227855355,0.952205539,-0.203436807,12.597188,39.15990067,-4.139486313,-0.7404547,101.4273
7064.839542,706.4839542,1478109668,-0.831039429,0.994613647,-0.217041016,-1.163533216,1.779171638,-0.304215821,-1.462471294,-0.873195124,-1.274896062,-1.088080525,1.706493497,-0.298022687,-0.603974819,0.147036642,-0.372312307,0.107209616,-0.298982353,0.710119059,-0.223478809,0.956539989,-0.187319055,12.597188,39.15990067,-4.139486313,-0.7404547,101.4273
7074.518542,707.4518542,1478109668,-0.769104004,0.84135437,0.014953613,-0.758529531,2.0717577,-0.72200401,-1.496612919,-0.886583935,-1.27530002,-0.683077097,1.999080062,-0.715810895,-0.60537219,0.037955917,-0.032975025,0.113336202,-0.306734976,0.705653349,-0.225667238,0.956657708,-0.184065983,12.70152092,39.2904129,-2.063173294,-0.7404547,101.4273
7084.187542,708.4187542,1478109668,-0.72605896,0.77947998,0.055465698,-0.758529531,2.0717577,-0.72200401,-1.496612919,-0.886583935,-1.27530002,-0.683077097,1.999080062,-0.715810895,-0.60537219,0.037955917,-0.032975025,0.113336202,-0.306734976,0.705653349,-0.225667238,0.956657708,-0.184065983,12.70152092,39.2904129,-2.063173294,-0.7404547,101.4273
7093.860542,709.3860542,1478109668,-0.656784058,0.802749634,0.131103516,-0.558073396,1.724343809,-1.33941157,-1.568776306,-0.917360968,-1.262680856,-0.482621133,1.651666164,-1.333218575,-0.485267788,-0.173426792,0.239824876,0.120850028,-0.326309696,0.69692293,-0.240791157,0.952906787,-0.184359178,12.70152092,39.2904129,-2.063173294,-0.7404547,101.4273
7103.553542,710.3553542,1478109668,-0.467834473,0.817398071,0.338745117,-0.758627802,1.163729225,-1.396244493,-1.612319196,-0.946533901,-1.255375724,-0.683175802,1.091051817,-1.390051484,-0.405076236,-0.147916347,0.31242466,0.121824017,-0.334574873,0.691896107,-0.251707822,0.95066601,-0.181321144,11.62387562,39.67023849,-0.692630768,-0.7404547,101.4273
7113.223542,711.3223542,1478109668,-0.255157471,0.832305908,0.468063354,-0.758627802,1.163729225,-1.396244493,-1.612319196,-0.946533901,-1.255375724,-0.683175802,1.091051817,-1.390051484,-0.405076236,-0.147916347,0.31242466,0.121824017,-0.334574873,0.691896107,-0.251707822,0.95066601,-0.181321144,11.62387562,39.67023849,-0.692630768,-0.7404547,101.4273
7122.910542,712.2910542,1478109668,-0.104019165,0.82711792,0.497970581,-0.887765815,0.642474031,-1.286156338,-1.700087646,-1.015533352,-1.242016173,-0.812313974,0.56979686,-1.279963255,0.019221077,-0.114131011,0.638279557,0.121025072,-0.347232537,0.681570011,-0.274378538,0.946436942,-0.170216233,11.62387562,39.67023849,-0.692630768,-0.7404547,101.4273
7132.588542,713.2588542,1478109668,-0.027923584,0.775848389,0.530487061,-1.019436494,0.538313273,-1.185750105,-1.742791533,-1.051042025,-1.236246411,-0.943984926,0.465636373,-1.179557085,0.180964202,-0.117440268,0.661048234,0.120421978,-0.352332314,0.676314096,-0.284983367,0.944558203,-0.163077638,10.01815414,40.10900116,0.476253033,-0.7404547,101.4273
7142.258542,714.2258542,1478109668,0.001159668,0.774734497,0.512008667,-1.019436494,0.538313273,-1.185750105,-1.742791533,-1.051042025,-1.236246411,-0.943984926,0.465636373,-1.179557085,0.180964202,-0.117440268,0.661048234,0.120421978,-0.352332314,0.676314096,-0.284983367,0.944558203,-0.163077638,10.01815414,40.10900116,0.476253033,-0.7404547,101.4273
7151.945542,715.1945542,1478109668,-0.06098938,0.849807739,0.489593506,-1.590955391,0.188410924,-0.775969242,-1.886992042,-1.179957661,-1.229451682,-1.515504003,0.115734182,-0.769776165,0.310670257,-0.167570889,0.63953805,0.12122848,-0.361258235,0.658222745,-0.309510589,0.942305386,-0.127529383,10.01815414,40.10900116,0.476253033,-0.7404547,101.4273
7161.609542,716.1609542,1478109668,-0.123443604,0.912506104,0.420272827,-1.590955391,0.188410924,-0.775969242,-1.886992042,-1.179957661,-1.229451682,-1.515504003,0.115734182,-0.769776165,0.310670257,-0.167570889,0.63953805,0.12122848,-0.361258235,0.658222745,-0.309510589,0.942305386,-0.127529383,10.01815414,40.10900116,0.476253033,-0.7404547,101.4273
7171.301542,717.1301542,1478109668,-0.179122925,0.992736816,0.320678711,-1.590955391,0.188410924,-0.775969242,-1.886992042,-1.179957661,-1.229451682,-1.515504003,0.115734182,-0.769776165,0.310670257,-0.167570889,0.63953805,0.12122848,-0.361258235,0.658222745,-0.309510589,0.942305386,-0.127529383,10.01815414,40.10900116,0.476253033,-0.7404547,101.4273
7180.981542,718.0981542,1478109668,-0.213928223,1.130767822,0.152740479,-1.671796977,0.240641372,-0.722043958,-1.938667871,-1.227145253,-1.228313994,-1.596346021,0.167965129,-0.715850949,0.137067869,0.050812881,0.433827639,0.122199944,-0.363172032,0.651675177,-0.316190809,0.941923916,-0.11314892,8.425211906,40.39542389,2.558841705,-0.7404547,101.4273
7190.657542,719.0657542,1478109668,-0.240585327,1.299819946,-0.100387573,-1.98982555,-0.043257992,-0.573221989,-2.050149298,-1.329893758,-1.226307239,-1.914332867,-0.116037495,-0.567076623,0.114035398,0.189519703,0.233312458,0.12515923,-0.365826415,0.637539822,-0.32796362,0.941248119,-0.080571979,7.982552528,40.41056061,3.547903061,-0.7404547,101.4273
7200.338542,720.0338542,1478109668,-0.272949219,1.291824341,-0.223983765,-2.197189392,-0.844489713,-0.374118207,-2.11271932,-1.395802738,-1.226418666,-2.121696949,-0.917268991,-0.367972851,0.091869503,0.358534217,-0.041608892,0.125284585,-0.363528263,0.630267041,-0.33245483,0.941285729,-0.058778681,7.982552528,40.41056061,3.547903061,-0.7404547,101.4273
7210.016542,721.0016542,1478109668,-0.26121521,1.210037231,-0.183929443,-2.197189392,-0.844489713,-0.374118207,-2.11271932,-1.395802738,-1.226418666,-2.121696949,-0.917268991,-0.367972851,0.091869503,0.358534217,-0.041608892,0.125284585,-0.363528263,0.630267041,-0.33245483,0.941285729,-0.058778681,7.982552528,40.41056061,3.547903061,-0.7404547,101.4273
7219.684542,721.9684542,1478109668,-0.303451538,1.156402588,-0.10144043,-2.238059594,-1.837034405,0.151834803,-2.244582815,-1.553373569,-1.230649271,-2.162567377,-1.909813404,0.157980129,0.072359882,0.26733163,-0.178117052,0.122793572,-0.349381239,0.617121498,-0.3335751,0.942705631,-0.005812386,7.50057888,40.17815399,6.227300644,-0.7404547,101.4273
7229.376542,722.9376542,1478109668,-0.413024902,1.057815552,-0.074768066,-2.238059594,-1.837034405,0.151834803,-2.244582815,-1.553373569,-1.230649271,-2.162567377,-1.909813404,0.157980129,0.072359882,0.26733163,-0.178117052,0.122793572,-0.349381239,0.617121498,-0.3335751,0.942705631,-0.005812386,7.50057888,40.17815399,6.227300644,-0.7404547,101.4273
7239.057542,723.9057542,1478109668,-0.478713989,0.969970703,-0.041809082,-1.924467582,-1.423809276,0.170858296,-2.302875446,-1.624779573,-1.232082738,-1.848975658,-1.496588111,0.177003592,-0.081234895,0.114632666,-0.092696585,0.121717246,-0.341906012,0.611666591,-0.33179,0.943182886,0.01792852,7.50057888,40.17815399,6.227300644,-0.7404547,101.4273
7248.708542,724.8708542,1478109668,-0.49281311,0.872680664,-0.014251709,-0.949017188,0.093727558,-0.004153466,-2.377158682,-1.705018768,-1.231157302,-0.873525441,0.020948928,0.001991822,-0.148563653,0.027095718,-0.086390711,0.123304606,-0.336365256,0.603794336,-0.330150336,0.942874968,0.044581629,7.50057888,40.17815399,6.227300644,-0.7404547,101.4273
