time(ms),time(ds),locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationHeadingTimestamp_since1970,locationHeadingX,locationHeadingY,locationHeadingZ,locationTrueHeading,locationMagneticHeading,locationHeadingAccuracy,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionMagneticFieldCalibrationAccuracy,activityTimestamp_sinceReboot
193.653,19.3653,1478282460,37.35289344,-122.0352152,46.87988,0.82,329.0625,6,10,1478282461,-0.939119339,31.69132996,-24.66570282,46.0032959,32.54462433,10,20504.80268,0.313140869,0.407409668,-0.82484436,20504.79512,-0.045405831,0.194292782,-0.069562034,20504.80009,-2.035268761,0.387310401,-0.433784124,0.066922158,0.139848486,-0.077734448,-0.040944479,-0.00055342,-0.007104364,0.048964409,0.27841925,-0.837158202,0.468242836,0.342717558,0.420307457,-0.840170443,-1.474253654,34.46883392,-25.86693001,2,20501.83445
203.335,20.3335,1478282460,37.35289344,-122.0352152,46.87988,0.82,329.0625,6,10,1478282461,-0.834344864,31.79610062,-24.8332901,45.92633057,32.467659,10,20504.81236,0.316665649,0.398834229,-0.815994263,20504.80509,0.01424445,0.239746017,-0.084066142,20504.81008,-2.036427852,0.388501463,-0.433128752,0.108594269,0.174897254,-0.065649033,-0.030681405,-0.012303018,0.015172011,0.049800857,0.278409211,-0.83742645,0.467680583,0.343822271,0.419712692,-0.840016365,-1.474253654,34.46883392,-25.86693001,2,20501.83445
213.023,21.3023,1478282460,37.35289344,-122.0352152,46.87988,0.82,329.0625,6,10,1478282461,-0.834344864,31.79610062,-24.8332901,45.92633057,32.467659,10,20504.82205,0.324157715,0.389984131,-0.801773071,20504.81511,0.031530496,0.261202307,-0.046489205,20504.81008,-2.036427852,0.388501463,-0.433128752,0.108594269,0.174897254,-0.065649033,-0.030681405,-0.012303018,0.015172011,0.049800857,0.278409211,-0.83742645,0.467680583,0.343822271,0.419712692,-0.840016365,-1.474253654,34.46883392,-25.86693001,2,20501.83445
222.682,22.2682,1478282460,37.35289344,-122.0352152,46.87988,0.82,329.0625,6,10,1478282461,-0.834344864,32.07549286,-25.03440094,46.12338638,32.66471481,10,20504.83171,0.332992554,0.381118774,-0.814697266,20504.83507,-0.059844425,0.262725103,0.024009995,20504.84006,-2.036989127,0.393860514,-0.431499331,-0.011449549,0.154331759,0.027054524,-0.024423275,-0.028249044,0.0370191,0.052561589,0.279000348,-0.837485203,0.466920358,0.348580986,0.418233186,-0.838792145,-1.437224388,34.42871094,-25.92238998,2,20501.83445
232.682,23.2682,1478282460,37.35289344,-122.0352152,46.87988,0.82,329.0625,6,10,1478282461,-0.624803543,32.14533997,-24.8332901,45.73756409,32.27889252,10,20504.84171,0.330108643,0.375549316,-0.832901001,20504.83507,-0.059844425,0.262725103,0.024009995,20504.84006,-2.036989127,0.393860514,-0.431499331,-0.011449549,0.154331759,0.027054524,-0.024423275,-0.028249044,0.0370191,0.052561589,0.279000348,-0.837485203,0.466920358,0.348580986,0.418233186,-0.838792145,-1.437224388,34.42871094,-25.92238998,2,20501.83445
242.331,24.2331,1478282460,37.35289344,-122.0352152,46.87988,0.82,329.0625,6,10,1478282461,-0.624803543,32.14533997,-24.8332901,45.73756409,32.27889252,10,20504.85136,0.3228302,0.374160767,-0.831298828,20504.83507,-0.059844425,0.262725103,0.024009995,20504.84006,-2.036989127,0.393860514,-0.431499331,-0.011449549,0.154331759,0.027054524,-0.024423275,-0.028249044,0.0370191,0.052561589,0.279000348,-0.837485203,0.466920358,0.348580986,0.418233186,-0.838792145,-1.437224388,34.42871094,-25.92238998,2,20501.83445
252.017,25.2017,1478282460,37.35289344,-122.0352152,46.87988,0.82,329.0625,6,10,1478282461,-0.624803543,32.14533997,-24.8332901,45.73756409,32.27889252,10,20504.86104,0.319702148,0.384719849,-0.839736938,20504.84509,-0.128158502,0.212877651,0.017120397,20504.84006,-2.036989127,0.393860514,-0.431499331,-0.011449549,0.154331759,0.027054524,-0.024423275,-0.028249044,0.0370191,0.052561589,0.279000348,-0.837485203,0.466920358,0.348580986,0.418233186,-0.838792145,-1.437224388,34.42871094,-25.92238998,2,20501.83445
261.69,26.169,1478282460,37.35289344,-122.0352152,46.87988,0.82,329.0625,6,10,1478282461,-0.624803543,32.14533997,-24.8332901,45.73756409,32.27889252,10,20504.87072,0.330062866,0.402740479,-0.865386963,20504.85508,-0.184863061,0.176654666,-0.00991921,20504.86007,-2.036199581,0.396365866,-0.433137741,-0.118427612,0.088281304,-0.02162409,-0.030714195,-0.035000995,-0.002453953,0.053058986,0.280255689,-0.837170538,0.46667653,0.350416332,0.419720858,-0.837283015,-1.287135124,34.38481903,-25.988451,2,20501.83445
271.367,27.1367,1478282460,37.35289344,-122.0352152,46.87988,0.82,329.0625,6,10,1478282461,-0.624803543,32.14533997,-24.8332901,45.73756409,32.27889252,10,20504.88039,0.341659546,0.40713501,-0.884277344,20504.86507,-0.205300159,0.155258563,-0.038954057,20504.87006,-2.036049066,0.397103406,-0.434497233,-0.134557009,0.05845521,-0.04540693,-0.020749906,-0.018213926,-0.02888963,0.052980354,0.280970488,-0.83706249,0.466449412,0.350812763,0.420954406,-0.836497307,-1.229802132,34.43130875,-25.9296093,2,20501.83445
281.061,28.1061,1478282460,37.35289344,-122.0352152,46.87988,0.82,329.0625,6,10,1478282461,-0.624803543,32.14533997,-24.8332901,45.73756409,32.27889252,10,20504.89009,0.349243164,0.406005859,-0.876663208,20504.86507,-0.205300159,0.155258563,-0.038954057,20504.87006,-2.036049066,0.397103406,-0.434497233,-0.134557009,0.05845521,-0.04540693,-0.020749906,-0.018213926,-0.02888963,0.052980354,0.280970488,-0.83706249,0.466449412,0.350812763,0.420954406,-0.836497307,-1.229802132,34.43130875,-25.9296093,2,20501.83445
