timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas)
680,1.954632,1.214034,2.024464,0.337795,1.885702,-0.548322,0.32383,-0.937033,0.130784,0.453163,-0.658121,-0.423249,-12.152758,-38.732113,-6.025454
700,1.982513,1.212012,2.020982,-0.056085,0.958886,0.187046,0.321794,-0.936324,0.140519,0.184462,-0.57689,-0.357758,-9.168605,-39.51963,-6.189299
720,1.993108,1.223015,2.023757,-0.38696,0.468633,0.63174,0.310871,-0.940131,0.139689,-0.023822,-0.395196,-0.29484,-9.26229,-39.439468,-6.550622
740,1.9998,1.242102,2.01634,-0.100522,-0.376512,1.132836,0.293555,-0.946465,0.134277,-0.085028,-0.123192,-0.087035,-9.26229,-39.439468,-6.550622
760,2.028996,1.26901,1.971962,0.089725,-0.689353,1.726596,0.266568,-0.954807,0.131473,-0.199505,0.037006,-0.068546,-10.367919,-39.113987,-6.839196
780,2.095057,1.304077,1.884639,0.325221,-1.092331,2.412048,0.22817,-0.964641,0.131935,-0.501989,-0.185445,-0.145256,-12.619226,-38.520088,-6.41328
800,2.210222,1.348331,1.739906,0.189024,-1.288285,2.972232,0.177046,-0.975357,0.13166,-0.508497,-0.097764,-0.149666,-12.619226,-38.520088,-6.41328
820,2.411671,1.393553,1.506748,0.205939,-1.381392,3.343045,0.11757,-0.984333,0.131396,-0.660768,-0.000988,-0.238757,-16.0163,-37.367943,-5.593484
840,2.781051,1.428743,1.110339,0.077649,-0.934482,3.829878,0.049945,-0.989927,0.132474,-0.788486,-0.141588,-0.065289,-19.908209,-35.576061,-4.709473
860,-2.916261,1.432364,0.505724,0.07991,-0.313476,3.862,-0.030831,-0.990434,0.134502,-0.529838,0.179169,0.260807,-19.908209,-35.576061,-4.709473
880,-2.53484,1.408968,0.123111,-0.155346,0.470476,2.762148,-0.091873,-0.986934,0.132363,0.148681,-0.438603,0.159934,-24.103903,-32.944904,-4.219885
900,-2.223167,1.367793,-0.176155,-0.465887,0.846411,3.659941,-0.160211,-0.979465,0.122393,-0.255912,-0.660626,-0.26224,-26.976307,-30.537458,-4.89027
920,-2.029913,1.312834,-0.359932,-0.361524,0.838697,3.180631,-0.228693,-0.966912,0.113054,-0.018942,0.604439,0.307173,-26.976307,-30.537458,-4.89027
940,-1.898654,1.260156,-0.481723,-0.519122,0.505022,3.086507,-0.289387,-0.952138,0.09843,-0.159328,0.370351,-0.06364,-29.825832,-27.568081,-5.88156
960,-1.809054,1.210326,-0.565581,-0.782782,0.589796,2.552233,-0.342751,-0.935731,0.083244,-0.462364,0.023988,0.347328,-31.37874,-25.623968,-6.554311
980,-1.725421,1.169313,-0.636664,-0.925042,1.050105,2.175963,-0.386122,-0.920482,0.060184,-0.101488,-0.075444,0.034054,-33.061012,-23.033951,-7.783236
1000,-1.653473,1.129885,-0.695909,-1.027036,0.768276,2.069162,-0.425306,-0.904363,0.035243,0.103819,-0.009944,0.015721,-33.061012,-23.033951,-7.783236
1020,-1.59595,1.08694,-0.750702,-1.099036,0.176322,2.311833,-0.465049,-0.885207,0.0117,0.21096,-0.111008,0.007144,-34.221016,-20.647717,-9.314838
1040,-1.562624,1.043113,-0.79151,-0.872154,-0.257231,2.047873,-0.503517,-0.863976,-0.004115,-0.093285,0.020317,-0.179509,-35.485111,-17.989264,-10.06804
1060,-1.547355,1.006547,-0.817083,-0.577822,-0.370352,1.689276,-0.534634,-0.84499,-0.012535,-0.085193,-0.002345,-0.221337,-35.485111,-17.989264,-10.06804
1080,-1.544667,0.976189,-0.830025,-0.293847,-0.363002,1.401015,-0.559992,-0.828369,-0.014636,-0.217733,0.008346,-0.047437,-36.509392,-15.812451,-10.059963
1100,-1.544901,0.952467,-0.834652,-0.086548,-0.122921,1.026369,-0.57948,-0.814848,-0.015009,-0.216083,-0.03264,-0.052725,-36.509392,-15.812451,-10.059963
1120,-1.549243,0.938073,-0.831056,0.205592,-0.040921,0.548475,-0.591206,-0.80642,-0.012745,-0.38409,-0.285179,0.02811,-37.360691,-13.868073,-9.799369
1140,-1.562023,0.932903,-0.815725,0.594415,-0.007002,0.094182,-0.595482,-0.803352,-0.005224,-0.443947,-1.002236,0.194052,-37.574455,-13.392336,-9.6425
1160,-1.581444,0.935253,-0.791316,0.742615,0.140055,-0.203872,-0.593581,-0.804749,0.00632,-0.428834,-1.533645,0.44183,-37.574455,-13.392336,-9.6425
1180,-1.601215,0.93184,-0.757347,1.289101,0.258727,0.404468,-0.596082,-0.802718,0.018138,0.203641,-2.539704,0.235524,-37.522369,-13.691063,-9.423306
1200,-1.661191,0.921375,-0.697888,2.007194,-1.147581,0.302026,-0.602257,-0.796434,0.05459,1.694908,-3.030257,0.289069,-37.548035,-13.696435,-9.312615
1220,-1.727405,0.941559,-0.648606,0.521991,-0.975441,-2.451742,-0.581326,-0.808477,0.091793,2.967968,-1.893702,0.762196,-37.755135,-14.33816,-7.289678
1240,-1.679291,0.950899,-0.706414,-2.988441,0.767712,3.321991,-0.577536,-0.813938,0.062906,2.674796,-2.545269,0.086721,-37.755135,-14.33816,-7.289678
1260,-1.628511,0.813651,-0.765211,0.472591,-0.465244,7.507841,-0.685706,-0.726799,0.039619,1.02024,-0.18148,-1.532722,-37.894958,-13.531254,-8.065323
1280,-1.565503,0.619881,-0.754549,0.516113,4.879031,11.265227,-0.813936,-0.580938,-0.004309,1.572817,-2.781061,0.501592,-37.894958,-13.531254,-8.065323
1300,-1.496797,0.398104,-0.736335,-0.458897,3.286806,9.79376,-0.919275,-0.387671,-0.06815,2.39448,-4.858804,0.371602,-39.326504,0.6495,-11.712235
1320,-1.449012,0.253631,-0.79297,-4.461089,0.378665,5.377928,-0.960838,-0.250921,-0.117597,2.677833,-2.85673,1.092587,-38.003471,6.921887,-13.856252
1340,-1.440611,0.157954,-0.860359,-3.187455,-0.308691,4.293147,-0.979194,-0.157298,-0.128201,2.983848,-2.097326,0.647366,-35.606754,15.214729,-13.595709
1360,-1.427305,0.058927,-0.87563,-0.225734,1.259729,5.054179,-0.988005,-0.058893,-0.142752,3.051207,-1.708884,0.738287,-35.606754,15.214729,-13.595709
1380,-1.389664,-0.022262,-0.838143,1.791022,2.21145,3.511854,-0.983397,0.022261,-0.180099,1.870909,-0.910597,0.364181,-32.366814,21.577633,-13.075446
1400,-1.345128,-0.045427,-0.794312,1.889261,1.748752,0.280149,-0.973639,0.045411,-0.223527,0.762137,1.509856,0.067475,-29.340824,23.671286,-16.215996
1420,-1.335925,0.023331,-0.764886,2.442325,-0.436389,-5.366745,-0.97228,-0.023329,-0.232655,0.410848,2.250029,-0.084408,-29.340824,23.671286,-16.215996
1440,-1.390206,0.151683,-0.767958,2.913568,8.583991,-10.841629,-0.972443,-0.151102,-0.177548,-1.746765,7.349588,1.161358,-31.171513,19.805029,-17.896078
1460,-1.309697,0.439102,-0.729851,4.631588,1.586517,-12.642145,-0.874456,-0.425127,-0.233653,3.463918,-2.378279,-2.428669,-34.686665,7.936801,-20.445404
1480,-1.326709,0.71889,-0.690267,4.423023,0.239067,-11.665744,-0.730231,-0.65855,-0.181866,2.346457,0.60725,0.439801,-34.686665,7.936801,-20.445404
1500,-1.338461,0.920709,-0.649663,3.999673,0.493858,-9.595026,-0.588993,-0.796031,-0.139361,0.716328,1.533168,-0.758512,-34.310596,-8.201728,-20.968706
1520,-1.397325,1.130464,-0.593215,3.295956,-0.326826,-9.66039,-0.419843,-0.90461,-0.07357,0.495435,-0.185051,0.007042,-30.936489,-18.023212,-20.05666
1540,-1.514248,1.313979,-0.481923,2.728746,-0.952673,-8.543792,-0.253597,-0.967203,-0.014356,-0.036823,0.118845,-0.231921,-30.936489,-18.023212,-20.05666
1560,-1.873639,1.462763,-0.154829,1.575542,-2.392399,-6.793359,-0.102917,-0.99417,0.032157,-1.271214,-0.911164,-1.000601,-24.901047,-27.533573,-17.493206
1580,-2.862424,1.51857,0.776161,0.264461,-3.158029,-2.401581,-0.014385,-0.998637,0.050181,-2.471867,-2.204962,-0.62649,-19.621229,-32.992058,-14.515635
1600,-2.101079,1.514486,-0.058582,-2.184739,-3.728039,3.555653,-0.048551,-0.998415,0.028465,-3.953356,-3.20503,-0.432823,-19.621229,-32.992058,-14.515635
1620,-1.428223,1.504106,-0.819924,-1.4819,-2.974223,0.136704,-0.065965,-0.997777,-0.009469,-6.059707,0.600286,-0.854529,-21.217913,-32.591133,-13.106882
1640,-1.252974,1.47739,-1.043525,-1.137312,-2.654915,1.275191,-0.0886,-0.995641,-0.029147,-1.598549,0.299352,0.184192,-23.512938,-31.26322,-12.406648
1660,-1.324566,1.300156,-1.026055,-2.862032,-3.110078,14.355749,-0.259285,-0.9636,-0.065166,-2.896156,0.107063,0.042232,-23.512938,-31.26322,-12.406648
1680,-1.323192,1.174997,-1.015564,0.464968,1.732955,3.163997,-0.373787,-0.922689,-0.09449,-2.579856,1.210103,-0.927605,-29.698532,-25.646542,-12.017662
1700,-1.303347,1.104443,-0.991976,-0.770434,1.511107,3.728643,-0.433647,-0.893214,-0.118825,0.545585,0.552851,0.155004,-32.823662,-20.418995,-13.778392
1720,-1.318277,1.039327,-0.991074,-0.955426,-1.479517,3.326949,-0.490727,-0.862064,-0.126621,0.069615,-0.104581,0.308857,-32.823662,-20.418995,-13.778392
1740,-1.35021,0.962039,-0.987409,-0.58239,-1.399053,3.807112,-0.557992,-0.820359,-0.125121,-0.204017,-0.156508,-0.416657,-34.639484,-16.681631,-14.352751
1760,-1.392097,0.896036,-0.969385,0.169445,-1.307098,3.048725,-0.614762,-0.780857,-0.111042,-0.835494,-0.576596,-0.149807,-36.84441,-12.441882,-13.109583
1780,-1.433946,0.84969,-0.933022,1.070384,-0.173367,2.137417,-0.654044,-0.751076,-0.090069,-0.982889,-1.214562,0.080883,-36.84441,-12.441882,-13.109583
1800,-1.456138,0.817807,-0.88575,1.631083,1.12525,1.719961,-0.679333,-0.729648,-0.078234,-0.382572,-2.923566,0.131335,-38.079201,-9.611073,-11.906896
1820,-1.480961,0.796874,-0.821298,2.425314,0.778464,0.324353,-0.696127,-0.715174,-0.062706,1.279883,-3.223928,-0.12629,-38.238403,-8.136141,-12.481979
1840,-1.570793,0.852007,-0.709843,5.03607,-2.734111,-4.269711,-0.658474,-0.752603,-0.000002,1.792965,-3.622336,0.155733,-38.238403,-8.136141,-12.481979
1860,-1.661114,0.910171,-0.669516,-2.855445,-0.751112,0.787828,-0.611109,-0.789609,0.055345,1.78245,-3.973712,0.696273,-37.792465,-11.043207,-11.573649
1880,-1.548034,0.773452,-0.803285,-3.3645,0.086179,8.277843,-0.715318,-0.698609,-0.016285,1.3696,-0.840942,-1.41296,-38.283348,-10.907,-9.979722
1900,-1.463441,0.597758,-0.800506,0.996451,6.075953,9.880981,-0.821841,-0.56279,-0.08857,0.720599,-1.079406,-1.460365,-38.283348,-10.907,-9.979722
1920,-1.366747,0.409575,-0.707541,3.284459,6.973663,8.86336,-0.89826,-0.39822,-0.185876,2.24964,-4.796406,0.959329,-38.636616,-0.38839,-13.828703
1940,-1.293219,0.258387,-0.698445,-4.888863,1.93508,6.787074,-0.929796,-0.255522,-0.26493,2.298296,-5.417971,2.374992,-34.040279,8.635905,-21.233292
1960,-1.285022,0.12355,-0.763954,-4.620599,-1.406158,5.058433,-0.95213,-0.123236,-0.279752,2.616696,-4.136423,0.440244,-34.040279,8.635905,-21.233292
1980,-1.324643,-0.006011,-0.805105,-2.904276,-2.030831,6.586065,-0.969839,0.006011,-0.243671,3.893835,-2.551635,0.716632,-31.245977,17.50914,-20.032251
2000,-1.345561,-0.157636,-0.78959,0.105432,-0.607371,7.549599,-0.962656,0.156984,-0.220567,3.221063,-1.604341,0.919984,-28.240862,24.841532,-16.417191
2020,-1.323359,-0.286398,-0.73943,0.907821,1.270295,6.242986,-0.930051,0.282499,-0.234944,1.856,-0.951399,1.453786,-28.240862,24.841532,-16.417191
2040,-1.291301,-0.363661,-0.710313,0.211849,1.044598,2.335465,-0.898333,0.355698,-0.257829,0.829577,1.401031,-0.220748,-22.304628,30.006271,-16.920385
2060,-1.282071,-0.306222,-0.698555,1.694684,-1.148403,-6.150516,-0.914013,0.301459,-0.271484,0.165172,3.829843,-0.809433,-19.312378,31.36105,-18.102179
2080,-1.369224,-0.091162,-0.718892,1.945305,-4.076903,-12.099667,-0.975685,0.091035,-0.199379,0.226844,4.040267,-0.881539,-19.312378,31.36105,-18.102179
2100,-1.41575,0.167446,-0.709091,3.034889,-1.843976,-13.12865,-0.974186,-0.166664,-0.152266,2.11797,0.487755,0.26689,-28.213108,24.208668,-17.381977
2120,-1.471057,0.463896,-0.681804,3.053949,-2.255648,-15.173477,-0.889872,-0.447436,-0.089051,2.230448,-0.830122,0.797303,-36.192459,9.853286,-16.649044
2140,-1.510156,0.763327,-0.650408,2.051164,-0.421578,-14.214741,-0.721212,-0.691329,-0.043788,2.144338,-1.217942,0.696117,-36.192459,9.853286,-16.649044
2160,-1.548745,1.016754,-0.618317,1.358369,-1.106433,-11.823997,-0.526001,-0.850405,-0.011601,0.698563,-0.129026,-0.419918,-35.093353,-15.547838,-14.522178
2180,-1.649145,1.235822,-0.545438,1.24101,-1.811872,-10.552127,-0.327736,-0.944419,0.02573,-0.444404,0.070151,-0.408085,-35.093353,-15.547838,-14.522178
2200,-1.923817,1.417396,-0.313159,0.534819,-2.871327,-8.510994,-0.143377,-0.988257,0.052828,-1.200221,-0.266595,-0.289766,-28.726889,-26.674503,-12.141202
2220,-3.124744,1.513356,0.822437,-0.347955,-3.338336,-6.050205,-0.000967,-0.998351,0.057401,-2.568018,-1.754945,0.281756,-22.305244,-33.113041,-9.496045
2240,2.08841,1.498511,1.828726,-1.38327,-3.434422,-0.985428,0.062761,-0.997389,0.035736,-6.910554,-3.419497,0.376144,-22.305244,-33.113041,-9.496045
2260,1.643298,1.465331,2.243842,-0.796773,-0.204707,-2.535031,0.104993,-0.994444,0.007626,-7.740461,-0.800585,0.29047,-22.305244,-33.113041,-9.496045
2280,1.579937,1.465808,2.326315,-0.514893,0.820131,1.199343,0.104791,-0.994494,0.000958,-3.491281,-0.032438,0.099521,-18.410395,-35.482803,-9.284398
2300,1.281289,1.511976,2.623289,-0.724515,-0.85134,3.986005,0.05634,-0.998271,-0.016782,-2.765385,-0.331106,-0.235659,-18.410395,-35.482803,-9.284398
2320,-1.470613,1.349116,-0.901855,-0.731786,4.293489,14.319729,-0.218767,-0.975529,-0.02199,-6.711302,-4.997631,0.80852,-21.681711,-33.389778,-9.959823
2340,-1.320555,1.249478,-1.038912,-2.464697,0.435906,3.746723,-0.305981,-0.94882,-0.078208,-0.082691,2.388929,-1.847359,-30.565044,-24.713486,-11.798051
2360,-1.344181,1.117806,-1.011196,-1.637915,-0.604185,6.107009,-0.426466,-0.899143,-0.098333,-1.332964,-1.561886,0.297414,-30.565044,-24.713486,-11.798051
2380,-1.367595,1.01965,-1.023277,-0.40966,-1.091683,4.229439,-0.51289,-0.851925,-0.105678,-1.24654,-1.609104,0.30476,-34.417156,-18.45437,-12.612206
2400,-1.403908,0.936446,-1.004775,-0.439566,-1.367785,4.2794,-0.58442,-0.805457,-0.098449,0.317559,-0.226983,-0.657075,-36.985466,-13.559875,-11.505543
2420,-1.460386,0.851138,-0.979728,0.487923,-1.88914,3.946319,-0.655114,-0.752031,-0.072627,-1.083534,-1.125441,-0.092061,-36.985466,-13.559875,-11.505543
2440,-1.512725,0.787485,-0.934038,1.731969,-0.181724,2.970754,-0.70444,-0.708581,-0.040954,-1.352674,-2.171592,0.638961,-38.94989,-8.809583,-9.458838
2460,-1.545008,0.738209,-0.859276,3.051178,1.148198,2.038916,-0.739429,-0.672964,-0.019073,-0.715756,-3.592692,0.395202,-39.570595,-5.84285,-9.176128
2480,-1.575059,0.766617,-0.76314,4.416944,2.70283,-4.027594,-0.720255,-0.693702,0.00307,2.527979,-4.542412,0.587277,-39.570595,-5.84285,-9.176128
2500,-1.614068,0.852528,-0.671907,0.75115,-0.654963,-1.132319,-0.657466,-0.752946,0.028467,2.46519,-4.483168,0.56188,-38.62949,-8.733202,-10.754812
2520,-1.544106,0.744156,-0.750186,-3.094296,0.672269,6.566145,-0.735398,-0.677351,-0.019632,1.663468,-2.613894,-0.123846,-38.565544,-8.030317,-11.505867
2540,-1.443619,0.570333,-0.808861,-2.234885,3.633381,10.093159,-0.834923,-0.539912,-0.10676,1.056817,-2.98969,-0.819876,-38.565544,-8.030317,-11.505867
2560,-1.404043,0.392165,-0.771049,1.916221,2.665624,7.692086,-0.911266,-0.38219,-0.153381,1.209102,-3.393719,-1.042909,-38.104454,2.836767,-14.972498
2580,-1.387872,0.24231,-0.731953,-1.992132,1.164206,7.908637,-0.95459,-0.239945,-0.176592,2.031555,-4.110198,1.619448,-35.30341,11.269192,-17.630844
2600,-1.385716,0.087249,-0.774758,-3.43223,-1.184489,6.919924,-0.979183,-0.087138,-0.183325,3.216594,-3.556111,0.500784,-35.30341,11.269192,-17.630844
2620,-1.414062,-0.065915,-0.803126,-2.188863,-1.455741,7.662581,-0.985597,0.065867,-0.155754,3.223009,-3.709117,0.473213,-31.938505,20.282164,-15.897728
2640,-1.436525,-0.226866,-0.809767,-1.161751,-0.570528,7.934008,-0.965606,0.224925,-0.130438,3.248016,-2.789653,1.188162,-26.939056,27.993767,-13.221514
2660,-1.421029,-0.371509,-0.804314,-0.471335,1.448201,6.455683,-0.92135,0.363022,-0.139029,2.271875,-1.943054,1.336447,-26.939056,27.993767,-13.221514
2680,-1.383479,-0.457167,-0.794511,-0.301617,1.608553,2.792714,-0.88161,0.441408,-0.1671,1.687076,-0.882799,0.616487,-20.153465,33.318649,-12.956754
2700,-1.339924,-0.451035,-0.785644,1.715915,2.073389,-2.250008,-0.876117,0.435897,-0.205943,0.999896,1.132661,-1.103169,-17.239191,34.57449,-13.841492
2720,-1.335274,-0.316961,-0.755793,3.158192,-2.364112,-8.309321,-0.923955,0.31168,-0.221727,1.066045,3.820461,-0.900832,-17.239191,34.57449,-13.841492
2740,-1.387446,-0.111616,-0.72495,3.84988,-2.849961,-10.742973,-0.97712,0.111384,-0.18119,1.730248,3.994359,-0.706048,-23.227459,29.671585,-16.255899
2760,-1.452074,0.172062,-0.683463,4.211349,-3.438913,-15.199612,-0.978299,-0.171214,-0.116695,2.849026,-0.921178,0.765361,-33.060539,17.786543,-16.577448
2780,-1.518978,0.490883,-0.638524,2.784714,-1.53019,-15.539419,-0.880733,-0.471404,-0.045679,2.505459,-2.685288,0.383844,-33.060539,17.786543,-16.577448
2800,-1.54721,0.775007,-0.598085,1.803156,0.151508,-13.390481,-0.714218,-0.699721,-0.016849,2.338943,-2.456972,0.355014,-38.228722,-0.814083,-14.902152
2820,-1.571331,1.033539,-0.557801,1.354417,0.235023,-12.619801,-0.511781,-0.859116,0.000274,0.154329,0.266525,-0.595763,-34.597366,-16.458315,-14.707763
2840,-1.679799,1.273708,-0.459916,1.389424,-1.434025,-11.566333,-0.291,-0.956193,0.031846,-0.681122,0.077226,-0.785325,-29.615982,-24.806606,-13.845509
2860,-2.157193,1.45216,-0.027566,1.045689,-3.405229,-8.37188,-0.098585,-0.992971,0.065495,-1.344088,-0.406718,-0.604344,-29.615982,-24.806606,-13.845509
2880,2.818255,1.490218,1.211956,-0.107042,-3.706913,-4.002086,0.025575,-0.996755,0.07632,-3.311448,-3.517679,0.488851,-22.179939,-32.7799,-10.848999
2900,2.444209,1.521077,1.515687,-3.006431,-3.527787,0.239032,0.031917,-0.998764,0.038095,-7.966304,-1.511459,0.583304,-20.363131,-34.416767,-9.219614
2920,1.65104,1.480828,2.277605,-0.234054,0.855813,-2.42314,0.089558,-0.995956,0.007202,-8.023945,-1.514268,0.614197,-20.363131,-34.416767,-9.219614
2940,1.54642,1.482501,2.394895,-0.651479,-0.016899,1.273318,0.088155,-0.996104,-0.002149,-2.816777,0.36288,0.241026,-18.627613,-35.205406,-9.887548
2960,1.126685,1.516666,2.806242,-2.027376,-0.47731,1.873888,0.048856,-0.998535,-0.023246,-1.310483,-0.119217,-0.86715,-19.937103,-34.281971,-10.556062
2980,-1.414981,1.356356,-0.915616,2.205169,7.700259,19.125763,-0.210222,-0.977096,-0.033024,-5.246183,-4.979814,-1.293209,-19.937103,-34.281971,-10.556062
3000,-1.344348,1.157576,-1.000124,-2.955752,-2.340013,7.105711,-0.391308,-0.915833,-0.090158,-5.120838,4.363922,0.383325,-29.748434,-25.416521,-12.377527
3020,-1.33319,1.066196,-0.97696,0.090204,3.63523,2.440136,-0.469874,-0.875368,-0.113795,0.088771,-0.940581,0.268031,-34.28891,-18.122107,-13.417597
3040,-1.359168,1.000495,-0.948868,-0.412645,-0.251524,4.055788,-0.527841,-0.841738,-0.113404,0.164636,-0.767133,-0.912414,-34.28891,-18.122107,-13.417597
3060,-1.401925,0.908631,-0.924148,0.12506,-1.285984,4.746943,-0.60608,-0.788663,-0.103334,-0.182525,-0.750705,-0.141372,-35.809483,-14.523617,-13.817293
3080,-1.44311,0.821245,-0.877603,1.396914,0.235617,4.351032,-0.675764,-0.731995,-0.086758,-1.505709,-2.43689,0.368404,-35.809483,-14.523617,-13.817293
3100,-1.458919,0.767055,-0.798777,3.061851,2.660378,1.652345,-0.715457,-0.694018,-0.080379,-1.11958,-3.773435,0.388866,-38.102272,-8.107386,-12.909657
