timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas)
1340,0.218624,-1.545277,2.353247,0.247569,-0.078713,-0.046377,0.005534,0.999674,-0.024909,-0.04127,0.002523,-0.024102,26.111982,35.791935,-5.493287
1360,0.166752,-1.540887,2.303285,0.221904,-0.085921,-0.012326,0.004964,0.999553,-0.02949,-0.061726,0.021016,0.000209,26.111982,35.791935,-5.493287
1380,0.135781,-1.536792,2.272751,0.20311,0.006584,-0.025123,0.004602,0.999422,-0.033685,-0.005792,0.006148,0.001443,26.039423,35.786766,-5.859182
1400,0.113613,-1.533071,2.250105,0.177647,0.040753,-0.011308,0.004276,0.999288,-0.037473,-0.018985,0.006235,0.020368,26.024303,35.770897,-6.021049
1420,0.113283,-1.52994,2.247928,0.144865,0.129294,0.032343,0.004617,0.999165,-0.040583,-0.038431,0.014049,0.0227,26.024303,35.770897,-6.021049
1440,0.143601,-1.527235,2.274727,0.114112,0.20303,0.09624,0.006232,0.999051,-0.0431,-0.050132,0.002856,-0.00669,26.035885,35.730465,-6.20817
1460,0.198757,-1.524824,2.324803,0.096195,0.288393,0.154833,0.009074,0.998943,-0.045051,-0.062602,0.00243,0.004127,26.110289,35.676434,-6.206409
1480,0.267556,-1.522178,2.386879,0.09429,0.361852,0.177224,0.012848,0.998818,-0.04687,-0.016266,0.01229,0.010081,26.315422,35.545109,-6.092477
1500,0.329397,-1.519281,2.441762,0.099553,0.339467,0.167638,0.016657,0.998673,-0.048725,0.016745,0.009795,0.014209,26.315422,35.545109,-6.092477
1520,0.407764,-1.516968,2.514111,0.089795,0.289497,0.159089,0.021336,0.998552,-0.049391,-0.004948,0.023543,0.015608,26.565016,35.389057,-5.915168
1540,0.454282,-1.514131,2.554578,0.078172,0.319342,0.1676,0.024852,0.998395,-0.05089,-0.021617,0.014972,0.020709,26.828142,35.220634,-5.729933
1560,0.502234,-1.511217,2.595566,0.070884,0.366164,0.171861,0.028664,0.998226,-0.052191,-0.015602,0.014653,0.001852,26.828142,35.220634,-5.729933
1580,0.543438,-1.508399,2.62945,0.04963,0.379001,0.172891,0.032243,0.998054,-0.053373,-0.010347,0.014641,-0.009707,27.064701,35.070316,-5.536207
1600,0.590607,-1.505802,2.668796,0.042236,0.400326,0.181407,0.036167,0.997889,-0.053946,-0.026249,0.011892,-0.00979,27.297897,34.926769,-5.293409
1620,0.639177,-1.502918,2.709189,0.037991,0.415301,0.199518,0.04046,0.997697,-0.054436,-0.030802,0.009505,0.002587,27.297897,34.926769,-5.293409
1640,0.678826,-1.501014,2.740537,0.040102,0.431385,0.233616,0.043779,0.997566,-0.054268,-0.044954,0.02195,0.018501,27.557596,34.76569,-5.000045
1660,0.720752,-1.49895,2.773833,0.061331,0.441073,0.279465,0.047374,0.99742,-0.053932,-0.049571,0.025514,0.021584,27.750885,34.650555,-4.722506
1680,0.76682,-1.49591,2.811471,0.076053,0.416741,0.319967,0.051911,0.997197,-0.053877,-0.009294,0.001719,0.003721,27.975519,34.517075,-4.36076
1700,0.796581,-1.490607,2.833336,0.080099,0.39761,0.338038,0.057271,0.996787,-0.056005,-0.029333,0.01745,-0.015971,27.975519,34.517075,-4.36076
1720,0.834693,-1.484805,2.863764,0.101313,0.388062,0.360445,0.063649,0.996305,-0.057664,-0.034505,0.014987,-0.007552,28.297373,34.281998,-4.132542
1740,0.875977,-1.478651,2.897754,0.102266,0.366854,0.374291,0.070683,0.995758,-0.058912,0.000942,0.01352,0.014753,28.647388,34.014179,-3.929025
1760,0.915299,-1.471462,2.929455,0.107719,0.404067,0.379637,0.078617,0.99507,-0.06045,-0.031315,0.037232,0.004542,28.647388,34.014179,-3.929025
1780,0.952632,-1.463667,2.958019,0.118551,0.471139,0.410573,0.087138,0.994267,-0.061967,-0.03654,0.03033,0.011339,29.077677,33.67535,-3.678866
1800,0.983376,-1.455572,2.97944,0.128071,0.469087,0.436159,0.095698,0.993369,-0.063718,-0.013926,0.001367,-0.002978,29.543272,33.298424,-3.388876
1820,1.014183,-1.446453,3.001759,0.137365,0.409645,0.465996,0.105301,0.992279,-0.065523,-0.021134,0.001022,0.007753,29.543272,33.298424,-3.388876
1840,1.044954,-1.437275,3.02463,0.138312,0.407719,0.513945,0.11514,0.991099,-0.066821,-0.028562,0.023519,0.028109,30.020844,32.893093,-3.141347
1860,1.073027,-1.426399,3.044539,0.148895,0.416372,0.557652,0.126434,0.989593,-0.068705,-0.042221,0.039048,0.023921,30.549236,32.42651,-2.887943
1880,1.100973,-1.414901,3.064178,0.143571,0.433518,0.585351,0.138441,0.987873,-0.070293,-0.010603,0.061031,-0.001408,30.842903,32.157951,-2.766953
1900,1.127024,-1.40272,3.081299,0.135119,0.474106,0.622639,0.151082,0.985908,-0.071824,-0.034093,0.054802,0.029954,30.842903,32.157951,-2.766953
1920,1.154656,-1.389402,3.099904,0.128521,0.47131,0.710001,0.165005,0.983593,-0.072924,-0.080579,0.05344,0.049121,31.450054,31.588291,-2.479648
1940,1.183543,-1.374304,3.119599,0.125106,0.472805,0.809089,0.180773,0.980757,-0.073728,-0.104876,0.085511,0.038923,32.137016,30.91362,-2.152895
1960,1.212809,-1.356961,3.139633,0.12491,0.489237,0.923105,0.198756,0.977224,-0.074356,-0.123668,0.098932,0.044113,32.137016,30.91362,-2.152895
1980,1.242433,-1.337249,-3.123016,0.11286,0.479203,1.054142,0.219065,0.972851,-0.074635,-0.14886,0.131366,0.048115,33.397507,29.581776,-1.612337
2000,1.271065,-1.315077,-3.103155,0.117782,0.444613,1.174548,0.241664,0.967482,-0.074684,-0.140041,0.16498,0.031731,34.05344,28.837437,-1.356482
2020,1.294611,-1.290889,-3.086772,0.148106,0.340639,1.250228,0.265796,0.961081,-0.075334,-0.156711,0.196206,0.006777,34.05344,28.837437,-1.356482
2040,1.310841,-1.264975,-3.074878,0.20164,0.177038,1.323804,0.290961,0.9536,-0.077388,-0.199668,0.203383,-0.049428,35.100674,27.565609,-1.074526
2060,1.322004,-1.236859,-3.065575,0.225547,0.089197,1.437836,0.317673,0.944759,-0.080707,-0.254929,0.246235,-0.009534,35.100674,27.565609,-1.074526
2080,1.331467,-1.206064,-3.057575,0.245584,0.123762,1.582793,0.346532,0.934219,-0.084556,-0.361623,0.321732,0.09661,36.565746,25.59033,-1.074978
2100,1.342884,-1.17192,-3.051372,0.314475,0.416578,1.746011,0.37834,0.921498,-0.087753,-0.465467,0.39738,0.276001,37.76157,23.790371,-1.075416
2120,1.357949,-1.13344,-3.0499,0.459429,0.871028,1.980793,0.413988,0.905875,-0.089472,-0.522722,0.414133,0.454386,37.76157,23.790371,-1.075416
2140,1.373236,-1.091194,-3.054915,0.60054,1.078314,2.090841,0.452451,0.887178,-0.090568,-0.606244,0.401869,0.436942,39.060925,21.610172,-0.564965
2160,1.385285,-1.045922,-3.066491,0.76863,1.106972,2.219007,0.492506,0.865387,-0.092428,-0.69412,0.396423,0.377173,40.350014,19.100872,0.328189
2180,1.390046,-0.995426,-3.081835,0.886655,0.703005,2.573937,0.535281,0.838991,-0.09782,-0.472002,0.225355,0.180736,40.97057,17.718311,0.740582
2200,1.387337,-0.936724,-3.09615,0.946504,0.389495,2.90215,0.582489,0.805621,-0.108078,-0.235245,0.210065,0.084687,40.97057,17.718311,0.740582
2220,1.390613,-0.880882,-3.108291,0.811651,0.801688,2.467277,0.626168,0.7713,-0.114062,0.154777,0.486527,-0.025266,42.261551,14.354008,0.999059
2240,1.401304,-0.832781,-3.117905,0.678349,0.931104,2.28913,0.66318,0.739806,-0.113493,-0.012423,0.330598,0.0193,43.212856,11.096956,1.606627
2260,1.41847,-0.789222,-3.125741,0.593248,1.312644,1.937448,0.696242,0.709805,-0.106884,-0.045485,0.360599,0.012691,43.212856,11.096956,1.606627
2280,1.444227,-0.754633,-3.133078,0.445084,1.609181,1.545145,0.722696,0.685021,-0.091963,-0.31109,0.11843,0.013319,43.773918,8.306885,2.813234
2300,1.466797,-0.727546,-3.140745,0.460384,1.175704,1.12418,0.742774,0.665039,-0.077528,-0.384894,-0.067581,-0.026781,49.388603,12.365366,-1.434509
2320,1.473887,-0.714261,3.13237,0.38536,0.341598,0.419527,0.752033,0.655059,-0.073108,-0.354129,-0.329345,-0.2104,49.388603,12.365366,-1.434509
2340,1.464297,-0.711537,3.125749,0.228667,-0.63325,-0.197929,0.753068,0.652999,-0.080506,-0.123368,-0.138152,-0.147948,49.698238,11.144358,-0.287113
2360,1.411015,-0.754302,3.117753,-0.232372,-1.128495,-1.539299,0.719467,0.68478,-0.115945,-0.60582,-0.273739,0.010919,49.648903,11.311947,-1.104515
2380,1.437995,-0.726516,3.119709,0.046957,-1.329451,-1.062565,0.740912,0.664269,-0.098977,-0.627264,-0.253228,-0.006049,49.648903,11.311947,-1.104515
2400,1.398996,-0.789412,3.120216,-0.46444,-0.413332,-1.810177,0.693895,0.709939,-0.120398,-0.849031,-0.398645,0.149985,49.111717,13.166702,-2.978444
2420,1.404057,-0.83083,3.12756,-0.685163,0.177222,-2.123686,0.664912,0.738491,-0.111906,-0.604029,-0.231335,0.101179,48.286209,15.816189,-3.533254
2440,1.421383,-0.880093,3.14113,-0.902748,0.42512,-2.510796,0.629981,0.770798,-0.094835,-0.512412,-0.208146,0.081041,47.566643,17.946371,-3.088079
2460,1.445927,-0.938306,-3.122499,-1.032512,0.472504,-2.97665,0.586552,0.806558,-0.073625,-0.481496,-0.142419,0.068544,47.566643,17.946371,-3.088079
2480,1.478428,-1.004887,-3.096862,-1.107622,0.659317,-3.360328,0.533898,0.844102,-0.049456,-0.537285,-0.090989,0.092318,45.99662,21.79192,-1.901837
2500,1.527607,-1.076395,-3.061507,-1.130949,1.129501,-3.565902,0.474062,0.880253,-0.020487,-0.524142,0.039181,0.082362,45.99662,21.79192,-1.901837
2520,1.598485,-1.149924,-3.0142,-1.021401,1.581485,-3.691335,0.4084,0.912733,0.011311,-0.121382,0.302904,0.005519,42.667995,27.80941,0.52259
2540,1.69184,-1.225675,-2.950355,-0.839108,1.733752,-3.986131,0.335836,0.941034,0.04085,0.04864,0.378164,-0.034457,40.475685,30.829643,2.333656
2560,1.823085,-1.30543,-2.849701,-0.691247,1.782946,-4.296996,0.253961,0.964997,0.065466,0.053168,0.397461,-0.051321,36.359062,35.290848,5.17387
2580,2.039066,-1.382896,-2.665829,-0.489639,1.859791,-4.310476,0.166688,0.982399,0.084309,-0.009217,0.495034,-0.020833,36.359062,35.290848,5.17387
2600,2.446229,-1.445604,-2.291461,-0.290962,1.818238,-4.167357,0.079997,0.992174,0.095874,0.253194,0.487532,-0.025318,31.15621,39.549126,7.703952
2620,-3.090762,-1.468834,-1.574514,-0.192048,1.547123,-4.0884,-0.005172,0.994806,0.101654,0.437316,0.493307,0.051773,25.482683,43.032047,9.647281
2640,-2.428987,-1.435101,-0.936617,-0.041751,1.342784,-4.014665,-0.088446,0.990808,0.10236,0.485007,0.530021,0.073451,25.482683,43.032047,9.647281
2660,-2.099255,-1.374512,-0.629233,0.067409,1.305938,-3.83867,-0.168422,0.980798,0.098333,0.550258,0.463523,0.052501,19.612108,45.74329,10.821772
2680,-1.9326,-1.309361,-0.483217,0.10759,1.138112,-3.518981,-0.241734,0.96602,0.091488,0.649022,0.44615,0.063969,13.766806,47.693447,11.401947
2700,-1.837591,-1.247444,-0.404149,0.142858,0.850327,-3.147149,-0.306506,0.948175,0.083771,0.782244,0.388632,0.088836,13.766806,47.693447,11.401947
2720,-1.779089,-1.192624,-0.355578,0.183095,0.510954,-2.666606,-0.361242,0.929341,0.076352,0.975073,0.25793,0.101719,8.505603,48.865631,11.575787
2740,-1.745093,-1.148024,-0.324546,0.137732,0.133018,-2.07434,-0.404074,0.911955,0.07115,1.086004,0.19359,0.19452,4.29504,49.448326,11.428455
2760,-1.731636,-1.116604,-0.307737,0.093056,-0.222793,-1.278552,-0.433074,0.898616,0.070262,1.293258,0.101949,0.117344,4.29504,49.448326,11.428455
2780,-1.725987,-1.106579,-0.29503,0.261403,-0.320289,-0.062507,-0.442343,0.894172,0.069204,1.391516,0.012749,-0.104711,1.633333,49.644947,11.265242
2800,-1.727552,-1.120568,-0.284328,0.400206,-0.735258,0.9744,-0.429835,0.900348,0.067937,1.189433,0.214978,-0.094334,1.247639,49.719109,10.983983
2820,-1.74708,-1.149124,-0.278638,0.347687,-1.677175,1.439716,-0.402943,0.912406,0.071778,0.256429,0.362618,0.20224,3.129448,49.762878,10.39501
2840,-1.761804,-1.156432,-0.258681,0.342624,-1.597888,-0.424958,-0.395286,0.915372,0.076435,-1.55439,-0.244047,0.448575,3.129448,49.762878,10.39501
2860,-1.805782,-1.158425,-0.250873,0.284975,-2.697814,0.631683,-0.389769,0.916173,0.093314,-1.153795,0.280208,0.558984,4.173449,49.844131,9.609322
2880,-1.828023,-1.182593,-0.240035,0.63798,-0.825618,1.172983,-0.366072,0.925591,0.096297,0.578749,0.442054,0.172258,5.814335,49.829552,8.797926
2900,-1.808824,-1.199094,-0.208365,0.854026,-0.712334,0.488251,-0.352962,0.93171,0.085638,0.625163,0.133429,-0.309225,5.814335,49.829552,8.797926
2920,-1.802707,-1.221613,-0.166423,0.970588,-2.145005,1.192423,-0.332972,0.939652,0.078634,0.885202,0.395171,0.032419,7.074558,49.877651,7.507626
2940,-1.827081,-1.240892,-0.142364,0.440172,-2.269266,0.532964,-0.313372,0.946073,0.082118,-0.183302,-0.056608,0.456822,8.961365,49.808983,5.740486
2960,-1.840737,-1.25503,-0.125589,0.507569,-0.885149,0.815786,-0.299299,0.950559,0.082814,-0.449999,0.125445,0.085521,8.961365,49.808983,5.740486
2980,-1.83451,-1.279916,-0.115679,0.418794,0.167685,1.31882,-0.276881,0.957992,0.074759,-0.081441,-0.141906,-0.06101,10.173621,49.689793,4.649312
3000,-1.821448,-1.306971,-0.108777,0.436579,0.302195,1.213396,-0.252626,0.9654,0.064682,0.272127,-0.032264,-0.091964,12.037731,49.325089,4.04012
3020,-1.813038,-1.329326,-0.102422,0.297545,0.013629,0.991451,-0.232149,0.970987,0.057363,0.028902,0.016836,-0.009954,12.873698,49.133884,3.78463
3040,-1.81261,-1.348939,-0.100851,0.243069,-0.058682,0.942323,-0.21364,0.975491,0.052692,0.008729,0.005055,0.053433,12.873698,49.133884,3.78463
3060,-1.806361,-1.36802,-0.095675,0.301451,0.128979,0.868949,-0.195828,0.979511,0.047003,0.138073,0.067547,0.129343,14.299166,48.768269,3.374021
3080,-1.792173,-1.384282,-0.083014,0.300344,0.021994,0.710157,-0.18091,0.982657,0.040717,0.143404,0.043146,0.03602,14.299166,48.768269,3.374021
3100,-1.777611,-1.398207,-0.065376,0.305029,-0.20487,0.616342,-0.168074,0.985143,0.035264,0.08206,0.023676,0.018752,16.08391,48.247112,2.778176
3120,-1.761329,-1.410546,-0.045037,0.272309,-0.166767,0.549166,-0.156678,0.987187,0.030219,-0.008392,-0.013051,-0.062827,16.696753,48.057426,2.428225
3140,-1.745168,-1.422001,-0.026724,0.216355,-0.04544,0.533114,-0.145998,0.98895,0.025719,-0.029478,-0.018583,-0.07914,17.498577,47.792435,1.968985
3160,-1.734685,-1.43323,-0.016184,0.143056,0.013353,0.547918,-0.135296,0.990553,0.022374,-0.032429,-0.010389,-0.04868,17.498577,47.792435,1.968985
3180,-1.729493,-1.444912,-0.010973,0.125863,-0.00557,0.584111,-0.123975,0.992087,0.019841,-0.022449,0.009118,0.019435,18.545143,47.407864,1.663209
3200,-1.722941,-1.457365,-0.003862,0.146957,-0.034164,0.627828,-0.11188,0.993574,0.017155,-0.03259,0.003634,0.002194,18.545143,47.407864,1.663209
3220,-1.716427,-1.471006,0.003962,0.140231,-0.081688,0.697064,-0.098571,0.995025,0.014457,-0.047685,0.001969,0.004693,19.411192,47.066814,1.454187
3240,-1.710822,-1.486109,0.011303,0.13686,-0.085627,0.768448,-0.083758,0.996416,0.011806,-0.046704,-0.007769,-0.016414,20.405861,46.651203,1.208407
