timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas)
620,2.108859,-1.536414,-1.905999,0.001256,-0.000202,-0.006782,0.029519,0.999409,0.017617,-0.001412,0.008663,0.002876,29.422422,36.033733,-8.190819
640,2.111059,-1.536432,-1.903766,0.000191,-0.00341,-0.012112,0.029464,0.99941,0.017672,0.005951,0.005412,0.001203,29.422422,36.033733,-8.190819
660,2.103676,-1.536439,-1.910958,0.003378,-0.011972,-0.022762,0.029588,0.99941,0.017451,0.002318,0.002284,-0.007609,29.416134,36.039425,-8.18839
680,2.103746,-1.537096,-1.910557,0.003369,-0.017306,-0.027026,0.029021,0.999432,0.017119,-0.001036,-0.000729,-0.011687,29.407681,36.041866,-8.207966
700,2.099253,-1.537986,-1.914868,0.00342,-0.00562,-0.029154,0.028329,0.999462,0.01654,-0.003732,0.003559,-0.013732,29.407681,36.041866,-8.207966
720,2.092599,-1.538704,-1.921557,-0.001853,0.007151,-0.030226,0.027817,0.999485,0.015993,0.004288,-0.002354,-0.00255,29.368923,36.064014,-8.249338
740,2.101163,-1.539155,-1.913226,-0.004994,0.012415,-0.045146,0.02729,0.999499,0.016003,0.012643,-0.001743,-0.003628,29.345423,36.079254,-8.266319
760,2.110133,-1.539593,-1.904451,-0.002842,0.008082,-0.06219,0.02677,0.999513,0.016023,0.014749,0.00009,0.003478,29.345423,36.079254,-8.266319
780,2.132829,-1.540654,-1.881779,-0.00177,-0.001571,-0.081369,0.025502,0.999546,0.016061,0.0135,-0.000324,0.00109,29.316759,36.105198,-8.254758
800,2.163923,-1.541928,-1.850629,-0.002784,-0.001663,-0.103745,0.023934,0.999583,0.016134,0.016746,0.008565,0.006693,29.250616,36.159561,-8.251448
820,2.207294,-1.543044,-1.807044,-0.005994,-0.012333,-0.115472,0.022315,0.999615,0.016494,0.007729,0.002857,0.000627,29.250616,36.159561,-8.251448
840,2.256737,-1.544907,-1.757227,-0.011332,-0.021923,-0.125073,0.020032,0.999665,0.016397,0.00603,0.001571,-0.008477,29.153751,36.23951,-8.243497
860,2.328488,-1.546722,-1.684978,-0.017707,-0.023,-0.133609,0.017487,0.99971,0.016544,0.004623,0.00029,-0.007144,29.043543,36.324444,-8.258675
880,2.435698,-1.548755,-1.57742,-0.023877,-0.007778,-0.13398,0.014298,0.999757,0.016773,-0.011688,0.013381,-0.004917,29.043543,36.324444,-8.258675
900,2.555983,-1.550149,-1.457193,-0.034471,0.007143,-0.133996,0.011411,0.999787,0.017206,-0.000806,0.006332,-0.004174,28.851969,36.475159,-8.265923
920,2.691023,-1.550775,-1.32235,-0.050384,0.014578,-0.148938,0.008718,0.9998,0.018022,0.009455,0.006167,-0.00377,28.722521,36.583103,-8.239655
940,2.837935,-1.550632,-1.175699,-0.067375,0.013474,-0.172408,0.006029,0.999797,0.01924,0.016508,0.011083,0.000169,28.573549,36.714504,-8.172882
960,2.996401,-1.549716,-1.017642,-0.081076,0.031451,-0.206521,0.00305,0.999778,0.020857,0.015612,0.001275,-0.002791,28.474615,36.806545,-8.103897
980,-3.09521,-1.548362,-0.826854,-0.085196,0.049403,-0.238488,-0.00104,0.999748,0.022408,0.022128,-0.008629,-0.007683,28.474615,36.806545,-8.103897
1000,-2.927333,-1.546513,-0.659958,-0.095745,0.054607,-0.273664,-0.005163,0.999705,0.023725,0.029745,-0.010981,-0.01222,28.188276,37.06094,-7.943951
1020,-2.761526,-1.543214,-0.49539,-0.101983,0.073616,-0.308829,-0.010231,0.99962,0.02561,0.020134,-0.003419,-0.002448,28.188276,37.06094,-7.943951
1040,-2.598372,-1.538592,-0.33375,-0.118938,0.078869,-0.337626,-0.016643,0.999481,0.027564,0.004986,0.014023,-0.005225,27.92791,37.289875,-7.79073
1060,-2.483404,-1.533102,-0.220104,-0.133752,0.06733,-0.35705,-0.023051,0.99929,0.029813,0.020732,0.010079,-0.009732,27.580854,37.585064,-7.606441
1080,-2.386987,-1.526742,-0.124706,-0.149768,0.044983,-0.375196,-0.030168,0.99903,0.032085,0.008699,-0.004294,-0.019817,27.580854,37.585064,-7.606441
1100,-2.307819,-1.519138,-0.046323,-0.166798,0.037532,-0.391212,-0.038235,0.998666,0.034704,-0.010105,0.003791,-0.00945,27.20089,37.896511,-7.427282
1120,-2.263846,-1.510996,-0.002747,-0.174341,0.017381,-0.385903,-0.045977,0.998213,0.038183,-0.009886,0.012835,-0.008153,26.753439,38.252048,-7.227231
1140,-2.233029,-1.502732,0.028113,-0.185136,-0.015498,-0.37634,-0.053635,0.997685,0.041819,-0.026306,0.016811,0.001547,26.753439,38.252048,-7.227231
1160,-2.214136,-1.494551,0.047694,-0.19388,-0.039671,-0.317759,-0.060945,0.997095,0.045693,-0.023635,0.005209,0.00315,26.314821,38.593575,-7.018891
1180,-2.210427,-1.487641,0.052961,-0.186777,-0.104345,-0.269813,-0.06664,0.996545,0.049578,-0.01913,0.016578,0.013654,25.917372,38.894485,-6.83427
1200,-2.211834,-1.481511,0.05415,-0.174208,-0.139323,-0.234637,-0.071465,0.996017,0.053324,-0.025504,0.019318,0.039861,25.917372,38.894485,-6.83427
1220,-2.216598,-1.476272,0.05285,-0.154182,-0.192208,-0.193139,-0.075376,0.995536,0.056804,-0.026934,0.014703,0.019002,25.601019,39.122368,-6.725068
1240,-2.221216,-1.472107,0.05265,-0.109739,-0.241074,-0.147255,-0.078412,0.995134,0.059661,-0.041735,0.003538,0.022217,25.342447,39.293911,-6.704284
1260,-2.225682,-1.469294,0.052934,-0.067219,-0.223941,-0.083245,-0.080365,0.994853,0.061716,-0.081012,0.014867,0.042288,25.342447,39.293911,-6.704284
1280,-2.232108,-1.468304,0.050302,-0.029949,-0.175882,-0.001122,-0.080744,0.994752,0.062836,-0.096792,-0.003053,0.022796,25.165539,39.39407,-6.782434
1300,-2.243648,-1.468753,0.042064,-0.015178,-0.169248,0.071362,-0.079664,0.994798,0.063485,-0.035326,0.020598,0.040595,25.137693,39.394737,-6.881096
1320,-2.25784,-1.470088,0.03216,0.020738,-0.243767,0.0778,-0.077728,0.994933,0.063767,-0.003952,0.00406,-0.002594,25.137693,39.394737,-6.881096
1340,-2.265198,-1.471729,0.030241,0.04939,-0.275793,0.070384,-0.076002,0.995097,0.063292,-0.009554,0.002889,0.006776,25.186516,39.3335,-7.050786
1360,-2.272836,-1.473881,0.027266,0.069821,-0.205571,0.100271,-0.073881,0.995307,0.062488,-0.031862,0.011605,0.046506,25.223246,39.263077,-7.307336
1380,-2.28321,-1.475233,0.019761,0.097873,-0.104647,0.10567,-0.072211,0.995437,0.062371,-0.0151,0.004502,0.060706,25.223246,39.263077,-7.307336
1400,-2.278479,-1.47848,0.026388,0.154372,-0.096381,0.096181,-0.070049,0.995742,0.059928,-0.007206,0.024598,0.062539,25.290091,39.190144,-7.466088
1420,-2.26232,-1.482082,0.044968,0.190498,-0.129541,0.078123,-0.068245,0.996067,0.0565,-0.003258,0.00346,0.05463,25.376392,39.083313,-7.728639
1440,-2.236071,-1.485762,0.073847,0.230034,-0.108512,0.055821,-0.06682,0.996387,0.052426,-0.03575,0.002927,0.009006,25.410629,39.015812,-7.953926
1460,-2.195047,-1.489535,0.116313,0.257024,-0.014004,0.051629,-0.065863,0.9967,0.047444,-0.050592,-0.014705,-0.001485,25.410629,39.015812,-7.953926
1480,-2.152591,-1.493813,0.156844,0.249045,0.161664,0.103869,-0.064254,0.997038,0.042262,-0.119187,-0.018233,-0.006755,25.455355,38.916824,-8.288815
1500,-2.131888,-1.49858,0.173211,0.181148,0.281318,0.184761,-0.06109,0.997394,0.038393,0.008692,0.047162,0.021223,25.630121,38.770012,-8.436907
1520,-2.108819,-1.503247,0.188695,0.162569,0.414105,0.144271,-0.057962,0.997719,0.034588,0.001504,0.027961,0.007923,25.630121,38.770012,-8.436907
1540,-2.085763,-1.506709,0.201732,0.108937,0.573606,0.106922,-0.055738,0.997947,0.031542,0.001126,0.038613,0.037626,25.932777,38.593449,-8.320771
1560,-2.059083,-1.508825,0.215736,0.073106,0.645823,0.058928,-0.054694,0.99808,0.029053,0.103858,0.050992,0.010452,26.189949,38.48925,-7.991412
1580,-2.022318,-1.509274,0.240335,0.08915,0.585679,-0.071054,-0.055322,0.998108,0.026828,0.126871,0.014053,-0.012805,26.189949,38.48925,-7.991412
1600,-1.967133,-1.507097,0.286067,0.081314,0.409762,-0.194713,-0.058721,0.997972,0.024574,0.069235,0.036711,0.013451,26.310501,38.48542,-7.604511
1620,-1.911351,-1.502933,0.334099,0.063291,0.379691,-0.28106,-0.063917,0.997698,0.02265,0.035169,0.03581,-0.0091,26.166285,38.630524,-7.362513
1640,-1.86602,-1.497512,0.372097,0.028171,0.372273,-0.304565,-0.070051,0.997316,0.021303,-0.028841,0.000929,-0.042071,26.166285,38.630524,-7.362513
1660,-1.834946,-1.491714,0.395923,-0.008013,0.378774,-0.305692,-0.07626,0.996875,0.020626,-0.003895,-0.0031,-0.06834,25.947802,38.814655,-7.164677
1680,-1.818854,-1.485415,0.404217,-0.071821,0.40131,-0.308995,-0.082667,0.996357,0.020937,-0.042424,-0.013111,-0.091952,25.667145,39.053879,-6.869546
1700,-1.817509,-1.479304,0.396674,-0.11855,0.459041,-0.271769,-0.088598,0.995817,0.022313,-0.058939,-0.012541,-0.080662,25.667145,39.053879,-6.869546
1720,-1.820854,-1.47372,0.384861,-0.122084,0.381534,-0.250484,-0.093909,0.995292,0.023985,-0.007394,-0.015571,-0.055433,25.404745,39.298908,-6.43376
1740,-1.827616,-1.468873,0.372016,-0.123772,0.251021,-0.191914,-0.09841,0.99481,0.025844,-0.094644,-0.028975,-0.03236,25.182858,39.511013,-5.991819
1760,-1.838939,-1.466193,0.356624,-0.101967,0.182405,-0.058701,-0.100682,0.994534,0.027663,-0.073299,0.010913,0.037766,25.182858,39.511013,-5.991819
1780,-1.854088,-1.466041,0.338234,-0.092871,0.131903,0.073429,-0.100396,0.994518,0.029228,-0.104804,-0.004681,0.071725,25.055485,39.636776,-5.687437
1800,-1.87485,-1.468772,0.314829,-0.062302,0.132392,0.214133,-0.097175,0.9948,0.030492,-0.06147,0.04234,0.07783,25.147097,39.609383,-5.469826
1820,-1.894956,-1.473676,0.292075,-0.014623,0.114486,0.293061,-0.091918,0.995287,0.030886,-0.025086,0.021879,0.061705,25.147097,39.609383,-5.469826
1840,-1.916078,-1.479641,0.26978,0.00407,0.009322,0.329296,-0.085657,0.995848,0.03081,-0.016867,-0.008605,-0.013583,25.45842,39.430405,-5.320781
1860,-1.944537,-1.486339,0.241823,0.003807,-0.035148,0.371906,-0.078534,0.996436,0.030799,-0.018512,0.024393,0.020089,25.847307,39.17942,-5.299848
1880,-1.981231,-1.493555,0.205149,-0.001304,0.009862,0.400361,-0.070756,0.997018,0.030789,-0.013091,0.00846,0.017428,25.847307,39.17942,-5.299848
1900,-2.028075,-1.500993,0.158012,0.000742,-0.003907,0.414214,-0.062581,0.997565,0.030794,-0.010097,0.020639,0.007796,26.292343,38.880085,-5.315097
1920,-2.08808,-1.508416,0.098417,-0.001518,-0.034703,0.420595,-0.054183,0.998055,0.030828,-0.009553,0.019218,0.006663,26.771759,38.551453,-5.315726
1940,-2.164581,-1.515396,0.022325,-0.009952,-0.017704,0.410995,-0.045894,0.998466,0.030981,-0.011815,0.017571,-0.004629,26.771759,38.551453,-5.315726
1960,-2.262309,-1.521712,-0.075691,-0.018318,0.019508,0.404596,-0.037793,0.998796,0.031288,-0.015246,-0.001847,-0.000115,27.246916,38.214523,-5.334274
1980,-2.390873,-1.527186,-0.204422,-0.035468,-0.013417,0.398165,-0.02974,0.999049,0.031878,0.002198,0.02599,-0.019549,27.711422,37.88316,-5.304873
2000,-2.553216,-1.531379,-0.366241,-0.051559,-0.046331,0.394932,-0.021871,0.999223,0.03278,-0.023722,0.002043,-0.010854,27.711422,37.88316,-5.304873
2020,-2.762117,-1.534449,-0.574086,-0.052653,-0.065546,0.375748,-0.013461,0.99934,0.033754,0.007342,0.021809,-0.001375,28.154961,37.558205,-5.279969
2040,-2.960926,-1.535331,-0.771847,-0.057832,-0.048671,0.339515,-0.006371,0.999371,0.034881,0.011208,0.027194,0.020234,28.593542,37.22588,-5.276511
2060,3.112564,-1.53402,-0.981075,-0.056582,-0.01798,0.307562,0.001067,0.999324,0.036752,0.017106,0.018209,0.014838,28.839119,37.03841,-5.259276
2080,2.963545,-1.532293,-1.129326,-0.055622,-0.065965,0.274521,0.006818,0.999259,0.037886,0.035129,-0.006797,0.007906,28.839119,37.03841,-5.259276
2100,2.848652,-1.530164,-1.241691,-0.04952,-0.177866,0.2159,0.01173,0.999175,0.03889,0.069431,0.019334,0.015019,29.196573,36.765446,-5.20199
2120,2.775173,-1.528171,-1.310263,-0.045484,-0.285597,0.135965,0.015267,0.999092,0.039783,0.067314,0.014763,0.025082,29.196573,36.765446,-5.20199
2140,2.735356,-1.526832,-1.343606,-0.026374,-0.343367,0.066725,0.017367,0.999034,0.040374,0.048322,-0.000132,0.035814,29.484818,36.495201,-5.472143
2160,2.716937,-1.526375,-1.354821,-0.000779,-0.368149,0.010291,0.018296,0.999014,0.040463,0.053054,-0.001028,0.035282,29.484818,36.495201,-5.472143
2180,2.716617,-1.52666,-1.348052,0.011153,-0.338621,-0.036565,0.018191,0.999026,0.040197,0.023892,-0.031634,0.014063,29.446577,36.47039,-5.831653
2200,2.728592,-1.52731,-1.329847,0.012445,-0.291942,-0.058927,0.017448,0.999055,0.039818,0.012032,-0.024964,-0.008262,29.446577,36.47039,-5.831653
2220,2.752834,-1.528753,-1.300327,0.013715,-0.24415,-0.06957,0.015932,0.999116,0.038895,-0.007142,-0.03502,-0.011399,29.34104,36.506756,-6.128515
2240,2.775626,-1.529666,-1.27345,0.027807,-0.177212,-0.067398,0.014714,0.999154,0.038396,-0.018529,-0.025674,-0.005925,29.225611,36.561665,-6.348772
2260,2.795274,-1.530654,-1.25143,0.032387,-0.082541,-0.051384,0.013622,0.999194,0.037749,-0.028103,-0.006168,0.009065,29.225611,36.561665,-6.348772
2280,2.841016,-1.531392,-1.204747,0.033557,-0.043131,-0.033264,0.011664,0.999224,0.037628,-0.026388,0.015928,0.008789,29.110577,36.619942,-6.538562
2300,2.852315,-1.532438,-1.192601,0.04745,-0.034706,-0.040696,0.010939,0.999264,0.036756,-0.006347,0.039554,0.015307,29.02354,36.681095,-6.582541
2320,2.857025,-1.530848,-1.187127,0.065557,-0.041217,-0.056644,0.011212,0.999202,0.038331,0.023807,0.004307,0.052016,29.02354,36.681095,-6.582541
2340,2.878162,-1.532742,-1.164912,0.086802,-0.063672,-0.069399,0.009907,0.999276,0.036733,0.011211,-0.001565,0.039347,29.002251,36.696819,-6.588732
2360,2.895413,-1.534892,-1.146173,0.101633,-0.073211,-0.050195,0.008748,0.999355,0.034815,-0.010579,0.007618,0.019293,28.916203,36.738613,-6.732456
2380,2.972425,-1.538251,-1.067646,0.135619,-0.084929,-0.027773,0.005478,0.99947,0.032075,-0.050858,0.02148,-0.004182,28.863955,36.750877,-6.887945
2400,2.965513,-1.541123,-1.0731,0.150568,-0.063642,-0.009627,0.005197,0.99956,0.029211,-0.007593,0.028944,0.029887,28.863955,36.750877,-6.887945
2420,2.951868,-1.544361,-1.085551,0.167624,-0.062661,-0.014925,0.004985,0.999651,0.025958,0.011952,0.005186,0.027478,28.728725,36.805626,-7.155766
2440,2.921356,-1.547136,-1.11462,0.189878,-0.078596,0.006422,0.005168,0.99972,0.023087,-0.008617,0.000738,0.007659,28.728725,36.805626,-7.155766
2460,2.808197,-1.551514,-1.225594,0.21415,-0.131789,0.018175,0.00631,0.999814,0.018219,0.015327,0.019122,-0.014038,28.71406,36.772469,-7.381516
2480,2.681904,-1.555547,-1.34847,0.234116,-0.200945,0.022455,0.006765,0.999884,0.013665,0.009775,0.009531,-0.016504,28.732803,36.682098,-7.749068
2500,2.458219,-1.560286,-1.567428,0.249856,-0.255157,0.037384,0.006636,0.999945,0.00815,-0.017439,0.026377,-0.011904,28.714058,36.61639,-8.120424
2520,1.950441,-1.562509,-2.069682,0.250731,-0.290136,0.062949,0.007697,0.999966,0.003071,-0.038307,0.024311,-0.013188,28.714058,36.61639,-8.120424
2540,1.363811,-1.561276,-2.65046,0.248505,-0.298511,0.091713,0.009317,0.999955,-0.001957,-0.049371,0.019424,-0.011395,28.672306,36.526184,-8.656519
2560,0.889382,-1.558529,-3.118247,0.243984,-0.352603,0.118323,0.009528,0.999925,-0.007727,-0.062247,0.000274,-0.010034,28.692942,36.37841,-9.193738
2580,0.784662,-1.553278,3.06726,0.219427,-0.339551,0.167297,0.012378,0.999847,-0.012396,-0.074862,0.002244,0.007956,28.692942,36.37841,-9.193738
2600,0.771959,-1.547622,3.059926,0.195279,-0.224488,0.204577,0.016164,0.999731,-0.016604,-0.049992,0.021997,0.015246,28.684219,36.234573,-9.770863
2620,0.748973,-1.544041,3.040626,0.149692,-0.155129,0.226881,0.018215,0.999642,-0.019593,-0.051968,0.008018,0.005112,28.760082,36.068974,-10.153099
2640,0.798988,-1.539215,3.092234,0.10541,-0.039114,0.221504,0.022629,0.999501,-0.022022,-0.025543,0.016124,-0.006374,28.760082,36.068974,-10.153099
2660,0.857044,-1.535333,-3.133364,0.055639,0.061168,0.261929,0.026802,0.999371,-0.023212,-0.019844,0.010944,0.005482,28.977837,35.83741,-10.351994
2680,0.90126,-1.5325,-3.090908,0.021619,0.108283,0.313015,0.030021,0.999267,-0.023762,-0.028099,0.001923,0.005055,29.205036,35.652714,-10.351255
2700,0.994636,-1.52687,-2.99997,0.004582,0.130822,0.349219,0.036823,0.999035,-0.023924,-0.017506,0.021961,0.022566,29.420235,35.494541,-10.285224
2720,1.079183,-1.521649,-2.918349,-0.011306,0.172467,0.379032,0.04331,0.998793,-0.023191,-0.027105,0.018755,0.010373,29.420235,35.494541,-10.285224
2740,1.154164,-1.514676,-2.846748,-0.014587,0.161933,0.399269,0.051292,0.998426,-0.022699,0.015038,0.008166,0.014307,29.824442,35.20179,-10.125957
2760,1.206104,-1.507572,-2.796809,-0.000013,0.057589,0.374762,0.059027,0.998002,-0.022535,-0.001623,-0.00464,-0.034121,30.281563,34.850269,-9.984187
2780,1.249355,-1.500531,-2.753616,-0.02689,-0.001799,0.387487,0.066612,0.997532,-0.022181,-0.009208,-0.00417,-0.034475,30.281563,34.850269,-9.984187
2800,1.294728,-1.492873,-2.709136,-0.051155,0.086717,0.432218,0.074897,0.996966,-0.021218,-0.051001,0.006758,0.00216,30.684122,34.506138,-9.950357
2820,1.343328,-1.484069,-2.662582,-0.04582,0.099524,0.448216,0.084388,0.996242,-0.019534,0.010186,0.015065,0.012972,30.684122,34.506138,-9.950357
2840,1.37476,-1.475368,-2.631978,-0.04831,0.011346,0.460976,0.093459,0.99545,-0.01856,-0.01042,0.018222,0.009374,31.336508,33.971428,-9.755193
2860,1.403583,-1.466176,-2.603214,-0.062185,0.018945,0.486527,0.102973,0.994532,-0.017381,-0.027244,0.037008,0.03296,31.814163,33.545109,-9.684179
2880,1.432924,-1.457622,-2.574825,-0.044956,0.071349,0.53104,0.111862,0.993603,-0.015521,-0.050888,0.023213,0.003726,31.814163,33.545109,-9.684179
2900,1.451622,-1.446658,-2.556716,-0.029315,0.008754,0.574739,0.122942,0.992305,-0.014721,-0.04648,0.025426,-0.029484,32.297638,33.116123,-9.559459
2920,1.457532,-1.43557,-2.54999,-0.015887,-0.057955,0.649329,0.13395,0.990871,-0.015237,-0.083856,0.044514,-0.003302,32.634254,32.785301,-9.556566
2940,1.468011,-1.421859,-2.538469,0.00425,-0.032144,0.735678,0.147604,0.988929,-0.015225,-0.068503,0.06382,0.016125,33.266434,32.133427,-9.590938
2960,1.476214,-1.406043,-2.529868,0.01481,0.004391,0.835865,0.163276,0.986459,-0.015489,-0.08567,0.081214,0.048769,33.266434,32.133427,-9.590938
2980,1.485815,-1.388023,-2.520772,-0.005512,0.047453,0.94559,0.181101,0.983343,-0.015427,-0.087962,0.142984,0.060761,34.010159,31.33979,-9.608599
3000,1.496371,-1.367526,-2.511923,-0.000166,0.135191,1.082009,0.201314,0.979412,-0.015011,-0.099034,0.153019,0.077083,34.918594,30.343609,-9.54754
3020,1.507066,-1.344569,-2.504405,-0.003551,0.159116,1.205611,0.223848,0.974519,-0.014285,-0.116838,0.190367,0.110934,34.918594,30.343609,-9.54754
3040,1.515953,-1.318868,-2.497136,-0.016038,0.028922,1.330225,0.248897,0.968433,-0.013664,-0.15559,0.260708,0.101845,35.994308,29.114777,-9.377539
3060,1.522178,-1.290674,-2.490161,-0.024108,-0.051262,1.46871,0.276147,0.961022,-0.013436,-0.231637,0.277336,0.086587,37.149426,27.640089,-9.335107
3080,1.528533,-1.258958,-2.483278,-0.033816,0.033588,1.663707,0.306535,0.951771,-0.012963,-0.302079,0.295925,0.086327,37.149426,27.640089,-9.335107
3100,1.536619,-1.223503,-2.476297,-0.052156,0.074779,1.835235,0.340155,0.940297,-0.01163,-0.304663,0.429133,0.099322,38.423107,25.846161,-9.318752
3120,1.543114,-1.185417,-2.470934,-0.02582,0.067737,1.951423,0.375766,0.926656,-0.010405,-0.413913,0.424616,0.120634,39.815262,23.693977,-9.194498
3140,1.5468,-1.144527,-2.467708,0.003486,0.021493,2.101703,0.413358,0.910515,-0.009921,-0.49603,0.433419,0.150775,39.815262,23.693977,-9.194498
3160,1.548953,-1.101041,-2.467523,0.076272,0.182221,2.207358,0.45256,0.891679,-0.009887,-0.784499,0.510741,0.219726,40.974049,21.649849,-9.143849
3180,1.552651,-1.055402,-2.471652,0.194259,0.474666,2.323779,0.492797,0.870099,-0.008943,-1.10739,0.580921,0.186708,40.974049,21.649849,-9.143849
3200,1.554023,-1.005789,-2.48362,0.445555,0.619482,2.58531,0.535347,0.844585,-0.00898,-1.211433,0.637273,0.020775,43.051849,17.36282,-8.733207
3220,1.550591,-0.948286,-2.501962,0.599683,0.557268,3.084235,0.582958,0.812417,-0.01178,-0.792629,0.544883,-0.163864,43.082645,22.859062,-7.639373
